HMT	NOTES	BM-MEAN	BM-SD	BM-PREV	HP-MEAN	HP-SD	HP-PREV	KG-MEAN	KG-SD	KG-PREV	PT-MEAN	PT-SD	PT-PREV	ST-MEAN	ST-SD	ST-PREV	SUBP-MEAN	SUBP-SD	SUBP-PREV	SUPP-MEAN	SUPP-SD	SUPP-PREV	SV-MEAN	SV-SD	SV-PREV	TD-MEAN	TD-SD	TD-PREV	TH-MEAN	TH-SD	TH-PREV
HMT-215		0.109	0.168	74.026	0.243	0.327	83.117	0.019	0.044	32.468	0.77	1.081	79.221	0.0	0.0	0.0	0.047	0.112	42.857	0.055	0.147	49.351	0.191	0.266	67.532	0.51	0.796	81.818	0.512	0.799	79.221
HMT-216		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-217		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-218		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-219		0.02	0.077	23.377	0.007	0.053	6.494	0.024	0.208	3.896	0.001	0.006	3.896	0.0	0.0	0.0	0.089	0.211	35.065	0.128	0.461	40.26	0.016	0.046	18.182	0.001	0.003	3.896	0.004	0.015	9.091
HMT-221		0.101	0.261	42.857	0.297	0.544	57.143	0.02	0.08	16.883	1.086	2.045	68.831	0.0	0.003	1.299	0.008	0.029	14.286	0.014	0.053	12.987	0.165	0.321	50.649	1.025	1.965	63.636	1.148	2.278	64.935
HMT-222	reads equally close to L. wadei and L. sp. HMT 417 were assigned half to each taxon; 	0.072	0.146	51.948	0.104	0.176	72.727	0.077	0.507	23.377	0.399	0.622	81.818	0.0	0.0	0.0	0.387	1.329	50.649	0.286	0.833	50.649	0.073	0.148	57.143	0.294	0.555	76.623	0.571	0.883	88.312
HMT-223		0.007	0.029	9.091	0.002	0.009	5.195	0.0	0.003	1.299	0.003	0.025	3.896	0.0	0.0	0.0	0.147	0.852	24.675	0.03	0.089	23.377	0.007	0.034	10.39	0.002	0.008	5.195	0.001	0.006	2.597
HMT-224	reads equally close to L. hofstadii and L. sp. HMT 909 were assigned half to each taxon; 	0.029	0.204	19.481	0.003	0.011	14.286	0.003	0.019	6.494	0.003	0.008	15.584	0.0	0.0	0.0	0.035	0.089	29.87	0.09	0.237	40.26	0.007	0.021	18.182	0.001	0.005	9.091	0.002	0.008	10.39
HMT-225	reads equally close to L. buccalis and L. sp. HMT 225 were assigned half to each taxon; 	0.038	0.102	49.351	0.015	0.038	28.571	0.026	0.153	24.675	0.017	0.036	42.857	0.0	0.0	0.0	0.34	0.61	59.74	0.639	1.052	61.039	0.027	0.063	31.169	0.005	0.009	25.974	0.023	0.091	37.662
HMT-226		0.002	0.013	2.597	0.001	0.005	1.299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057	0.191	14.286	0.002	0.012	3.896	0.01	0.037	11.688	0.0	0.0	0.0	0.001	0.005	2.597
HMT-227		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-228		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-229		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-230		0.001	0.005	1.299	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.05	7.792	0.0	0.0	0.0	0.037	0.185	14.286	0.005	0.043	3.896	0.003	0.016	7.792	0.0	0.003	2.597	0.0	0.004	1.299
HMT-231		0.018	0.074	12.987	0.009	0.041	10.39	0.0	0.003	1.299	0.23	0.814	32.468	0.0	0.0	0.0	0.35	0.801	48.052	0.118	0.383	24.675	0.025	0.082	23.377	0.002	0.008	6.494	0.043	0.287	15.584
HMT-232		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-233		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-234		0.0	0.004	1.299	0.001	0.008	2.597	0.0	0.0	0.0	0.001	0.006	2.597	0.0	0.0	0.0	0.062	0.229	14.286	0.005	0.031	3.896	0.017	0.066	10.39	0.001	0.005	2.597	0.0	0.0	0.0
HMT-235		0.0	0.002	2.597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.055	2.597	0.003	0.021	2.597	0.006	0.043	2.597	0.0	0.0	0.0	0.0	0.002	1.299
HMT-236		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-237		0.003	0.013	10.39	0.001	0.007	3.896	0.0	0.003	1.299	0.052	0.224	19.481	0.0	0.0	0.0	0.168	0.427	28.571	0.043	0.161	12.987	0.016	0.066	15.584	0.002	0.009	5.195	0.006	0.034	10.39
HMT-238		0.003	0.02	2.597	0.002	0.015	2.597	0.0	0.0	0.0	0.004	0.022	5.195	0.0	0.0	0.0	0.07	0.349	5.195	0.024	0.147	3.896	0.024	0.163	2.597	0.003	0.017	2.597	0.0	0.003	2.597
HMT-239		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-241		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-242		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-243		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-244		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-245		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-246		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-247		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-248		0.005	0.025	9.091	0.012	0.074	5.195	1.043	3.746	14.286	0.017	0.092	10.39	0.0	0.0	0.0	0.006	0.029	6.494	0.007	0.043	3.896	0.031	0.105	11.688	0.002	0.01	6.494	0.017	0.06	12.987
HMT-249		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-250		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-251		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-252		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-253		0.001	0.005	2.597	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.269	3.896	0.0	0.0	0.0	0.017	0.08	7.792	0.009	0.037	7.792	0.001	0.009	1.299	0.0	0.0	0.0	0.0	0.003	1.299
HMT-254		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-256		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-257		0.001	0.004	2.597	0.002	0.011	2.597	0.0	0.0	0.0	0.004	0.02	7.792	0.0	0.0	0.0	0.019	0.095	7.792	0.001	0.007	3.896	0.017	0.072	7.792	0.002	0.012	2.597	0.0	0.001	1.299
HMT-258		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-259		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-260		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-261		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-262		0.001	0.005	2.597	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.129	12.987	0.0	0.0	0.0	0.018	0.062	12.987	0.002	0.013	2.597	0.01	0.033	12.987	0.001	0.007	2.597	0.02	0.126	6.494
HMT-263		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-264		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-265		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-266		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-268		0.001	0.006	3.896	0.0	0.002	1.299	0.0	0.0	0.0	0.001	0.003	2.597	0.0	0.0	0.0	0.068	0.215	23.377	0.028	0.145	7.792	0.001	0.006	5.195	0.0	0.0	0.0	0.0	0.0	0.0
HMT-269		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-270		0.0	0.002	1.299	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.004	2.597	0.0	0.0	0.0	0.054	0.386	6.494	0.011	0.073	2.597	0.002	0.007	6.494	0.0	0.0	0.0	0.0	0.001	1.299
HMT-271		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-272		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-273		0.006	0.023	12.987	0.005	0.016	12.987	0.0	0.0	0.0	0.327	1.126	36.364	0.0	0.0	0.0	0.328	1.21	29.87	0.045	0.219	16.883	0.089	0.272	32.468	0.004	0.014	10.39	0.042	0.14	16.883
HMT-274		0.048	0.295	23.377	0.007	0.029	9.091	0.001	0.007	3.896	0.197	0.778	27.273	0.0	0.002	1.299	1.202	2.462	55.844	0.363	0.919	38.961	0.112	0.259	49.351	0.003	0.013	7.792	0.02	0.067	19.481
HMT-275	reads equally close to P. sp. HMT 275 and P. sp. HMT 284 were assigned half to each taxon; 	0.047	0.24	28.571	0.035	0.195	24.675	0.025	0.131	14.286	0.007	0.044	11.688	0.0	0.0	0.0	0.377	0.724	57.143	0.274	0.45	58.442	0.111	0.26	49.351	0.006	0.02	14.286	0.005	0.018	14.286
HMT-276		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-277	reads equally close to P. sp. HMT 277 and P. sp. HMT 278 were assigned half to each taxon; 	0.023	0.119	25.974	0.003	0.011	11.688	0.003	0.017	3.896	0.002	0.008	7.792	0.0	0.0	0.0	0.076	0.17	35.065	0.061	0.14	35.065	0.081	0.322	31.169	0.0	0.002	3.896	0.003	0.013	6.494
HMT-278	reads equally close to P. sp. HMT 277 and P. sp. HMT 278 were assigned half to each taxon; 	0.023	0.119	25.974	0.003	0.011	11.688	0.003	0.017	3.896	0.002	0.008	7.792	0.0	0.0	0.0	0.076	0.17	35.065	0.061	0.14	35.065	0.081	0.322	31.169	0.0	0.002	3.896	0.003	0.013	6.494
HMT-279		2.247	2.91	97.403	3.016	3.256	93.506	1.312	2.309	81.818	3.047	3.412	89.61	0.003	0.012	10.39	1.281	2.769	76.623	1.196	2.211	74.026	4.207	4.54	90.909	3.913	5.96	89.61	2.48	3.108	89.61
HMT-280		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-281		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-282		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-283		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-284	reads equally close to P. sp. HMT 275 and P. sp. HMT 284 were assigned half to each taxon; 	0.057	0.246	41.558	0.018	0.041	29.87	0.083	0.433	18.182	0.009	0.044	15.584	0.0	0.0	0.0	0.419	0.906	62.338	0.437	0.984	64.935	0.176	0.473	54.545	0.005	0.017	12.987	0.006	0.021	11.688
HMT-285		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-286		0.039	0.115	37.662	0.02	0.045	25.974	0.003	0.012	10.39	0.202	0.469	45.455	0.0	0.0	0.0	0.126	0.336	44.156	0.113	0.244	40.26	0.044	0.189	29.87	0.095	0.213	32.468	0.156	0.391	40.26
HMT-288		0.009	0.047	10.39	0.002	0.009	3.896	0.0	0.0	0.0	0.031	0.123	15.584	0.0	0.0	0.0	0.028	0.109	18.182	0.041	0.188	16.883	0.027	0.069	27.273	0.003	0.015	5.195	0.011	0.042	9.091
HMT-289		0.001	0.007	3.896	0.004	0.022	7.792	0.0	0.0	0.0	0.109	0.554	7.792	0.0	0.0	0.0	0.17	1.008	14.286	0.016	0.102	10.39	0.027	0.167	14.286	0.002	0.009	5.195	0.057	0.452	5.195
HMT-290		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-291	reads equally close to P. denticola and P. multiformis were assigned half to each taxon; 	0.008	0.022	24.675	0.009	0.054	16.883	0.0	0.001	2.597	0.121	0.542	28.571	0.0	0.001	1.299	0.099	0.318	42.857	0.028	0.095	14.286	0.019	0.041	27.273	0.002	0.01	6.494	0.034	0.253	18.182
HMT-294		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-295		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-297		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-298	reads equally close to P. histicola, P. veroralis, and P. sp. HMT 313 were assigned one third to each taxon; 	0.207	0.638	61.039	0.445	0.95	76.623	0.014	0.051	23.377	0.742	1.533	85.714	0.0	0.002	3.896	0.042	0.107	32.468	0.052	0.175	25.974	0.644	1.159	76.623	0.759	1.488	76.623	0.943	1.588	84.416
HMT-299		0.192	0.324	80.519	0.494	0.525	88.312	0.419	0.991	48.052	0.42	0.526	87.013	0.0	0.002	1.299	0.012	0.024	31.169	0.013	0.028	25.974	0.989	1.244	88.312	0.756	1.074	89.61	0.384	0.49	83.117
HMT-300		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-301		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-302		0.004	0.012	11.688	0.024	0.116	16.883	0.0	0.0	0.0	0.078	0.272	27.273	0.0	0.0	0.0	0.002	0.011	5.195	0.0	0.0	0.0	0.07	0.339	27.273	0.03	0.123	16.883	0.12	0.473	32.468
HMT-303		0.014	0.061	14.286	0.006	0.023	11.688	0.001	0.003	3.896	0.135	0.674	25.974	0.0	0.0	0.0	0.396	1.276	23.377	0.032	0.142	11.688	0.074	0.241	29.87	0.002	0.008	5.195	0.046	0.312	12.987
HMT-304		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-305		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-306	reads equally close to P. sp. HMT 306 and P. sp. HMT 314 were assigned half to each taxon; 	0.021	0.053	25.974	0.112	0.199	62.338	0.001	0.005	6.494	0.284	1.217	59.74	0.0	0.002	1.299	0.004	0.017	11.688	0.001	0.004	2.597	0.121	0.18	61.039	0.12	0.169	70.13	0.276	0.461	68.831
HMT-307		0.1	0.172	55.844	0.325	0.367	87.013	0.022	0.07	27.273	0.745	0.966	84.416	0.0	0.002	1.299	0.03	0.171	16.883	0.007	0.035	9.091	1.235	1.609	90.909	0.598	0.804	85.714	0.943	0.954	89.61
HMT-308		0.016	0.036	31.169	0.051	0.081	53.247	0.018	0.061	19.481	0.111	0.191	61.039	0.0	0.0	0.0	0.005	0.024	10.39	0.002	0.014	5.195	0.097	0.28	44.156	0.126	0.256	59.74	0.154	0.218	64.935
HMT-309		0.009	0.034	15.584	0.04	0.135	24.675	0.0	0.001	1.299	0.115	0.272	40.26	0.0	0.0	0.0	0.001	0.005	3.896	0.0	0.002	1.299	0.241	0.772	36.364	0.062	0.147	35.065	0.176	0.483	37.662
HMT-311		0.094	0.245	50.649	0.033	0.068	35.065	0.002	0.007	9.091	0.416	0.868	64.935	0.0	0.004	1.299	0.966	1.803	74.026	0.192	0.393	57.143	0.292	0.413	79.221	0.011	0.039	19.481	0.153	0.454	42.857
HMT-312		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-313	reads equally close to P. histicola, P. veroralis, and P. sp. HMT 313 were assigned one third to each taxon; 	0.132	0.359	61.039	0.492	0.87	80.519	0.026	0.096	28.571	0.801	1.418	89.61	0.0	0.001	2.597	0.023	0.065	28.571	0.029	0.104	25.974	0.502	0.684	80.519	0.591	0.847	80.519	0.994	1.456	85.714
HMT-314	reads equally close to P. sp. HMT 306 and P. sp. HMT 314 were assigned half to each taxon; 	0.01	0.038	15.584	0.057	0.13	40.26	0.0	0.002	3.896	0.08	0.2	42.857	0.0	0.0	0.0	0.0	0.002	3.896	0.0	0.001	1.299	0.054	0.133	41.558	0.046	0.11	40.26	0.113	0.212	44.156
HMT-315		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-316		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-317	reads equally close to P. sp. HMT 317 and P. sp. HMT 472 were assigned half to each taxon; 	0.005	0.019	10.39	0.001	0.004	3.896	0.0	0.001	2.597	0.004	0.027	3.896	0.0	0.0	0.0	0.036	0.096	22.078	0.06	0.284	18.182	0.003	0.013	7.792	0.0	0.002	2.597	0.002	0.01	7.792
HMT-318		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-319		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-320		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-321		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMT-322		0.344	0.369	96.104	0.206	0.199	88.312	0.748	0.886	89.61	0.329	0.402	79.221	0.0	0.001	1.299	1.147	1.068	100.0	1.612	1.407	98.701	0.322	0.513	80.519	0.265	0.408	79.221	0.251	0.369	79.221
HMT-323	reads equallly close to C. sp. HMT 323 and C. sp. HMT 380 were assigned half to each taxon; 	0.002	0.01	9.091	0.0	0.003	1.299	0.008	0.068	2.597	0.0	0.002	3.896	0.0	0.0	0.0	0.036	0.146	22.078	0.034	0.123	16.883	0.004	0.014	10.39	0.0	0.001	1.299	0.001	0.004	6.494
HMT-324	reads equallly close to C. sp. HMT 324 and C. sp. HMT 903 were assigned half to each taxon; 	0.003	0.025	2.597	0.001	0.004	2.597	0.0	0.002	2.597	0.0	0.002	1.299	0.0	0.0	0.0	0.048	0.218	15.584	0.014	0.046	16.883	0.006	0.045	3.896	0.0	0.0	0.0	0.0	0.003	1.299
HMT-325	reads equally close to C. gingivalis and C. granulosa were assigned half to each taxon; 	0.264	0.857	83.117	0.043	0.082	61.039	0.023	0.082	32.468	0.375	0.998	74.026	0.0	0.001	1.299	1.792	1.685	94.805	2.018	2.119	94.805	0.241	0.411	80.519	0.092	0.197	62.338	0.194	0.409	63.636
HMT-326		0.041	0.142	28.571	0.009	0.022	19.481	0.009	0.041	10.39	0.005	0.023	9.091	0.0	0.0	0.0	0.67	1.853	57.143	0.464	1.119	51.948	0.036	0.079	32.468	0.002	0.01	7.792	0.003	0.011	9.091
HMT-327		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
