Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700015298-RAF	S700015974-RAF	S700016085-RAF	S700016095-RAF	S700016176-RAF	S700016661-RAF	S700016759-RAF	S700023110-RAF	S700023485-RAF	S700023853-RAF	S700023944-RAF	S700024262-RAF	S700024314-RAF	S700024562-RAF	S700024681-RAF	S700024707-RAF	S700024874-RAF	S700024926-RAF	S700024974-RAF	S700032184-RAF	S700032278-RAF	S700032465-RAF	S700033187-RAF	S700033253-RAF	S700033416-RAF	S700033783-RAF	S700034288-RAF	S700034960-RAF	S700035631-RAF	S700035987-RAF	S700037024-RAF	S700037050-RAF	S700037118-RAF	S700037171-RAF	S700037228-RAF	S700037331-RAF	S700037385-RAF	S700037433-RAF	S700037708-RAF	S700037842-RAF	S700037924-RAF	S700038029-RAF	S700038154-RAF	S700038255-RAF	S700038362-RAF	S700038410-RAF	S700038574-RAF	S700038622-RAF	S700038730-RAF	S700038974-RAF	S700095406-RAF	S700095463-RAF	S700095577-RAF	S700095884-RAF	S700097287-RAF	S700099055-RAF	S700099115-RAF	S700099799-RAF	S700099942-RAF	S700100466-RAF	S700101691-RAF	S700102295-RAF	S700102901-RAF	S700102958-RAF	S700103649-RAF	S700105171-RAF	S700105228-RAF	S700105900-RAF	S700106046-RAF	S700106455-RAF	S700106926-RAF	S700106974-RAF	S700107431-RAF	S700107542-RAF	S700107599-RAF	S700107812-RAF	S700107926-RAF	S700108151-RAF	S700108214-RAF	S700108274-RAF	S700108892-RAF	S700109226-RAF	S700109559-RAF	S700109977-RAF	S700110802-RAF	S700111212-RAF	S700111801-RAF	S700112038-RAF	S700112808-RAF	S700113031-RAF	S700113101-RAF	S700113152-RAF	S700113531-RAF	S700113570-RAF	S700113644-RAF	S700113672-RAF	S700113797-RAF	S700113848-RAF	S700114045-RAF	S700114187-RAF	S700114242-RAF	S700114295-RAF	S700114450-RAF	S700114513-RAF	S700114643-RAF	S700114677-RAF	S700114725-RAF	S700114775-RAF	S700114826-RAF	S700114929-RAF	S700114985-RAF	S700116386-RAF	S700116706-RAF	S700116758-RAF	S700116806-RAF	S700116836-RAF	S700116896-RAF	S700117856-RAF	S700119218-RAF	S700119618-RAF	S700119792-RAF	S700120093-RAF	S700161732-RAF	S700163656-RAF	S700163971-RAF	S700164078-RAF	S700164187-RAF	S700164220-RAF	S700164277-RAF	S700164347-RAF	S700164399-RAF	S700164495-RAF	S700164763-RAF	S700164820-RAF	S700165140-RAF	S700165308-RAF	S700165404-RAF	S700165452-RAF	S700165483-RAF	S700165854-RAF	S700165903-RAF	S700166081-RAF	S700166639-RAF	S700171469-RAF	S700171521-RAF	S700171569-RAF	S700171924-RAF	S700172211-RAF	S700173269-RAF	S700173478-RAF
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;parvula	species	161	2445	Because HMT-160 is not present individually, all equidistant reads were assigned to HMT-161 at this body site (RAF).	0.0	0.0	0.0	0.0	0.0	0.0	0.325	0.0	0.0	0.0	0.027	0.0	0.43	0.06	0.0	0.457	0.0	0.0	0.38	0.0	0.126	0.932	0.0	1.68	0.095	0.234	2.675	0.0	0.0	2.553	0.0	0.184	0.0	0.327	5.911	0.914	0.04	0.0	0.0	0.0	0.0	0.093	0.023	0.0	0.157	0.0	0.115	0.0	0.116	0.187	0.125	0.0	0.915	0.081	0.814	3.682	0.538	1.445	0.899	0.099	0.038	0.0	0.32	0.039	0.0	0.701	2.529	1.456	0.0	2.985	0.306	0.0	0.446	0.077	0.0	0.076	0.0	1.135	0.058	0.454	1.41	0.062	0.014	6.256	0.023	0.124	0.244	0.15	0.685	7.977	0.0	1.363	0.0	3.132	6.489	1.277	0.188	0.0	0.156	1.587	4.737	0.154	0.0	1.199	3.155	3.877	7.82	0.037	0.913	1.474	2.726	0.049	0.0	0.0	0.226	0.031	0.0	0.08	0.0	0.0	1.142	5.339	0.0	0.193	0.0	0.291	0.881	0.562	0.059	0.224	0.946	1.381	0.562	4.828	0.311	0.998	0.043	0.0	1.438	0.0	0.517	1.807	0.0	0.123	0.164	0.943	0.698	0.036	0.0	3.068
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;rogosae	species	158	2443		0.0	0.0	0.0	0.0	0.0	0.0	0.059	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.203	0.0	0.272	0.0	0.0	0.0	0.0	0.02	1.494	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.183	0.04	0.0	3.079	0.0	0.0	0.297	0.0	0.651	0.105	0.0	0.0	0.015	0.0	0.062	0.0	0.0	0.183	0.564	3.21	0.476	0.0	0.289	0.15	0.0	0.0	0.0	0.427	0.0	0.0	0.0	0.0	2.402	0.0	1.637	0.612	0.0	0.0	0.058	0.0	0.148	0.598	3.359	0.058	0.101	0.353	0.16	0.0	0.923	0.011	0.071	0.162	0.025	0.201	1.631	0.0	0.636	0.0	0.313	3.585	0.36	0.0	0.729	0.468	7.626	10.15	2.158	0.023	0.519	0.088	1.551	2.359	0.074	2.398	0.377	0.0	0.0	0.0	0.0	0.0	11.352	0.0	0.0	0.0	0.0	0.0	1.144	0.0	0.193	0.0	0.0	0.0	0.241	0.126	0.0	0.043	0.414	0.062	2.461	0.333	1.938	0.0	0.0	1.699	0.184	0.0	0.0	0.214	0.123	0.061	0.0	0.175	0.036	0.0	0.392
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;sp. HMT-780	species	780	2940		1.047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.842	0.0	0.661	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	1.238	0.0	0.078	0.0	0.091	0.0	0.0	0.0	0.123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.678	0.0	0.0	0.18	0.0	0.0	0.0	0.576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.489	0.0	0.0	0.019	0.0	0.1	0.0	0.52	0.0	0.403	0.588	0.037	0.0	0.0	0.0	0.0	0.081	0.025	1.45	0.0	0.0	0.0	0.0	0.0	0.0	2.431	0.0	0.0	0.0	0.0	0.551	0.0	0.0	5.833	0.0	0.0	0.0	0.0	0.0	0.137	0.0	0.0	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.0	1.314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.396	0.111	0.0	0.0	0.0	1.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae;Anaerococcus;octavius	species	017	2308		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.081	0.0	0.0	0.48	0.0	1.448	0.0	0.0	0.177	0.0	0.0	0.0	0.0	0.0	0.0	0.234	0.695	0.0	0.0	0.0	0.0	0.092	0.0	0.0	0.0	0.0	0.478	0.0	0.0	0.683	0.039	0.26	1.164	0.0	0.131	0.0	0.203	0.459	0.348	0.56	0.0	0.0	0.0	2.738	0.0	0.076	0.717	1.734	0.0	0.0	0.063	0.024	0.661	0.264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.384	0.0	0.219	0.0	0.426	0.0	0.454	0.353	1.078	0.474	0.0	3.895	0.0	0.0	0.0	0.0	0.088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.069	0.0	0.0	0.845	0.0	0.754	0.0	0.0	0.0	0.575	0.0	0.0	0.0	0.0	0.077	0.0	0.238	0.0	0.0	0.0	0.0	0.0	0.138	0.312	0.0	0.489	0.646	0.0	0.0	1.046	0.0	1.448	0.0	0.0	0.0	1.228	0.047	0.087	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae;Anaerococcus;sp. HMT-290	species	290	2570		0.0	0.297	0.0	0.0	0.0	0.031	0.089	0.0	0.0	0.0	0.054	0.0	0.165	0.0	0.175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.161	0.0	0.0	0.0	0.037	0.0	0.0	0.0	0.0	0.0	0.334	0.559	0.0	0.157	0.0	0.123	0.385	0.0	1.09	0.469	0.0	2.562	0.0	0.0	0.0	0.269	0.0	0.24	0.0	0.208	0.024	0.512	0.068	0.074	0.0	0.0	0.255	0.0	0.0	0.0	0.0	0.0	0.537	0.028	0.01	0.066	0.0	0.575	0.202	0.118	0.092	0.0	0.41	6.473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.893	0.0	0.0	0.0	0.08	0.0	0.0	0.129	0.0	0.062	0.0	0.111	0.117	0.0	0.0	0.0	0.061	0.0	0.0	0.0	0.246	0.0	0.047	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae;Anaerococcus;sp. HMT-295	species	295	2575		0.0	0.742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0	0.0	0.0	0.115	0.0	0.0	0.0	0.622	0.0	0.0	0.0	0.091	0.0	0.185	0.422	0.0	0.0	0.0	0.141	0.148	0.0	0.093	0.0	0.0	0.0	1.61	0.0	0.022	0.0	0.0	0.09	0.0	0.025	0.024	0.021	0.107	0.331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.077	0.0	0.067	0.0	0.095	0.115	0.151	0.0	0.678	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.197	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046	0.0	0.505	0.111	0.0	0.216	0.0	0.0	0.0	0.0	0.0	0.95	0.0	0.225	0.0	0.087	0.0	0.02	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae;Finegoldia;magna	species	662	2858		0.0	0.297	0.0	0.0	0.732	0.046	0.0	0.031	0.0	0.117	0.047	0.0	0.595	1.2	0.0	0.381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.799	0.0	0.0	0.0	0.0	0.0	4.746	0.0	1.397	2.451	0.252	0.0	0.0	0.0	0.078	0.612	0.205	1.171	0.68	0.0	0.141	0.015	0.267	0.093	0.047	6.873	0.0	0.483	0.0	0.422	0.0	4.624	0.15	0.873	0.031	0.0	2.71	0.049	0.0	0.0	0.0	0.0	1.93	0.0	0.0	0.0	0.0	0.077	0.028	0.219	0.066	1.183	1.495	0.403	0.118	2.212	0.718	0.0	1.061	0.035	0.487	0.226	0.322	0.044	0.453	17.447	3.214	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.025	0.0	1.887	0.0	3.067	0.0	0.0	0.037	0.0	0.0	0.0	0.197	0.0	0.213	0.0	0.0	0.0	0.0	0.0	0.0	0.158	0.0	0.0	0.734	0.0	4.742	0.0	1.043	0.0	0.112	0.0	0.276	2.998	0.0	0.044	0.352	0.778	0.0	7.974	0.552	0.0	0.0	0.735	0.0	0.041	0.0	2.094	0.0	0.041	0.163
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae;Peptoniphilaceae [G3];bacterium HMT-929	species	929	3072		0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.117	0.0	0.013	0.0	0.0	0.0	0.0	0.056	0.046	0.0	1.777	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.403	0.0	0.0	0.0	0.0	0.509	0.0	0.006	0.0	0.704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.01	0.045	0.0	0.0	0.014	0.0	0.0	0.0	0.454	0.0	0.0	0.244	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.623	0.189	0.044	0.0	0.0	0.0	0.0	0.0	0.103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae;Peptoniphilus;harei	species	109	2398		0.0	0.297	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.183	0.04	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.076	0.0	0.0	0.21	0.0	0.0	0.0	1.408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057	0.0	0.142	0.173	0.454	0.0	0.0	0.144	0.103	0.004	0.0	0.0	0.1	0.0	0.088	0.012	8.996	0.0	0.0	0.0	0.0	0.0	0.0	0.156	0.0	0.0	1.618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.383	0.039	0.0	0.556	0.0	0.0	0.0	0.0	0.0	0.0	0.687	0.0	0.0	0.0	0.0	0.0	0.654	0.0	0.103	0.0	0.582	0.0	0.0	0.0	0.96	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptoniphilaceae;Peptoniphilus;sp. HMT-187	species	187	2470		0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.068	0.0	0.0	0.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.792	0.053	0.0	0.0	0.137	0.235	0.0	0.0	0.0	1.438	0.272	0.053	0.0	0.012	0.592	0.047	0.0	0.0	0.081	0.0	0.0	0.0	0.578	0.0	0.0	0.038	0.0	0.213	0.02	0.0	0.0	0.0	0.0	0.0	0.193	0.0	0.0	0.268	0.23	0.084	0.048	0.0	0.0	0.0	0.101	0.0	0.0	0.388	0.0	4.503	0.018	0.0	0.0	0.04	0.0	0.012	1.726	0.0	0.0	0.124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.309	0.0	2.755	0.0	0.161	0.0	0.0	0.0	0.0	2.124	0.0	0.067	0.0	0.043	0.0	0.0	0.0	0.103	0.0	0.153	0.0	0.0	0.0	0.0	0.391	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;periodonticum	species	201	2484		0.0	0.0	3.143	16.677	0.0	0.015	0.0	9.388	0.0	0.954	0.454	4.462	4.267	0.0	0.351	1.448	1.924	0.0	0.076	0.0	0.0	0.621	0.0	0.0	0.0	0.0	1.042	0.0	0.0	1.202	2.574	0.092	0.0	0.458	0.0	1.17	0.119	2.142	0.0	0.364	0.0	1.54	0.89	3.645	0.078	1.739	0.062	0.059	0.186	0.187	0.0	0.0	0.457	0.0	17.179	0.866	0.0	0.0	0.03	0.014	0.0	0.0	0.149	0.0	0.257	0.0	8.206	7.606	3.401	1.637	0.0	0.0	0.0	0.058	0.0	0.038	0.199	0.899	0.058	0.454	0.94	0.191	0.0	0.103	0.0	0.053	0.0	0.125	0.0	17.981	0.0	0.0	0.0	0.522	2.596	0.09	0.0	0.583	0.249	13.699	2.832	0.0	0.0	0.32	3.856	0.101	10.398	0.167	5.441	0.411	7.108	0.197	0.0	0.0	0.377	6.616	0.729	0.401	0.0	0.0	0.276	0.254	0.766	0.0	0.435	0.0	0.0	0.08	0.0	0.0	0.172	0.0	0.0	0.726	0.0	0.94	0.0	0.0	0.0	0.123	0.207	0.0	0.0	0.0	0.061	0.0	0.087	0.0	0.0	0.326
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;sp. HMT-203	species	203	2486	Because HMT-202 is not present individually, all equidistant reads were assigned to HMT-203 at this body site (RAF).	0.0	0.26	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.068	0.0	0.0	0.695	0.0	0.0	0.0	0.0	0.0	0.203	0.0	0.117	2.019	0.0	0.0	0.0	0.0	2.641	0.335	0.0	0.0	0.0	0.0	0.0	0.131	0.0	0.0	0.04	1.486	0.0	0.0	0.0	0.408	0.0	0.0	0.209	0.0	0.0	0.0	0.128	0.0	0.0	0.0	0.915	0.886	0.407	0.184	0.0	0.0	0.18	0.0	0.0	0.024	0.192	0.0	0.0	0.0	0.525	0.4	0.0	8.137	0.0	0.0	0.268	0.115	0.28	0.252	0.133	5.298	0.288	0.05	0.118	0.0	0.057	1.538	0.0	0.018	1.381	0.652	0.0	0.088	0.0	0.0	0.0	0.835	0.927	3.602	0.0	2.041	0.0	1.38	1.729	0.963	0.023	8.949	1.227	1.045	0.83	0.037	41.883	15.118	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.039	1.949	0.096	0.0	0.0	0.0	0.098	0.0	0.042	0.0	0.0	0.092	0.0	0.978	0.044	0.705	0.086	0.0	0.0	0.0	0.0	0.602	1.072	0.246	0.0	0.0	0.0	0.0	0.02	2.905
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Pseudoleptotrichia;sp. HMT-215	species	215	2498		0.0	0.0	0.0	0.0	0.0	0.004	0.089	0.311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.098	0.556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.769	0.054	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.146	0.0	2.504	0.0	0.0	0.0	0.019	0.0	0.024	0.066	0.851	0.0	0.202	0.235	0.0	0.0	0.41	0.0	0.0	0.569	0.176	0.0	9.784	0.0	0.0	0.0	0.0	0.0	0.041	0.0	0.0	0.0	1.518	0.326	0.0	0.0	0.12	0.0	0.034	5.374	0.0	1.002	0.857	0.0	0.0	0.423	0.0	0.829	2.446	0.0	0.04	0.0	0.0	0.0	2.458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.086	0.046	0.0	1.168	0.022	0.294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.123	0.0	0.189	0.0	0.0	0.0	0.685
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp. HMT-417	species	417	2678		0.0	0.0	0.997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059	0.139	0.0	0.0	0.0	0.0	0.115	0.0	0.0	0.269	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.091	0.0	0.181	0.032	0.0	0.723	0.0	0.0	0.0	0.0	0.043	0.0	0.0	0.0	0.0	1.565	0.0	0.0	0.0	0.0	0.0	0.038	0.0	0.186	0.0	0.378	0.0	0.05	0.353	0.012	0.014	0.41	0.0	0.0	0.244	0.176	0.0	7.096	0.0	0.0	0.0	0.0	0.0	0.008	0.313	0.583	0.187	1.656	0.426	0.0	0.0	0.0	0.0	0.0	3.713	0.093	2.971	0.377	0.0	0.0	0.07	0.0	0.0	0.721	0.0	0.0	0.0	0.0	0.0	0.847	0.0	0.0	0.0	0.0	0.196	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.189	0.087	0.0	0.0	1.077
Bacteria;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;sp. HMT-002	species	002	2293		1.745	0.0	0.0	0.0	0.0	0.008	0.0	2.331	0.561	0.214	0.054	1.472	0.0	0.3	0.08	1.22	0.39	0.441	0.051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.879	0.0	0.0	0.0	0.0	0.768	0.08	1.624	0.0	0.228	0.0	0.13	0.034	0.0	0.0	0.0	0.035	0.252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.0	0.441	0.0	0.668	0.0	0.0	0.0	0.0	2.806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.185	0.0	0.0	0.292	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.321	0.0	0.0	0.0	0.0	0.192	0.039	0.544	0.397	0.0	0.0	0.0	0.112	0.0	0.138	0.125	0.0	0.0	0.117	0.043	0.0	0.0	0.0	0.0	1.205	0.0	0.0	0.184	0.0	0.0	0.036	0.0	0.0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;elkanii	species	597	2808		0.0	0.0	0.141	5.223	0.0	0.004	0.0	0.0	0.0	0.214	0.454	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.076	0.0	0.019	0.0	0.718	0.0	0.0	0.02	0.0	0.167	0.0	0.0	0.0	0.253	0.0	0.0	0.0	0.475	0.013	1.451	0.0	0.0	0.0	0.111	0.125	0.0	0.0	0.543	0.123	0.326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.578	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.095	0.0	0.184	0.0	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.047	0.0	0.101	0.0	0.0	0.0	0.103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.171	0.0	0.0	0.0	0.854	0.0	0.0	0.0	0.321	0.0	0.0	0.0	0.0	0.096	0.27	0.0	0.0	0.098	0.321	0.042	0.112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.205	0.0	0.0	0.266	0.094	0.0	0.036	0.0	0.033
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Agrobacterium;tumefaciens	species	485	2721		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.335	0.0	0.0	0.0	0.279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.864	0.967	0.0	0.0	0.0	0.857	0.046	0.0	0.056	0.0	0.0	0.209	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.487	0.0	0.0	0.0	0.469	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.179	0.038	0.028	0.271	0.0	0.0	0.23	0.0	0.235	0.006	0.029	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.422	0.197	0.212	0.0	0.116	0.0	0.0	0.0	0.161	0.0	0.0	0.086	0.046	0.0	0.0	0.178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.369	0.061	0.0	0.175	0.711	0.0	0.0
Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Rhodobacter;capsulatus	species	857	3005		0.0	0.0	0.0	0.0	3.904	0.0	0.148	0.0	0.0	0.905	0.007	0.0	0.0	0.0	0.175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.261	0.0	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.196	0.0	1.317	0.0	1.14	0.0	0.0	0.0	0.074	0.993	0.0	0.0	0.0	0.141	0.059	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.096	0.0	0.029	0.199	0.047	0.0	0.151	0.235	0.0	0.0	0.0	0.0	0.0	0.162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.247	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.958	0.077	0.0	0.0	0.0	0.562	0.059	0.224	0.043	0.0	0.0	0.0	0.089	0.646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.184	0.0	0.0	0.284	0.0	0.0
