Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700014973-TDO	S700015265-TDO	S700015641-TDO	S700015999-TDO	S700016063-TDO	S700016154-TDO	S700016319-TDO	S700016360-TDO	S700016576-TDO	S700016628-TDO	S700021687-TDO	S700021697-TDO	S700021860-TDO	S700023080-TDO	S700023214-TDO	S700023247-TDO	S700023305-TDO	S700023404-TDO	S700023461-TDO	S700023515-TDO	S700023562-TDO	S700023676-TDO	S700023772-TDO	S700023829-TDO	S700023886-TDO	S700023952-TDO	S700024009-TDO	S700024050-TDO	S700024169-TDO	S700024215-TDO	S700024276-TDO	S700024324-TDO	S700024363-TDO	S700024417-TDO	S700024476-TDO	S700024525-TDO	S700024572-TDO	S700024621-TDO	S700024657-TDO	S700024717-TDO	S700024774-TDO	S700024811-TDO	S700024888-TDO	S700024932-TDO	S700024982-TDO	S700033164-TDO	S700033455-TDO	S700033761-TDO	S700037058-TDO	S700037206-TDO	S700037454-TDO	S700037566-TDO	S700037582-TDO	S700037718-TDO	S700038037-TDO	S700038233-TDO	S700038370-TDO	S700038456-TDO	S700038504-TDO	S700038552-TDO	S700038600-TDO	S700038708-TDO	S700038767-TDO	S700038984-TDO	S700095384-TDO	S700095441-TDO	S700097265-TDO	S700097325-TDO	S700097662-TDO	S700098301-TDO	S700098393-TDO	S700099033-TDO	S700099093-TDO	S700099621-TDO	S700099777-TDO	S700100261-TDO	S700101669-TDO	S700102273-TDO	S700102619-TDO	S700102936-TDO	S700103247-TDO	S700103311-TDO	S700103452-TDO	S700103521-TDO	S700103627-TDO	S700103678-TDO	S700105017-TDO	S700105071-TDO	S700105130-TDO	S700105187-TDO	S700105244-TDO	S700105290-TDO	S700105340-TDO	S700105378-TDO	S700105423-TDO	S700105498-TDO	S700105596-TDO	S700105652-TDO	S700105691-TDO	S700105745-TDO	S700105812-TDO	S700105862-TDO	S700105910-TDO	S700105942-TDO	S700106024-TDO	S700106099-TDO	S700106366-TDO	S700106418-TDO	S700106526-TDO	S700106585-TDO	S700106621-TDO	S700106669-TDO	S700106843-TDO	S700106882-TDO	S700106952-TDO	S700108989-TDO	S700113041-TDO	S700113077-TDO	S700113124-TDO	S700113509-TDO	S700113584-TDO	S700113622-TDO	S700113680-TDO	S700113824-TDO	S700113938-TDO	S700114023-TDO	S700114072-TDO	S700114133-TDO	S700114195-TDO	S700114252-TDO	S700114309-TDO	S700114357-TDO	S700114523-TDO	S700114564-TDO	S700114621-TDO	S700114685-TDO	S700114733-TDO	S700114783-TDO	S700114840-TDO	S700114888-TDO	S700114945-TDO	S700114993-TDO	S700116223-TDO	S700116310-TDO	S700116364-TDO	S700116574-TDO	S700116625-TDO	S700116784-TDO	S700116844-TDO	S700117006-TDO	S700117666-TDO	S700117723-TDO	S700117834-TDO	S700117960-TDO	S700117998-TDO
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Oribacterium;parvum	species	934	3077	Reads equidistant to HMT-108 and HMT-934 were assigned to each taxon in proportion to the abundance of HMT-108 and HMT-934 individually at this body site (TDO).	0.066	0.012	0.15	0.002	0.0	0.012	0.009	0.002	0.007	0.14	0.018	0.032	0.095	0.0	0.005	0.14	0.065	0.001	0.017	0.0	0.02	0.015	0.072	0.032	0.276	0.0	0.047	0.0	0.21	0.0	0.028	0.001	0.092	0.045	0.002	0.006	0.121	0.089	0.028	0.05	0.02	0.02	0.026	0.054	0.005	0.13	0.247	0.021	0.064	0.085	0.025	0.018	0.023	0.057	0.19	0.103	0.019	0.052	0.045	0.002	0.039	0.023	0.029	0.057	0.0	0.002	0.065	0.104	0.004	0.0	0.424	0.073	0.024	0.007	0.043	0.001	0.002	0.001	0.002	0.067	0.002	0.019	0.028	0.067	0.126	0.018	0.001	0.057	0.019	0.009	0.02	0.09	0.096	0.006	0.001	0.037	0.0	0.434	0.472	0.048	0.031	0.13	0.001	0.0	0.032	0.164	0.0	0.015	0.112	0.014	0.016	0.162	0.149	0.487	0.001	0.0	0.166	0.087	0.046	0.0	0.017	0.026	0.029	0.001	0.168	0.126	0.181	0.174	0.0	0.017	0.041	0.092	0.017	0.046	0.075	0.069	0.03	0.322	0.012	0.596	0.172	0.096	0.0	0.139	0.046	0.087	0.0	0.028	0.033	0.369	0.0	0.044	0.008	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Oribacterium;sinus	species	457	2699		0.0	0.0	0.229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Stomatobaculum;longum	species	419	2680		0.896	0.2	0.498	0.015	0.046	0.762	1.734	0.753	0.297	1.168	0.851	2.117	0.583	0.009	0.565	0.798	0.424	0.281	2.576	1.109	0.451	0.236	2.218	1.574	1.242	0.456	1.804	0.233	0.249	0.077	0.227	0.555	0.669	0.384	0.487	0.922	1.174	1.829	0.362	0.541	0.344	3.419	0.013	1.416	0.94	0.493	0.883	1.929	2.713	1.172	0.915	1.143	1.102	1.236	0.434	0.472	0.697	1.125	0.288	0.981	2.799	0.0	0.692	0.471	0.154	0.215	0.419	0.196	0.828	0.02	1.81	0.356	0.109	0.497	1.014	0.084	0.232	0.499	0.106	1.488	0.014	4.036	0.598	0.114	1.274	4.929	0.852	0.893	0.514	2.875	0.523	2.173	0.35	1.283	0.421	0.405	0.464	1.915	0.638	0.547	1.293	0.7	0.199	0.045	1.666	0.268	0.0	0.639	0.0	0.622	0.266	0.317	1.558	0.569	0.317	0.0	0.697	3.622	0.704	0.0	0.027	0.326	1.569	1.682	0.917	0.0	0.349	1.225	0.0	2.017	1.096	0.408	0.379	0.211	1.878	0.168	0.535	2.495	0.181	0.0	0.084	0.633	0.201	2.39	0.304	1.527	0.268	2.004	0.108	1.502	8.967	0.752	0.038	0.215	0.058
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptococcaceae;Peptococcus;sp. HMT-168	species	168	2451		0.012	0.0	0.02	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.075	0.065	0.0	0.151	0.017	0.0	0.0	0.0	0.177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.166	0.0	0.139	0.0	0.024	0.055	0.025	0.0	0.008	0.0	0.121	0.049	0.0	0.0	0.0	0.061	0.046	0.066	0.047	0.071	0.0	0.049	0.023	0.024	0.019	0.0	0.124	0.183	0.0	0.0	0.153	0.0	0.048	0.11	0.0	0.0	0.0	0.064	0.025	0.025	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.084	0.0	0.0	0.0	0.016	0.0	0.0	0.068	0.152	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.015	0.075	0.007	0.0	0.0	0.0	0.533	0.07	0.292	0.0	0.2	0.0	0.0	0.129	0.0	0.0	0.0	0.09	0.0	0.0	0.244	0.007	0.0	0.0	0.0	0.254	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.302	0.0	0.008	0.063	0.0	0.0	0.0	0.054	0.031	0.076	0.0	0.02	0.131	0.0	0.0	0.0	0.0	0.018	0.0	0.019	0.0	0.111	0.0	0.0	0.014	0.01	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Anaerovoracaceae;Mogibacterium;diversum	species	593	2804		0.355	0.0	0.358	0.03	0.0	0.381	0.522	0.091	0.31	0.174	0.082	0.067	0.422	0.0	0.298	0.138	0.039	0.343	0.041	0.441	0.048	0.146	0.21	0.098	0.768	0.033	0.224	0.058	0.154	0.0	0.126	0.161	0.207	0.219	0.0	0.373	0.152	0.305	0.153	0.025	0.086	0.094	0.0	0.222	0.115	0.591	0.184	0.194	0.128	0.415	0.704	0.288	0.454	0.691	0.232	0.228	0.458	0.883	0.038	0.043	0.747	0.0	0.0	0.054	0.0	0.043	0.102	0.025	0.027	0.02	0.0	0.139	0.0	0.174	0.034	0.024	0.209	0.046	0.154	0.332	0.014	0.375	0.222	0.07	0.51	0.231	0.1	0.14	0.241	0.281	0.145	0.277	0.089	0.31	0.88	0.019	0.102	0.826	0.464	0.08	0.494	0.16	0.014	0.0	0.245	0.275	0.0	0.015	0.045	0.269	0.125	0.285	0.15	0.7	0.072	0.0	0.509	0.625	0.138	0.0	0.0	0.116	0.42	0.014	0.314	0.798	0.676	0.189	0.0	0.604	0.206	0.043	0.039	0.533	0.379	0.027	0.039	0.362	0.082	0.023	0.031	0.802	0.052	0.43	0.13	0.598	0.05	0.223	0.007	0.289	0.374	0.357	0.031	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcaceae [G1 "Eubacterium"];sulci	species	467	2707		0.286	0.0	0.24	0.0	0.0	0.056	0.16	0.066	0.026	0.079	0.016	0.292	0.528	0.0	0.595	0.248	0.123	0.0	0.014	0.095	0.081	0.023	0.039	0.111	0.335	0.0	0.489	0.0	0.095	0.0	0.139	0.088	0.28	0.315	0.05	0.096	0.177	0.113	0.161	0.012	0.0	0.0	0.013	0.192	0.183	0.23	0.083	0.112	0.037	0.708	0.34	0.048	0.213	0.351	0.284	0.274	0.037	0.195	0.096	0.014	0.525	0.0	0.044	0.094	0.0	0.107	0.038	0.049	0.0	0.0	0.0	0.278	0.0	0.124	0.0	0.132	0.093	0.0	0.201	0.142	0.0	0.1	0.29	0.254	0.217	0.126	0.0	0.279	0.0	0.219	0.107	0.197	0.177	0.451	0.698	0.0	0.044	1.313	0.244	0.307	0.058	0.51	0.0	0.0	0.22	0.33	0.0	0.0	0.03	0.014	0.066	0.545	0.0	0.467	0.0	0.0	0.354	0.031	0.038	0.0	0.069	0.303	0.084	0.0	0.465	0.52	0.342	0.207	0.0	0.027	0.139	0.129	0.046	0.313	0.231	0.02	0.013	0.437	0.008	0.081	0.0	0.163	0.0	0.172	0.203	0.686	0.017	0.028	0.036	0.199	0.114	0.212	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcaceae [G7 "Eubacterium"];bacterium HMT-922	species	922	3068		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.056	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.142	0.0	0.088	0.0	0.0	0.014	0.05	0.0	0.0	0.0	0.0	0.135	0.0	0.0	0.0	0.01	0.023	0.0	0.059	0.0	0.0	0.0	0.023	0.024	0.039	0.0	0.206	0.32	0.0	0.0	0.23	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.126	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.171	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.012	0.0	0.018	0.0	0.0	0.0	0.022	0.0	0.0	0.194	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcus;stomatis	species	112	2401		0.33	0.0	0.237	0.015	0.0	0.09	0.025	0.066	0.168	0.047	0.065	0.389	0.272	0.009	0.298	0.385	0.167	0.016	0.0	0.012	0.21	0.045	0.0	0.123	0.14	0.0	0.084	0.0	0.463	0.0	0.076	0.073	0.195	0.438	0.109	0.011	0.008	0.045	0.242	0.184	0.0	0.047	0.115	0.01	0.023	0.312	0.391	0.071	0.0	0.147	0.106	0.184	0.164	0.23	0.604	0.091	0.0	0.037	0.134	0.014	0.064	0.347	0.044	0.081	0.0	0.064	0.152	0.025	0.0	0.0	0.026	0.077	0.0	0.0	0.0	0.456	0.093	0.0	0.307	0.063	0.0	0.062	0.205	0.099	0.082	0.014	0.0	0.0	0.0	0.094	0.165	0.095	0.019	0.176	0.0	0.0	0.015	0.649	0.232	0.285	0.131	0.08	0.0	0.0	0.129	0.041	0.008	0.0	0.241	0.042	0.0	1.13	0.0	0.204	0.0	0.0	0.254	0.0	0.013	0.0	0.123	0.023	0.0	0.0	0.377	0.971	0.606	0.288	0.0	0.0	0.139	0.236	0.023	0.194	0.016	0.04	0.196	0.512	0.0	0.255	0.015	0.03	0.0	0.105	0.0	0.465	0.017	0.0	0.065	0.08	0.0	0.231	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Ruminococcaceae;Ruminococcaceae [G1];bacterium HMT-075	species	075	2365		0.467	0.0	0.005	0.0	0.0	0.0	0.0	0.033	0.052	0.016	0.0	0.0	0.04	0.0	0.327	0.096	0.05	0.0	0.0	0.0	0.032	0.0	0.079	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.027	0.092	0.0	0.051	0.011	0.0	0.0	0.0	0.031	0.0	0.496	0.023	0.066	0.142	0.041	0.055	0.708	0.0	0.008	0.222	0.012	0.01	0.228	0.0	0.037	0.077	0.057	1.32	0.0	0.0	0.0	0.0	0.021	0.0	0.025	0.0	0.0	0.0	0.031	0.0	0.0	0.091	0.0	0.07	0.0	0.0	0.032	0.0	0.0	0.051	0.105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.073	0.037	0.0	0.0	0.0	0.0	0.124	0.58	0.022	0.0	0.37	0.0	0.0	0.336	0.46	0.0	0.0	0.015	0.156	0.0	0.154	0.109	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.047	0.0	0.0	0.126	0.0	0.0	0.0	0.0	0.0	0.542	0.021	0.0	0.33	0.082	0.02	0.0	0.0	0.0	8.591	0.0	0.042	0.0	0.029	0.0	0.0	0.0	0.0	0.022	0.647	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Ruminococcaceae;Ruminococcaceae [G2];bacterium HMT-085	species	085	2374		0.0	0.0	0.015	0.0	0.0	0.101	0.143	0.132	0.013	0.41	0.0	0.022	0.025	0.255	0.104	0.055	0.078	0.0	0.0	0.036	0.0	0.011	0.026	0.074	0.0	0.033	0.252	0.0	0.024	0.0	0.038	0.015	0.073	0.027	0.067	0.075	0.034	0.056	0.016	0.025	0.0	0.109	0.0	0.718	0.0	0.115	0.03	0.174	0.0	0.147	0.035	0.056	0.039	0.157	0.062	0.046	0.0	0.0	0.0	0.128	0.509	0.074	0.0	0.108	0.0	0.0	0.013	0.025	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.174	0.0	0.025	0.017	0.05	0.0	0.329	0.0	0.0	0.016	0.0	0.0	0.044	0.014	0.148	0.067	0.0	0.0	0.286	0.035	0.08	0.015	0.04	0.0	0.015	0.129	0.721	0.0	0.0	0.0	0.085	0.037	0.065	0.027	0.511	0.0	0.0	0.011	0.0	0.013	0.0	0.027	0.023	0.084	0.0	0.113	0.364	0.272	0.027	0.0	0.014	0.084	0.021	0.008	0.051	0.082	0.04	0.065	0.187	0.008	0.81	0.0	0.0	0.007	0.143	0.058	0.133	0.0	0.0	0.144	0.03	0.016	0.058	0.0	0.0	0.0
Bacteria;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Solobacterium;moorei	species	678	2870		0.174	0.0	0.21	0.015	0.0	0.258	0.21	0.265	0.4	0.126	0.0	0.097	0.94	0.0	0.476	0.468	0.703	0.156	0.027	0.465	0.129	0.45	0.919	0.922	0.349	0.1	0.378	0.044	0.19	0.033	0.555	0.132	0.28	0.219	1.227	0.394	0.127	0.643	0.861	0.27	0.017	0.25	0.332	0.526	0.917	1.182	0.285	0.174	0.202	0.806	0.176	0.304	0.309	0.315	0.94	0.487	0.495	1.52	0.249	0.185	0.859	0.192	0.397	0.458	0.026	0.172	0.191	0.27	0.08	0.0	0.0	0.325	0.196	0.099	0.228	0.612	0.186	0.0	0.272	0.791	0.049	0.525	0.222	0.417	0.502	0.539	0.167	0.67	0.37	0.469	0.068	0.248	0.555	0.698	0.134	0.29	0.522	1.205	0.406	0.555	0.291	0.23	0.014	0.0	0.4	0.982	0.016	0.015	0.15	0.368	0.03	0.862	0.089	1.597	0.112	0.026	0.83	0.141	0.176	0.028	0.082	0.675	0.686	0.071	0.452	0.017	0.466	0.171	0.012	0.233	0.689	0.182	0.031	0.389	0.445	0.221	0.091	0.262	0.156	0.116	0.475	2.146	0.052	0.65	0.116	1.87	0.0	0.292	0.086	0.876	0.292	0.096	0.015	0.033	0.039
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp. HMT-136	species	136	2425		0.025	0.0	0.016	0.015	0.0	0.034	0.067	0.0	0.181	0.0	0.033	0.202	1.629	0.0	0.372	0.771	0.028	0.047	0.014	0.095	0.0	0.0	0.551	0.037	0.056	0.245	0.028	0.0	0.024	0.011	0.038	0.0	0.085	0.069	0.017	0.197	0.22	0.056	0.064	0.0	0.189	0.843	0.026	0.182	0.298	0.033	0.237	0.0	0.898	1.441	0.0	0.0	0.077	0.267	0.372	0.03	0.092	0.725	0.153	0.242	0.477	0.0	0.029	0.094	0.0	0.0	0.013	0.0	0.107	0.0	0.0	0.046	0.087	0.174	0.057	0.024	0.116	0.0	0.035	0.047	0.0	0.362	0.017	0.029	1.071	0.217	0.017	0.698	0.016	0.375	0.0	0.204	0.014	0.007	0.01	0.039	0.087	0.1	0.313	0.051	0.291	0.13	0.0	0.015	0.077	0.309	0.0	0.03	0.03	0.099	0.007	0.057	0.348	0.022	0.0	0.0	0.177	0.016	0.138	0.014	0.0	0.582	0.238	0.0	0.214	0.0	0.054	0.081	0.0	0.535	0.088	0.193	0.0	0.068	0.115	0.0	0.0	0.1	0.164	0.417	0.008	0.048	0.298	0.038	0.087	0.066	0.0	0.014	0.0	0.169	0.211	0.019	0.0	0.017	0.0
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp. HMT-149	species	149	2436		0.236	0.0	0.014	0.0	0.0	0.0	0.034	0.0	0.077	0.032	0.016	0.022	0.131	0.0	0.327	0.151	0.0	0.0	0.096	0.012	0.0	0.0	0.328	0.025	0.056	0.045	0.084	0.0	0.107	0.0	0.013	0.015	0.061	0.0	0.0	0.075	0.16	0.056	0.024	0.0	0.138	0.578	0.0	0.283	0.046	0.016	0.053	0.0	0.22	0.415	0.012	0.0	0.019	0.109	0.222	0.015	0.037	0.051	0.019	0.085	0.159	0.0	0.132	0.04	0.077	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.05	0.08	0.0	0.163	0.0	0.024	0.016	0.0	0.2	0.017	0.038	0.734	0.035	0.0	0.754	0.0	0.219	0.0	0.102	0.0	0.0	0.0	0.039	0.0	0.147	0.174	0.007	0.16	0.01	0.0	0.0	0.052	0.35	0.0	0.119	0.0	0.127	0.03	0.0	0.191	0.08	0.0	0.0	0.1	0.0	0.251	0.099	0.0	0.047	0.224	0.043	0.013	0.0	0.085	0.036	0.0	0.576	0.223	0.118	0.0	0.034	0.148	0.0	0.0	0.087	0.107	0.116	0.0	0.036	0.082	0.01	0.101	0.044	0.0	0.014	0.0	0.06	0.325	0.077	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp. HMT-478	species	478	2716		0.056	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.065	0.016	0.0	0.015	0.075	0.0	0.045	0.344	0.0	0.016	0.041	0.0	0.0	0.0	0.052	0.0	0.07	0.022	0.07	0.0	0.0	0.0	0.0	0.0	0.122	0.027	0.0	0.011	0.034	0.023	0.008	0.0	0.069	0.109	0.013	0.051	0.092	0.016	0.012	0.0	0.0	0.244	0.0	0.0	0.01	0.073	0.067	0.015	0.018	0.046	0.0	0.014	0.048	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.025	0.023	0.0	0.023	0.0	0.0	0.0	0.0	0.075	0.0	0.006	0.007	0.0	0.033	0.223	0.0	0.0	0.0	0.124	0.0	0.0	0.0	0.0	0.015	0.023	0.209	0.0	0.015	0.0	0.0	0.0	0.077	0.172	0.0	0.0	0.0	0.028	0.0	0.057	0.171	0.015	0.0	0.0	0.066	0.0	0.113	0.043	0.0	0.047	0.112	0.029	0.05	0.0	0.0	0.036	0.0	0.11	0.05	0.086	0.0	0.0	0.033	0.0	0.0	0.0	0.041	0.197	0.0	0.03	0.089	0.01	0.101	0.0	0.0	0.0	0.0	0.09	0.114	0.029	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Dialister;invisus	species	118	2407		0.0	0.0	0.088	0.0	0.0	0.0	0.0	0.083	0.077	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.073	0.0	0.0	0.019	0.0	0.0	0.015	0.0	0.0	0.0	0.099	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.057	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.113	0.007	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.084	0.011	0.0	0.0	0.0	0.0	0.013	0.0	0.066	0.394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;micronuciformis	species	122	2411		0.143	0.007	0.314	0.0	0.091	0.549	0.783	0.025	0.723	0.237	0.164	0.15	0.548	0.584	0.684	0.138	0.0	1.013	1.343	0.143	0.0	0.259	1.667	0.529	2.903	0.234	0.923	0.087	0.012	0.0	0.0	0.073	0.353	0.233	0.017	0.421	0.895	0.655	0.04	0.0	0.189	0.437	0.038	1.547	0.092	0.181	0.0	0.031	0.862	0.781	0.235	0.088	0.416	0.909	0.01	0.152	0.789	1.479	0.192	2.245	0.827	0.417	0.853	0.646	1.382	0.086	0.051	0.025	0.641	0.0	0.504	0.046	2.217	0.472	0.946	0.072	0.256	0.046	0.118	0.317	0.014	1.187	0.034	0.423	1.326	1.05	0.217	1.089	0.418	0.5	0.048	0.941	0.009	0.049	0.249	0.502	0.102	1.058	0.916	0.131	1.09	0.17	0.0	0.149	0.529	0.858	0.0	1.857	0.0	1.627	0.155	0.146	1.899	1.4	0.01	0.0	0.277	0.0	0.893	0.298	0.0	0.047	2.437	1.026	0.113	0.087	0.171	0.072	0.0	2.072	0.353	0.043	0.023	0.516	1.318	0.0	0.0	0.586	0.665	0.139	0.008	0.904	0.112	1.73	0.304	0.476	0.017	0.584	0.007	0.726	2.177	0.646	0.031	0.033	0.0
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;atypica	species	524	2750		1.736	0.055	0.698	0.506	0.654	1.132	4.327	0.356	4.12	2.037	0.458	0.396	1.448	0.013	2.351	0.11	0.039	2.945	2.7	2.123	0.064	1.047	8.045	0.824	4.216	6.176	0.503	1.66	1.056	1.691	0.341	0.307	4.09	0.589	0.0	3.298	3.091	4.549	1.167	0.061	1.531	4.34	0.243	3.479	3.761	0.525	0.03	0.439	6.141	3.98	0.563	0.136	0.319	2.326	0.248	0.7	3.063	3.166	0.48	2.714	2.831	0.098	1.972	1.333	9.703	0.193	0.559	0.784	5.661	0.239	0.013	1.222	9.433	2.657	5.447	0.408	2.416	0.313	1.584	1.694	1.316	2.949	0.239	0.236	2.278	1.926	1.67	1.591	2.314	3.578	0.6	3.682	0.0	0.226	8.244	3.842	2.205	2.201	2.285	0.708	1.874	3.081	0.171	0.536	0.426	2.953	0.016	2.465	0.0	4.484	1.912	0.065	4.94	4.434	0.827	0.105	1.836	3.497	6.261	4.105	0.123	2.188	6.149	6.598	0.264	1.023	3.285	0.306	0.161	7.532	1.525	0.923	0.58	1.817	5.041	0.235	0.0	1.809	2.833	1.065	1.064	2.031	2.023	3.231	2.677	2.357	0.637	3.214	0.036	1.502	3.866	3.607	0.66	0.911	0.164
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;dispar	species	160	2444	Reads equidistant to HMT-158 and HMT-160 were assigned to each taxon in proportion to the abundance of HMT-158 and HMT-160 individually at this body site (TDO).	7.899	1.327	7.044	6.207	7.302	18.149	6.503	4.299	10.036	1.779	0.797	1.708	5.538	2.317	7.677	2.805	0.571	13.428	10.374	5.437	0.684	6.446	5.512	6.767	7.373	7.419	2.863	7.427	0.732	10.922	0.378	2.241	7.12	2.725	0.772	11.343	10.291	11.39	1.626	0.061	8.317	4.701	2.222	5.936	4.145	5.546	1.517	0.916	8.818	6.582	10.385	2.635	2.131	11.026	3.98	5.44	15.608	8.627	2.577	9.584	3.563	3.025	10.737	9.86	6.324	0.123	1.239	4.483	9.578	1.526	20.143	10.69	18.605	2.279	12.869	5.054	10.965	1.207	10.256	12.52	21.132	8.269	3.038	3.676	10.812	6.45	3.5	7.621	13.804	9.852	1.675	3.669	1.241	3.448	12.965	10.963	7.283	7.484	3.803	2.21	13.055	2.801	4.641	10.719	3.803	7.982	0.964	13.976	1.393	7.004	11.934	1.541	5.472	8.388	6.294	1.563	2.974	9.786	12.845	7.172	0.203	9.663	8.737	8.799	0.65	12.128	7.47	1.308	0.429	7.422	3.816	3.485	5.749	5.825	18.43	0.565	0.461	0.732	8.246	4.214	7.302	6.004	15.817	8.993	11.036	12.479	2.464	15.265	0.615	8.274	4.527	6.48	14.63	4.657	5.931
