Taxonomy	Rank	HMT	Notes	Max	AKE-mean	AKE-10p	AKE-90p	AKE-sd	AKE-prev	ANA-mean	ANA-10p	ANA-90p	ANA-sd	ANA-prev	BMU-mean	BMU-10p	BMU-90p	BMU-sd	BMU-prev	HPA-mean	HPA-10p	HPA-90p	HPA-sd	HPA-prev	LAF-mean	LAF-10p	LAF-90p	LAF-sd	LAF-prev	LRC-mean	LRC-10p	LRC-90p	LRC-sd	LRC-prev	MVA-mean	MVA-10p	MVA-90p	MVA-sd	MVA-prev	PFO-mean	PFO-10p	PFO-90p	PFO-sd	PFO-prev	PTO-mean	PTO-10p	PTO-90p	PTO-sd	PTO-prev	RAF-mean	RAF-10p	RAF-90p	RAF-sd	RAF-prev	RRC-mean	RRC-10p	RRC-90p	RRC-sd	RRC-prev	SAL-mean	SAL-10p	SAL-90p	SAL-sd	SAL-prev	STO-mean	STO-10p	STO-90p	STO-sd	STO-prev	SUBP-mean	SUBP-10p	SUBP-90p	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-10p	SUPP-90p	SUPP-sd	SUPP-prev	THR-mean	THR-10p	THR-90p	THR-sd	THR-prev	TDO-mean	TDO-10p	TDO-90p	TDO-sd	TDO-prev	VIN-mean	VIN-10p	VIN-90p	VIN-sd	VIN-prev
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;sp. HMT-448	species	448		0.414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.02	0.119	11.414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.213	2.778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.414	0.0	0.772	1.759	36.296	0.209	0.0	0.478	0.76	31.951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Schaalia;lingnae	species	181		0.747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.083	0.0	0.248	0.145	50.372	0.569	0.022	1.303	0.719	91.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.014	0.675	0.349	90.998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.196	0.0	0.428	0.254	86.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.422	0.0	1.037	0.481	88.785	0.747	0.085	1.745	0.898	97.08	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Schaalia;sp. HMT-178	species	178		0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.037	0.039	13.151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058	0.0	0.162	0.084	63.704	0.04	0.0	0.121	0.072	48.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Schaalia;sp. HMT-180	species	180	Reads equidistant to HMT-180 and HMT-701 were assigned to each taxon in proportion to the abundance of HMT-180 and HMT-701 individually at these sites (BMU,HPA,THR,TDO).Reads equidistant to HMT-180 and HMT-671 were assigned to each taxon in proportion to the abundance of HMT-180 and HMT-671 individually at this body site (PTO).;Neither HMT-180 nor HMT-701 were present singularly so these reads were split evenly at these sites (LRC,STO).;Because HMT-671 is not present individually, all equidistant reads were assigned to HMT-180 at this body site (SAL).;Some of the reads equidistant from these taxa (172-180-701) are included in HMT-180 because they are too close to differentiate at these sites (HPA,PTO,THR).;	0.726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.116	0.0	0.306	0.196	86.6	0.131	0.014	0.281	0.209	98.465	0.0	0.0	0.0	0.0	0.0	0.096	0.0	0.172	0.384	39.172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.432	0.032	0.948	0.91	97.567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.004	0.336	0.248	91.964	0.008	0.0	0.005	0.093	11.436	0.109	0.0	0.191	0.664	68.395	0.014	0.0	0.039	0.032	32.439	0.726	0.06	1.726	1.043	97.508	0.241	0.024	0.518	0.342	99.757	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Coriobacteriia;Eggerthellales;Eggerthellaceae;Eggerthella;lenta	species	654		1.358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.537	4.218	0.034	0.0	0.0	0.535	6.394	0.082	0.0	0.004	0.335	10.345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.133	3.893	0.04	0.0	0.0	0.22	6.667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.358	0.0	4.355	2.885	68.613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.076	1.946	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacteraceae [G5];bacterium HMT-511	species	511		0.244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.024	0.091	10.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.149	0.0	0.255	0.639	32.117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041	0.0	0.071	0.196	20.536	0.0	0.0	0.0	0.0	0.0	0.244	0.0	0.636	0.989	27.16	0.039	0.0	0.065	0.219	14.634	0.061	0.0	0.052	0.32	16.511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;sp. HMT-308	species	308	Reads equidistant to HMT-308 and HMT-914 were assigned to each taxon in proportion to the abundance of HMT-308 and HMT-914 individually at this body site (SAL).	1.989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.139	0.0	0.379	0.232	64.764	0.455	0.0	1.156	0.652	78.517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.275	0.039	3.293	1.7	93.431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.749	0.062	1.654	1.022	94.643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.989	0.068	5.147	2.375	93.769	1.287	0.042	3.247	1.595	95.134	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Segatella;oris	species	311		1.662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.216	0.0	0.568	0.442	63.275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	2.815	1.952	78.102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.606	0.019	1.482	0.788	90.179	0.0	0.0	0.0	0.0	0.0	1.662	0.0	4.333	3.028	88.889	0.282	0.0	0.801	0.57	65.854	0.316	0.0	0.558	1.04	53.271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;pleuritidis	species	303		0.451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056	0.0	0.106	0.331	22.333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.324	0.0	0.529	1.495	37.226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.129	0.0	0.347	0.326	47.321	0.0	0.0	0.0	0.0	0.0	0.451	0.0	1.342	1.155	38.519	0.047	0.0	0.086	0.213	20.0	0.108	0.0	0.13	0.589	25.545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Segatella;salivae	species	307		2.228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.218	0.0	0.547	0.488	58.561	0.788	0.0	2.12	1.002	82.353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.096	0.0	2.986	1.445	89.294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.228	0.061	5.404	2.824	94.643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.465	0.0	3.442	1.758	87.227	0.954	0.0	2.732	1.235	89.538	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;shahii	species	795		0.386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.0	0.163	0.214	27.047	0.242	0.0	0.825	0.464	51.918	0.106	0.0	0.125	0.421	15.862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.348	0.0	1.135	0.668	49.392	0.045	0.0	0.0	0.251	6.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.891	0.527	72.321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.386	0.0	1.318	0.815	47.352	0.21	0.0	0.745	0.459	50.122	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;sp. HMT-317	species	317		0.916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.34	0.262	47.146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.144	0.0	0.066	1.249	27.981	0.087	0.0	0.078	0.621	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.916	0.0	2.576	1.482	70.864	0.591	0.0	1.932	1.265	59.512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp. HMT-332	species	332		0.179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.057	0.734	17.618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.0	0.129	0.268	25.0	0.0	0.0	0.0	0.0	0.0	0.148	0.0	0.308	0.532	32.84	0.179	0.0	0.488	0.585	36.829	0.03	0.0	0.029	0.306	12.773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp. HMT-864	species	864		0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.003	0.101	10.174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.205	7.716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.083	0.205	28.148	0.013	0.0	0.025	0.055	18.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Catonella;morbi	species	165		0.695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.25	0.188	52.854	0.378	0.0	0.886	0.385	84.655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.438	0.065	0.919	0.38	96.594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.695	0.07	1.532	0.801	94.345	0.0	0.0	0.0	0.0	0.0	0.263	0.0	0.632	0.368	81.975	0.113	0.0	0.317	0.194	65.122	0.45	0.0	0.977	0.466	89.097	0.454	0.057	0.919	0.424	95.62	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospiraceae [G2];bacterium HMT-096	species	096		1.693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.178	0.0	0.361	0.707	38.958	0.594	0.0	1.818	1.226	54.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.389	0.0	4.745	2.772	63.747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.602	0.408	51.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.0	0.015	0.328	13.171	1.693	0.0	5.769	2.916	63.863	1.138	0.0	3.465	2.463	63.747	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Oribacterium;sinus	species	457		2.489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.994	0.558	79.156	1.01	0.1	2.059	0.928	94.629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.957	0.142	1.995	1.048	97.567	0.217	0.0	0.245	0.814	22.0	0.0	0.0	0.0	0.0	0.0	2.489	0.342	5.152	3.247	98.81	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.041	0.09	27.407	0.0	0.0	0.0	0.0	0.0	1.001	0.045	2.242	1.172	92.212	1.285	0.285	2.674	1.091	98.783	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Oribacterium;sp. HMT-078	species	078		0.106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.057	0.079	20.347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.031	0.123	18.248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.106	0.0	0.277	0.262	54.568	0.021	0.0	0.07	0.057	26.829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Stomatobaculum;longum	species	419		0.847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.131	0.0	0.344	0.342	44.417	0.381	0.0	1.228	0.782	53.197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.677	0.0	1.991	1.282	63.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.202	0.0	0.564	0.395	59.821	0.0	0.0	0.0	0.0	0.0	0.069	0.0	0.168	0.239	44.691	0.052	0.0	0.103	0.172	42.927	0.847	0.0	2.645	1.393	66.978	0.798	0.0	2.474	1.458	63.99	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Stomatobaculum;sp. HMT-097	species	097		0.935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.255	0.0	0.637	0.44	66.005	0.751	0.0	1.809	1.063	80.818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.857	0.0	2.029	1.044	89.051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.427	0.0	1.104	0.585	80.655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.767	0.0	2.04	1.025	80.997	0.935	0.0	2.317	1.254	87.591	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptococcaceae;Peptococcus;sp. HMT-167	species	167		0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.043	6.452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.117	0.118	28.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.114	0.072	30.864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Peptococcaceae;Peptococcus;sp. HMT-168	species	168		0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.047	0.044	16.377	0.068	0.0	0.197	0.144	38.363	0.01	0.0	0.0	0.108	3.448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.178	0.106	49.148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.114	0.08	43.155	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.047	0.045	20.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.234	0.198	42.368	0.047	0.0	0.152	0.087	43.309	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Anaerovoracaceae;Mogibacterium;diversum	species	593		0.273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.152	0.086	37.469	0.273	0.0	0.697	0.312	77.238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.166	0.0	0.415	0.177	82.238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.154	0.0	0.355	0.193	80.952	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.105	0.094	46.667	0.0	0.0	0.0	0.0	0.0	0.252	0.0	0.608	0.281	80.374	0.226	0.0	0.514	0.23	88.808	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Ruminococcaceae;Ruminococcaceae [G1];bacterium HMT-075	species	075		2.306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051	0.0	0.163	0.139	33.995	0.096	0.0	0.269	0.225	43.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.234	0.0	0.626	0.573	57.664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.306	0.0	7.21	4.224	86.31	0.0	0.0	0.0	0.0	0.0	0.071	0.0	0.205	0.181	40.741	0.07	0.0	0.176	0.221	39.512	0.255	0.0	0.764	0.569	52.648	0.12	0.0	0.332	0.384	47.202	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Eubacteriales;Ruminococcaceae;Ruminococcaceae [G2];bacterium HMT-085	species	085		0.756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.104	0.067	34.491	0.101	0.0	0.316	0.159	54.731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.176	0.0	0.463	0.308	69.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.756	0.0	2.082	0.959	82.143	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.034	0.124	21.235	0.0	0.0	0.0	0.0	0.0	0.201	0.0	0.583	0.326	62.617	0.111	0.0	0.294	0.176	67.64	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp. HMT-136	species	136	Some of the reads equidistant from these taxa (136-149-478) are included in HMT-136 because they are too close to differentiate at these sites (BMU,HPA,PTO,SAL,THR,TDO).HMTs 136-149-478 were not present singularly so these reads were split evenly at this these sites (LAF,SUBP,SUPP);	2.821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.117	0.0	0.304	0.348	46.154	0.327	0.0	0.889	0.523	76.471	0.036	0.0	0.015	0.275	11.724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.642	0.0	1.735	1.125	87.348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.821	0.028	7.654	4.277	93.155	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.057	0.07	38.272	0.011	0.0	0.024	0.04	29.756	0.972	0.0	2.398	1.363	89.408	0.327	0.0	0.931	0.591	79.075	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Anaeroglobus;geminatus	species	121		0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.232	5.211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.074	0.173	21.235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;micronuciformis	species	122		0.812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.087	0.0	0.258	0.193	43.176	0.49	0.0	1.408	0.742	78.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.504	0.0	1.414	0.732	81.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.799	0.0	1.971	0.929	88.095	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.038	0.21	21.728	0.0	0.0	0.0	0.0	0.0	0.812	0.0	2.226	1.063	84.112	0.531	0.0	1.308	0.942	84.915	0.0	0.0	0.0	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp. HMT-218	species	218		0.597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.02	0.217	10.422	0.132	0.0	0.187	0.54	17.391	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.079	1.911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.401	0.0	0.866	1.669	21.168	0.0	0.0	0.0	0.0	0.0	0.052	0.0	0.0	0.865	2.469	0.114	0.0	0.308	0.423	17.262	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.48	3.704	0.02	0.0	0.0	0.374	3.659	0.597	0.0	1.073	2.438	22.118	0.356	0.0	0.406	1.505	20.681	0.0	0.0	0.0	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Pseudoleptotrichia;sp. HMT-392	species	392		0.517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.116	0.0	0.287	0.342	46.898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.124	0.213	44.282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.089	0.0	0.242	0.17	54.762	0.0	0.0	0.0	0.0	0.0	0.43	0.0	1.205	0.758	75.556	0.517	0.0	1.657	0.891	75.366	0.049	0.0	0.082	0.172	30.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
