Taxonomy	Rank	HMT	Notes	Max	BM-mean	BM-10p	BM-90p	BM-sd	BM-prev	HP-mean	HP-10p	HP-90p	HP-sd	HP-prev	KG-mean	KG-10p	KG-90p	KG-sd	KG-prev	PT-mean	PT-10p	PT-90p	PT-sd	PT-prev	ST-mean	ST-10p	ST-90p	ST-sd	ST-prev	SUBP-mean	SUBP-10p	SUBP-90p	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-10p	SUPP-90p	SUPP-sd	SUPP-prev	SV-mean	SV-10p	SV-90p	SV-sd	SV-prev	TD-mean	TD-10p	TD-90p	TD-sd	TD-prev	TH-mean	TH-10p	TH-90p	TH-sd	TH-prev
Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Veillonella	genus			12.012	3.423	0.394	7.735	3.459	98.701	5.865	2.122	11.86	3.771	100.0	4.781	0.268	13.248	5.293	100.0	8.869	2.201	16.865	5.139	100.0	0.045	0.0	0.131	0.12	37.662	3.923	0.323	10.257	5.055	98.701	3.371	0.226	6.871	4.352	100.0	12.012	4.511	21.393	6.147	100.0	10.981	5.083	15.26	4.644	100.0	9.275	3.498	15.363	5.639	100.0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Catonella	genus			0.424	0.045	0.0	0.123	0.072	59.74	0.168	0.0	0.369	0.197	84.416	0.019	0.0	0.026	0.093	32.468	0.381	0.027	1.042	0.405	93.506	0.002	0.0	0.0	0.009	2.597	0.226	0.0	0.6	0.254	74.026	0.101	0.0	0.297	0.221	58.442	0.424	0.0	0.831	0.499	84.416	0.352	0.015	0.84	0.349	90.909	0.348	0.033	0.774	0.454	90.909
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptococcaceae;Peptococcus	genus			0.057	0.007	0.0	0.024	0.022	16.883	0.032	0.0	0.093	0.059	37.662	0.003	0.0	0.0	0.015	6.494	0.04	0.0	0.11	0.081	36.364	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.032	9.091	0.002	0.0	0.0	0.008	7.792	0.035	0.0	0.047	0.133	28.571	0.042	0.0	0.115	0.08	38.961	0.057	0.0	0.174	0.091	44.156
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces	genus			11.006	1.969	0.084	4.775	3.144	94.805	1.29	0.094	2.671	2.094	96.104	0.7	0.0	2.589	1.307	80.519	1.551	0.171	4.382	2.144	96.104	0.001	0.0	0.0	0.007	5.195	9.905	1.33	22.268	10.648	98.701	11.006	1.327	24.684	10.18	97.403	0.974	0.112	2.023	1.264	93.506	2.539	0.094	6.24	3.94	96.104	2.285	0.116	4.092	4.289	94.805
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Schaalia	genus			7.651	0.675	0.017	1.635	1.061	93.506	2.931	0.451	5.994	2.755	98.701	0.183	0.0	0.586	0.387	62.338	4.078	0.37	9.284	3.79	98.701	0.005	0.0	0.014	0.016	14.286	0.36	0.0	0.674	0.897	77.922	0.178	0.0	0.531	0.316	74.026	2.048	0.453	4.749	2.169	96.104	7.651	1.311	16.72	6.223	100.0	5.082	0.721	10.854	4.5	100.0
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Peptidiphaga	genus			0.518	0.109	0.0	0.05	0.845	16.883	0.004	0.0	0.002	0.015	10.39	0.003	0.0	0.0	0.011	7.792	0.001	0.0	0.0	0.007	3.896	0.0	0.0	0.0	0.0	0.0	0.518	0.0	1.706	1.156	64.935	0.496	0.0	1.068	0.976	63.636	0.025	0.0	0.037	0.113	19.481	0.0	0.0	0.0	0.002	1.299	0.004	0.0	0.0	0.015	7.792
Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Rothia	genus			9.851	3.852	0.245	9.064	5.178	98.701	4.01	0.762	7.493	3.722	98.701	0.728	0.0	2.243	1.41	80.519	1.921	0.141	5.114	2.384	97.403	0.003	0.0	0.0	0.01	7.792	7.393	0.607	16.361	8.225	96.104	9.851	1.133	23.471	9.343	97.403	2.33	0.171	5.345	3.514	96.104	4.931	0.69	12.978	5.086	100.0	2.669	0.15	7.068	2.884	94.805
Bacteria;Actinobacteria;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Arachnia	genus			0.902	0.042	0.0	0.071	0.154	33.766	0.01	0.0	0.035	0.034	20.779	0.013	0.0	0.024	0.047	15.584	0.008	0.0	0.009	0.034	10.39	0.0	0.0	0.0	0.0	0.0	0.725	0.0	2.005	0.963	83.117	0.902	0.0	2.825	1.487	84.416	0.02	0.0	0.068	0.059	25.974	0.003	0.0	0.0	0.013	7.792	0.007	0.0	0.0	0.028	7.792
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium	genus			7.081	1.095	0.088	2.307	1.288	97.403	1.216	0.136	2.533	1.194	96.104	1.744	0.0	4.988	3.971	87.013	5.495	0.733	13.312	6.722	100.0	0.002	0.0	0.0	0.007	6.494	7.081	0.543	16.619	8.758	98.701	2.669	0.094	8.119	3.16	100.0	2.134	0.319	4.523	1.676	98.701	2.94	0.13	7.553	2.859	98.701	2.879	0.287	5.422	4.231	100.0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae;Cloacibacterium	genus			0.289	0.289	0.0	0.91	0.936	28.571	0.06	0.0	0.11	0.184	23.377	0.143	0.0	0.115	0.777	18.182	0.071	0.0	0.096	0.289	18.182	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.021	9.091	0.003	0.0	0.0	0.014	6.494	0.176	0.0	0.121	0.798	20.779	0.008	0.0	0.015	0.032	11.688	0.155	0.0	0.107	0.744	18.182
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia	genus			3.719	0.606	0.044	1.173	1.204	97.403	0.634	0.07	1.362	0.663	97.403	0.272	0.0	0.326	1.146	64.935	2.163	0.215	5.135	2.74	98.701	0.001	0.0	0.0	0.006	1.299	2.598	0.041	7.035	3.033	94.805	3.719	0.106	9.674	4.236	97.403	0.745	0.034	2.065	0.912	92.208	1.394	0.076	3.831	1.83	94.805	2.513	0.227	5.468	3.351	96.104
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Pseudoleptotrichia	genus			1.154	0.131	0.0	0.253	0.292	64.935	0.311	0.0	0.82	0.547	63.636	0.06	0.0	0.035	0.35	19.481	1.097	0.0	3.237	2.055	72.727	0.0	0.0	0.0	0.003	1.299	0.306	0.0	1.089	0.481	64.935	0.21	0.0	0.422	0.592	58.442	0.208	0.0	0.571	0.342	61.039	1.026	0.0	3.341	1.964	67.532	1.154	0.0	3.158	2.277	68.831
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas	genus			4.865	2.985	0.116	7.828	3.683	98.701	3.294	0.102	8.14	3.389	93.506	3.892	0.0	13.502	5.696	84.416	3.591	0.237	8.169	3.672	96.104	0.003	0.0	0.007	0.012	11.688	2.825	0.028	8.04	3.856	94.805	2.133	0.0	4.996	3.023	85.714	4.865	0.088	11.769	5.069	93.506	3.938	0.024	11.631	5.966	92.208	2.639	0.024	7.491	3.218	92.208
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidales_[F-2];Bacteroidales_[G-2]	genus			1.202	0.048	0.0	0.029	0.295	23.377	0.007	0.0	0.0	0.029	9.091	0.001	0.0	0.0	0.007	3.896	0.197	0.0	0.095	0.778	27.273	0.0	0.0	0.0	0.002	1.299	1.202	0.0	3.09	2.462	55.844	0.363	0.0	1.013	0.919	38.961	0.112	0.0	0.231	0.259	49.351	0.003	0.0	0.0	0.013	7.792	0.02	0.0	0.039	0.067	19.481
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella	genus			0.202	0.039	0.0	0.087	0.115	37.662	0.02	0.0	0.077	0.045	25.974	0.003	0.0	0.002	0.012	10.39	0.202	0.0	0.588	0.469	45.455	0.0	0.0	0.0	0.0	0.0	0.126	0.0	0.364	0.336	44.156	0.113	0.0	0.371	0.244	40.26	0.044	0.0	0.102	0.189	29.87	0.095	0.0	0.424	0.213	32.468	0.156	0.0	0.526	0.391	40.26
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella	genus			10.054	1.769	0.159	4.034	2.414	98.701	6.553	1.402	14.211	4.764	100.0	0.807	0.0	2.097	1.133	87.013	9.702	1.799	20.263	7.082	100.0	0.005	0.0	0.026	0.013	14.286	3.835	0.152	10.674	4.373	96.104	1.361	0.01	4.153	2.078	89.61	10.054	3.987	18.447	5.395	98.701	9.102	3.046	15.873	5.152	100.0	10.009	3.094	18.517	6.32	100.0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella	genus			3.834	0.407	0.0	0.569	1.273	72.727	0.272	0.0	0.616	0.392	87.013	3.834	0.0	12.584	6.425	70.13	0.714	0.016	2.26	1.087	90.909	0.002	0.0	0.0	0.009	3.896	0.347	0.0	0.729	1.089	62.338	0.082	0.0	0.249	0.198	45.455	0.485	0.0	1.263	0.614	87.013	0.312	0.0	0.754	0.402	81.818	0.649	0.022	1.824	1.076	92.208
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae;Riemerella	genus			1.612	0.344	0.043	0.827	0.369	96.104	0.206	0.0	0.421	0.199	88.312	0.748	0.011	1.938	0.886	89.61	0.329	0.0	0.926	0.402	79.221	0.0	0.0	0.0	0.001	1.299	1.147	0.105	2.407	1.068	100.0	1.612	0.171	3.416	1.407	98.701	0.322	0.0	0.609	0.513	80.519	0.265	0.0	0.64	0.408	79.221	0.251	0.0	0.58	0.369	79.221
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga	genus			9.829	1.385	0.023	2.58	2.968	90.909	0.3	0.0	0.81	0.491	88.312	0.534	0.0	1.48	1.294	67.532	1.723	0.019	4.597	3.023	90.909	0.002	0.0	0.0	0.008	6.494	9.253	1.124	18.48	7.248	98.701	9.829	1.354	17.705	6.686	97.403	1.472	0.14	3.016	1.582	92.208	0.575	0.0	1.375	1.229	81.818	1.15	0.0	3.267	2.509	87.013
Bacteria;Saccharibacteria_(TM7);Saccharibacteria_(TM7)_[C-1];Saccharibacteria_(TM7)_[O-1];Saccharibacteria_(TM7)_[F-1];Saccharibacteria_(TM7)_[G-1]	genus			7.419	0.23	0.0	0.634	0.331	79.221	0.576	0.0	1.333	0.65	88.312	0.121	0.0	0.196	0.396	37.662	1.529	0.023	3.979	2.456	93.506	0.006	0.0	0.013	0.024	11.688	2.673	0.024	6.092	4.289	90.909	2.123	0.014	5.701	3.119	89.61	7.419	0.404	18.218	9.05	97.403	1.854	0.0	5.191	2.411	85.714	1.901	0.015	4.799	2.385	90.909
Bacteria;Saccharibacteria_(TM7);Saccharibacteria_(TM7)_[C-1];Saccharibacteria_(TM7)_[O-1];Saccharibacteria_(TM7)_[F-1];Saccharibacteria_(TM7)_[G-3]	genus			4.246	0.025	0.0	0.077	0.045	40.26	0.111	0.0	0.258	0.167	70.13	0.005	0.0	0.0	0.02	7.792	0.232	0.0	0.518	0.377	77.922	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.109	0.155	24.675	0.024	0.0	0.048	0.086	20.779	4.246	0.171	11.902	5.728	96.104	0.195	0.0	0.451	0.371	74.026	0.306	0.0	0.634	0.346	81.818
Bacteria;Saccharibacteria_(TM7);Saccharibacteria_(TM7)_[C-1];Saccharibacteria_(TM7)_[O-1];Saccharibacteria_(TM7)_[F-2];Saccharibacteria_(TM7)_[G-5]	genus			0.135	0.005	0.0	0.0	0.024	6.494	0.006	0.0	0.0	0.041	3.896	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.053	3.896	0.0	0.0	0.0	0.0	0.0	0.135	0.0	0.0	1.063	9.091	0.047	0.0	0.021	0.202	11.688	0.017	0.0	0.025	0.055	10.39	0.002	0.0	0.0	0.013	3.896	0.001	0.0	0.0	0.006	5.195
Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Abiotrophia	genus			0.489	0.274	0.0	0.745	0.596	61.039	0.13	0.0	0.247	0.446	53.247	0.163	0.0	0.188	0.589	32.468	0.026	0.0	0.079	0.06	31.169	0.0	0.0	0.0	0.001	1.299	0.489	0.0	1.218	1.08	63.636	0.484	0.0	1.411	0.76	75.325	0.174	0.0	0.449	0.604	42.857	0.013	0.0	0.035	0.041	20.779	0.038	0.0	0.098	0.118	24.675
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Butyrivibrio	genus			0.068	0.005	0.0	0.017	0.016	14.286	0.016	0.0	0.053	0.037	27.273	0.0	0.0	0.0	0.003	1.299	0.035	0.0	0.104	0.062	42.857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	1.299	0.0	0.0	0.0	0.0	0.0	0.068	0.0	0.115	0.177	33.766	0.037	0.0	0.102	0.084	36.364	0.064	0.0	0.187	0.105	55.844
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcaceae_[G-1]	genus			0.189	0.016	0.0	0.043	0.042	28.571	0.189	0.0	0.566	0.284	72.727	0.003	0.0	0.0	0.009	9.091	0.116	0.0	0.293	0.236	63.636	0.0	0.0	0.0	0.003	1.299	0.001	0.0	0.0	0.006	3.896	0.0	0.0	0.0	0.002	2.597	0.115	0.0	0.347	0.211	53.247	0.138	0.0	0.428	0.187	70.13	0.149	0.0	0.464	0.187	72.727
Bacteria;Bacteroidetes;Bacteroidetes_[C-1];Bacteroidetes_[O-1];Bacteroidetes_[F-1];Bacteroidetes_[G-5]	genus			0.409	0.016	0.0	0.006	0.063	10.39	0.002	0.0	0.0	0.009	5.195	0.0	0.0	0.0	0.003	1.299	0.026	0.0	0.056	0.103	12.987	0.0	0.0	0.0	0.0	0.0	0.409	0.0	0.253	2.164	14.286	0.088	0.0	0.0	0.492	9.091	0.021	0.0	0.019	0.083	11.688	0.001	0.0	0.0	0.008	3.896	0.002	0.0	0.0	0.009	6.494
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Mitsuokella	genus			0.211	0.003	0.0	0.0	0.018	5.195	0.005	0.0	0.0	0.024	3.896	0.0	0.0	0.0	0.0	0.0	0.211	0.0	0.022	1.087	12.987	0.0	0.0	0.0	0.0	0.0	0.038	0.0	0.0	0.334	1.299	0.001	0.0	0.0	0.006	1.299	0.011	0.0	0.0	0.049	9.091	0.017	0.0	0.0	0.105	6.494	0.177	0.0	0.0	1.118	9.091
Bacteria;Actinobacteria;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Cutibacterium	genus			0.203	0.03	0.0	0.058	0.122	35.065	0.038	0.0	0.121	0.06	42.857	0.01	0.0	0.032	0.03	23.377	0.022	0.0	0.042	0.075	25.974	0.002	0.0	0.0	0.012	5.195	0.015	0.0	0.048	0.035	28.571	0.008	0.0	0.012	0.036	12.987	0.203	0.0	0.314	0.809	46.753	0.007	0.0	0.018	0.024	12.987	0.041	0.0	0.141	0.092	35.065
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella	genus			3.371	1.718	0.166	4.198	1.842	100.0	2.688	0.844	5.511	1.78	100.0	3.371	0.017	9.982	4.204	94.805	1.578	0.278	2.988	1.209	100.0	0.003	0.0	0.0	0.013	6.494	0.646	0.103	1.301	0.809	92.208	0.624	0.05	1.517	0.614	98.701	1.539	0.269	3.248	1.252	93.506	2.808	0.765	5.358	1.886	100.0	1.772	0.413	3.64	1.345	98.701
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcaceae_[G-9]	genus			0.125	0.012	0.0	0.026	0.043	22.078	0.006	0.0	0.022	0.016	19.481	0.005	0.0	0.0	0.036	3.896	0.125	0.0	0.291	0.509	35.065	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.427	0.188	49.351	0.02	0.0	0.056	0.044	31.169	0.004	0.0	0.017	0.014	11.688	0.0	0.0	0.0	0.003	2.597	0.058	0.0	0.051	0.366	23.377
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Eikenella	genus			0.436	0.046	0.0	0.099	0.104	51.948	0.023	0.0	0.05	0.059	38.961	0.018	0.0	0.054	0.044	29.87	0.087	0.0	0.223	0.305	40.26	0.0	0.0	0.0	0.0	0.0	0.436	0.023	1.06	0.463	92.208	0.363	0.029	0.86	0.362	92.208	0.028	0.0	0.074	0.046	51.948	0.024	0.0	0.052	0.073	25.974	0.075	0.0	0.106	0.29	28.571
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium	genus			8.529	0.243	0.0	0.921	0.422	81.818	0.163	0.0	0.466	0.243	81.818	0.315	0.0	0.184	2.048	46.753	0.031	0.0	0.1	0.065	41.558	0.002	0.0	0.0	0.01	3.896	6.067	0.43	13.251	5.697	96.104	8.529	1.164	17.617	6.172	96.104	0.178	0.0	0.444	0.302	70.13	0.018	0.0	0.065	0.039	32.468	0.191	0.0	0.219	1.165	46.753
Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae;Cardiobacterium	genus			0.166	0.006	0.0	0.02	0.018	16.883	0.005	0.0	0.013	0.023	15.584	0.01	0.0	0.0	0.075	6.494	0.002	0.0	0.0	0.012	3.896	0.0	0.0	0.0	0.0	0.0	0.132	0.0	0.393	0.221	70.13	0.166	0.0	0.481	0.247	75.325	0.006	0.0	0.018	0.02	14.286	0.0	0.0	0.0	0.004	1.299	0.002	0.0	0.0	0.015	3.896
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Solobacterium	genus			0.36	0.025	0.0	0.069	0.056	45.455	0.204	0.0	0.426	0.407	80.519	0.003	0.0	0.0	0.013	7.792	0.357	0.0	0.986	0.447	85.714	0.017	0.0	0.0	0.144	2.597	0.033	0.0	0.12	0.065	33.766	0.013	0.0	0.043	0.029	24.675	0.271	0.0	0.732	0.396	76.623	0.29	0.0	0.796	0.349	88.312	0.36	0.01	0.721	0.508	89.61
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Simonsiella	genus			0.468	0.001	0.0	0.0	0.005	6.494	0.468	0.0	1.232	1.743	16.883	0.122	0.0	0.0	1.033	7.792	0.004	0.0	0.0	0.024	6.494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	1.299	0.0	0.0	0.0	0.004	1.299	0.004	0.0	0.0	0.028	3.896	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.034	1.299
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Lancefieldella	genus			0.983	0.094	0.0	0.224	0.182	62.338	0.46	0.036	1.175	0.634	90.909	0.013	0.0	0.021	0.053	16.883	0.561	0.01	1.239	0.894	89.61	0.0	0.0	0.0	0.0	1.299	0.115	0.0	0.257	0.275	55.844	0.027	0.0	0.095	0.054	33.766	0.712	0.0	1.802	0.86	83.117	0.983	0.033	2.758	1.13	90.909	0.84	0.0	2.043	0.965	88.312
Bacteria;Saccharibacteria_(TM7);Saccharibacteria_(TM7)_[C-1];Saccharibacteria_(TM7)_[O-1];Saccharibacteria_(TM7)_[F-1];Saccharibacteria_(TM7)_[G-6]	genus			0.438	0.128	0.0	0.173	0.531	49.351	0.084	0.0	0.236	0.169	57.143	0.157	0.0	0.203	0.606	27.273	0.134	0.0	0.501	0.277	53.247	0.001	0.0	0.0	0.005	3.896	0.049	0.0	0.112	0.152	19.481	0.072	0.0	0.267	0.206	25.974	0.438	0.0	1.239	0.658	68.831	0.103	0.0	0.352	0.166	57.143	0.159	0.0	0.435	0.264	57.143
Bacteria;Gracilibacteria_(GN02);Gracilibacteria_(GN02)_[C-1];Gracilibacteria_(GN02)_[O-1];Gracilibacteria_(GN02)_[F-1];Gracilibacteria_(GN02)_[G-1]	genus			0.169	0.007	0.0	0.017	0.024	15.584	0.008	0.0	0.018	0.033	15.584	0.001	0.0	0.0	0.004	2.597	0.002	0.0	0.0	0.007	6.494	0.0	0.0	0.0	0.0	0.0	0.152	0.0	0.555	0.389	37.662	0.169	0.0	0.469	0.384	41.558	0.054	0.0	0.148	0.126	40.26	0.001	0.0	0.0	0.006	3.896	0.006	0.0	0.008	0.021	10.39
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ottowia	genus			0.099	0.014	0.0	0.0	0.069	7.792	0.001	0.0	0.0	0.006	2.597	0.0	0.0	0.0	0.002	1.299	0.001	0.0	0.0	0.011	1.299	0.0	0.0	0.0	0.0	0.0	0.099	0.0	0.11	0.422	18.182	0.048	0.0	0.042	0.25	15.584	0.004	0.0	0.0	0.025	3.896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae;Weeksellaceae_[G-1]	genus			0.109	0.084	0.0	0.127	0.239	41.558	0.004	0.0	0.017	0.013	15.584	0.109	0.0	0.19	0.507	33.766	0.102	0.0	0.117	0.465	35.065	0.0	0.0	0.0	0.0	0.0	0.066	0.0	0.157	0.161	40.26	0.093	0.0	0.323	0.168	49.351	0.072	0.0	0.111	0.208	37.662	0.0	0.0	0.0	0.002	1.299	0.051	0.0	0.073	0.203	23.377
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Mogibacterium;vescum	species	8	reads equally close to M. diversum, M. neglectum, and M. vescum were assigned one third to each taxon; 	0.092	0.011	0.0	0.036	0.018	48.052	0.068	0.0	0.168	0.091	84.416	0.002	0.0	0.002	0.006	10.39	0.082	0.0	0.203	0.117	81.818	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.036	0.035	32.468	0.004	0.0	0.01	0.012	19.481	0.059	0.0	0.185	0.079	74.026	0.091	0.0	0.257	0.103	84.416	0.092	0.0	0.196	0.097	84.416
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;sp._HMT_012	species	12		0.044	0.044	0.0	0.0	0.383	1.299	0.003	0.0	0.0	0.026	2.597	0.001	0.0	0.0	0.012	1.299	0.0	0.0	0.0	0.003	2.597	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.279	2.597	0.035	0.0	0.0	0.248	2.597	0.014	0.0	0.0	0.115	2.597	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.011	1.299
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;oralis	species	14		0.661	0.212	0.0	0.292	0.715	38.961	0.033	0.0	0.084	0.089	22.078	0.024	0.0	0.015	0.154	11.688	0.022	0.0	0.047	0.088	22.078	0.001	0.0	0.0	0.01	1.299	0.661	0.0	1.084	3.833	29.87	0.445	0.0	1.505	1.25	38.961	0.158	0.0	0.434	0.387	35.065	0.003	0.0	0.011	0.012	11.688	0.052	0.0	0.121	0.184	20.779
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;vestibularis	species	21	reads equally close to S. salivarius and S. vestibularis were assigned to S.salivarius, except for oligotypes V1V3_291 and V1V3_333 which were assigned to S. vestibularis; 	0.168	0.133	0.0	0.217	0.425	66.234	0.159	0.0	0.209	0.58	67.532	0.168	0.0	0.562	0.503	36.364	0.067	0.0	0.182	0.129	58.442	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.017	9.091	0.003	0.0	0.0	0.01	9.091	0.019	0.0	0.069	0.038	29.87	0.074	0.0	0.176	0.137	74.026	0.038	0.0	0.126	0.058	45.455
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Lautropia;mirabilis	species	22		4.871	0.845	0.0	1.875	2.034	85.714	0.327	0.0	0.878	0.651	76.623	0.07	0.0	0.216	0.107	59.74	0.152	0.0	0.563	0.348	53.247	0.001	0.0	0.0	0.004	2.597	4.075	0.03	12.861	5.88	92.208	4.871	0.029	13.481	6.034	90.909	1.809	0.0	5.145	3.564	83.117	0.038	0.0	0.127	0.087	42.857	0.328	0.0	0.502	1.323	59.74
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;vincentii	species	29	reads equally close to T. medium and T. vincentii were assigned half to each taxon; 	0.018	0.003	0.0	0.002	0.01	10.39	0.007	0.0	0.019	0.018	22.078	0.0	0.0	0.0	0.001	2.597	0.017	0.0	0.056	0.044	25.974	0.0	0.0	0.0	0.0	1.299	0.018	0.0	0.067	0.05	20.779	0.01	0.0	0.006	0.045	10.39	0.011	0.0	0.037	0.025	28.571	0.018	0.0	0.045	0.047	28.571	0.017	0.0	0.064	0.041	27.273
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;paraphrohaemolyticus	species	35	reads equally close to H. parahaemolyticus and H. paraphrohaemolyticus were assigned half to each taxon; 	0.49	0.074	0.0	0.165	0.17	55.844	0.113	0.0	0.194	0.547	53.247	0.49	0.0	1.446	1.076	57.143	0.091	0.0	0.233	0.268	38.961	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.011	0.037	16.883	0.002	0.0	0.008	0.007	15.584	0.042	0.0	0.091	0.135	31.169	0.003	0.0	0.0	0.012	9.091	0.042	0.0	0.105	0.118	32.468
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;sp._HMT_036	species	36		1.306	0.334	0.0	0.805	0.713	76.623	0.082	0.0	0.246	0.179	55.844	1.306	0.0	4.193	2.406	80.519	0.022	0.0	0.063	0.052	35.065	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.047	0.047	20.779	0.011	0.0	0.024	0.044	19.481	0.085	0.0	0.216	0.217	48.052	0.004	0.0	0.0	0.016	7.792	0.026	0.0	0.094	0.057	29.87
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;sp._HMT_044	species	44		0.145	0.012	0.0	0.044	0.033	19.481	0.11	0.0	0.369	0.252	38.961	0.145	0.0	0.183	0.898	20.779	0.06	0.0	0.155	0.173	31.169	0.0	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.192	9.091	0.005	0.0	0.0	0.026	3.896	0.112	0.0	0.333	0.263	38.961	0.099	0.0	0.146	0.367	31.169	0.093	0.0	0.232	0.221	37.662
Bacteria;Firmicutes;Bacilli;Bacillales;Gemellaceae;Gemella;morbillorum	species	46		0.272	0.087	0.0	0.223	0.18	62.338	0.078	0.0	0.215	0.201	53.247	0.039	0.0	0.111	0.111	36.364	0.137	0.0	0.124	0.469	54.545	0.0	0.0	0.0	0.0	0.0	0.272	0.0	0.669	0.3	81.818	0.217	0.0	0.602	0.278	83.117	0.06	0.0	0.161	0.122	46.753	0.007	0.0	0.025	0.017	20.779	0.088	0.0	0.147	0.305	45.455
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sp._HMT_056	species	56	reads equally close to S. parasanguinis clade 411,S. peroris, S. sp. HMT 056, and S. sp. HMT 057 were assigned one fourth to each taxon; 	0.115	0.061	0.0	0.152	0.102	76.623	0.065	0.0	0.183	0.072	77.922	0.072	0.0	0.256	0.153	48.052	0.07	0.0	0.195	0.087	76.623	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.152	0.092	48.052	0.06	0.0	0.153	0.128	50.649	0.041	0.0	0.092	0.095	48.052	0.115	0.005	0.257	0.129	90.909	0.053	0.0	0.128	0.11	58.442
