Taxonomy	Rank	HMT	Notes	Max	BM-mean	BM-sd	BM-prev	HP-mean	HP-sd	HP-prev	KG-mean	KG-sd	KG-prev	PT-mean	PT-sd	PT-prev	SUBP-mean	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-sd	SUPP-prev	SV-mean	SV-sd	SV-prev	TD-mean	TD-sd	TD-prev	TH-mean	TH-sd	TH-prev	NS-mean	NS-sd	NS-prev
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_247	species	247		0.153	0.001	0.007	5.882	0	0.001	7.143	0	0	2.778	0	0.002	6.452	0.153	1.229	17.143	0.002	0.014	5.882	0	0	2.778	0	0	2.941	0	0.001	9.091	0	0	0
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;sp._HMT_248	species	248		0.005	0	0.001	11.765	0.004	0.018	10.714	0.005	0.023	13.889	0.002	0.006	25.806	0	0.001	5.714	0	0	5.882	0.001	0.002	22.222	0.002	0.007	14.706	0.001	0.003	21.212	0	0	0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_251	species	251		0	0	0	0	0	0	0	0	0	0	0	0.001	3.226	0	0	2.857	0	0	0	0	0	0	0	0	0	0	0	6.061	0	0	0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_252	species	252		0.001	0	0.003	2.941	0	0	0	0	0.001	2.778	0.001	0.003	3.226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.03	0	0	0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_253	species	253		0.006	0	0.001	5.882	0	0	0	0	0	0	0.001	0.004	12.903	0.006	0.039	8.571	0.001	0.002	8.824	0	0.002	2.778	0	0	0	0	0.002	6.061	0	0	0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_254	species	254		0	0	0.003	2.941	0	0.001	3.571	0	0	0	0	0.002	3.226	0	0.002	5.714	0	0	0	0	0	2.778	0	0	0	0	0.001	3.03	0	0	0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_256	species	256		0.002	0.001	0.003	2.941	0	0	0	0	0	2.778	0.002	0.011	3.226	0	0	2.857	0	0	0	0	0	0	0	0	0	0	0.001	3.03	0	0	0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_257	species	257		0.171	0.009	0.039	8.824	0.002	0.009	10.714	0.001	0.003	8.333	0.02	0.096	12.903	0.171	1.458	11.429	0.001	0.006	8.824	0	0.001	5.556	0	0.001	5.882	0.002	0.007	12.121	0	0	0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_258	species	258		0.007	0.001	0.002	5.882	0	0	0	0	0	0	0.007	0.037	6.452	0.003	0.022	5.714	0	0	0	0	0.001	5.556	0	0	2.941	0.001	0.005	3.03	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;sp._HMT_259	species	259	Reads equally close to HMT 259 and 851 were assigned half to each taxon.; Reads equally close to HMT 259, 535, and 641 were assigned one-third to each taxon.; 	0.092	0.02	0.043	52.941	0.005	0.008	46.429	0.092	0.226	72.222	0.008	0.02	45.161	0.004	0.022	25.714	0.004	0.017	17.647	0.002	0.004	25	0.016	0.075	8.824	0.007	0.03	42.424	0	0	0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_260	species	260		0	0	0	2.941	0	0	0	0	0	0	0	0.001	3.226	0	0.001	5.714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_262	species	262		0.011	0.003	0.012	8.824	0.001	0.004	7.143	0.001	0.006	2.778	0.011	0.042	12.903	0.006	0.046	11.429	0	0.002	5.882	0	0.001	5.556	0	0	0	0.002	0.006	12.121	0	0	0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_268	species	268		0.018	0.002	0.005	11.765	0	0.002	7.143	0	0.002	2.778	0	0.002	12.903	0.011	0.031	48.571	0.018	0.044	35.294	0	0.001	8.333	0	0	0	0	0	3.03	0	0	0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_269	species	269		0.002	0	0	2.941	0	0	0	0	0	2.778	0	0.001	6.452	0.002	0.006	17.143	0.001	0.003	11.765	0	0.001	2.778	0	0	0	0	0.001	3.03	0	0	0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_270	species	270		0.018	0.002	0.01	5.882	0	0	3.571	0	0.001	2.778	0.001	0.007	6.452	0.018	0.089	14.286	0.002	0.007	5.882	0	0.002	5.556	0	0	0	0	0	0	0	0	0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_271	species	271		0	0	0	2.941	0	0	0	0	0	0	0	0.001	3.226	0	0	0	0	0	0	0	0.001	2.778	0	0	0	0	0.001	3.03	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;abscessus	species	272		0.004	0.002	0.005	14.706	0	0.001	14.286	0	0.001	5.556	0.001	0.003	16.129	0.004	0.016	17.143	0.002	0.012	8.824	0	0.001	11.111	0	0.001	5.882	0.002	0.013	9.091	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;endodontalis	species	273		1.107	0.208	0.577	58.824	0.048	0.097	53.571	0.019	0.072	52.778	1.107	3.753	67.742	0.751	3.14	65.714	0.112	0.365	44.118	0.065	0.131	63.889	0.005	0.013	35.294	0.148	0.291	66.667	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidales_[F-2];Bacteroidales_[G-2];bacterium_HMT_274	species	274		1.338	0.052	0.118	61.765	0.008	0.012	50	0.032	0.138	36.111	0.01	0.026	45.161	1.338	3.962	74.286	0.28	0.544	70.588	0.011	0.018	58.333	0.001	0.002	26.471	0.015	0.048	51.515	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;sp._HMT_275	species	275	Reads equally close to HMT 275, 277, and 278 were assigned one third to each taxon.; Reads equally close to HMT 275 and 278 were assigned half to each taxon.; 	0.179	0.019	0.054	55.882	0.046	0.139	60.714	0.017	0.051	47.222	0.006	0.013	41.935	0.179	0.59	71.429	0.098	0.193	79.412	0.043	0.092	52.778	0.006	0.018	41.176	0.011	0.028	45.455	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;sp._HMT_277	species	277	Reads equally close to HMT 277 and 278 were assigned half to each taxon.; Reads equally close to HMT 275, 277, and 278 were assigned one third to each taxon.; 	0.103	0.01	0.02	52.941	0.103	0.271	42.857	0.007	0.028	41.667	0.008	0.032	38.71	0.079	0.26	77.143	0.068	0.133	79.412	0.011	0.022	58.333	0.001	0.002	29.412	0.005	0.022	33.333	0.004	0.019	5
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;sp._HMT_278	species	278	Reads equally close to HMT 277 and 278 were assigned half to each taxon.; Reads equally close to HMT 275, 277, and 278 were assigned one third to each taxon.; Reads equally close to HMT 275 and 278 were assigned half to each taxon.; 	0.163	0.013	0.022	61.765	0.163	0.448	50	0.017	0.081	52.778	0.023	0.111	45.161	0.089	0.218	77.143	0.094	0.187	82.353	0.014	0.027	61.111	0.001	0.002	26.471	0.012	0.052	42.424	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;pasteri	species	279		5.952	1.243	1.969	94.118	2.969	6.605	96.429	1.137	2.074	97.222	1.917	3.876	96.774	0.845	2.577	94.286	1.211	2.225	97.059	5.952	7.991	94.444	1.898	2.75	100	1.597	2.737	100	0.01	0.027	25
Bacteria;Bacteroidetes;Bacteroidetes_[C-1];Bacteroidetes_[O-1];Bacteroidetes_[F-1];Bacteroidetes_[G-3];bacterium_HMT_280	species	280		0.005	0.002	0.006	11.765	0.001	0.003	10.714	0	0.002	2.778	0.005	0.017	12.903	0.005	0.024	14.286	0.001	0.005	11.765	0	0.001	8.333	0	0	0	0.001	0.002	15.152	0	0	0
Bacteria;Bacteroidetes;Bacteroidetes_[C-1];Bacteroidetes_[O-1];Bacteroidetes_[F-1];Bacteroidetes_[G-3];bacterium_HMT_281	species	281		0	0	0	0	0	0	0	0	0	0	0	0.001	6.452	0	0	5.714	0	0	0	0	0	0	0	0	0	0	0	3.03	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;junii	species	282		0.029	0	0	0	0	0	0	0	0	0	0.029	0.16	6.452	0	0	2.857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;catoniae	species	283		0.377	0.043	0.138	70.588	0.049	0.133	75	0.029	0.066	66.667	0.018	0.041	64.516	0.205	0.557	77.143	0.377	0.826	79.412	0.05	0.096	72.222	0.008	0.018	52.941	0.011	0.02	54.545	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;sp._HMT_284	species	284		0.127	0.017	0.028	58.824	0.033	0.092	67.857	0.019	0.047	58.333	0.004	0.008	41.935	0.093	0.227	71.429	0.127	0.176	82.353	0.035	0.063	66.667	0.003	0.006	47.059	0.004	0.007	45.455	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;sp._HMT_285	species	285		0.057	0.001	0.006	2.941	0.007	0.035	3.571	0.002	0.014	8.333	0.057	0.216	19.355	0.001	0.007	11.429	0.001	0.006	5.882	0.035	0.204	13.889	0.026	0.166	5.882	0.055	0.315	3.03	0	0	5
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella;sp._HMT_286	species	286		0.522	0.077	0.21	70.588	0.056	0.135	57.143	0.206	0.953	61.111	0.114	0.414	64.516	0.107	0.223	85.714	0.522	0.818	85.294	0.067	0.138	66.667	0.1	0.326	67.647	0.103	0.249	69.697	0	0.002	5
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;oulorum	species	288		0.186	0.037	0.091	64.706	0.009	0.019	53.571	0.006	0.014	38.889	0.059	0.265	54.839	0.13	0.318	77.143	0.186	0.316	85.294	0.014	0.024	61.111	0.015	0.067	29.412	0.043	0.147	57.576	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;maculosa	species	289		0.205	0.046	0.102	67.647	0.007	0.012	60.714	0.013	0.038	41.667	0.019	0.032	58.065	0.205	0.481	97.143	0.113	0.171	82.353	0.012	0.016	55.556	0.002	0.003	35.294	0.01	0.019	75.758	0	0	0
Bacteria;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Anaerococcus;sp._HMT_290	species	290		2.261	0	0	0	0	0.001	7.143	0	0	0	0	0.001	6.452	0	0.001	5.714	0	0	0	0	0	0	0	0	0	0	0	0	2.261	4.918	85
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;denticola	species	291		1.195	0.106	0.205	82.353	0.018	0.027	67.857	0.022	0.078	55.556	0.069	0.219	67.742	1.195	3.456	80	0.32	1.028	64.706	0.023	0.038	69.444	0.005	0.009	50	0.045	0.112	81.818	0	0	0
Bacteria;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Anaerococcus;sp._HMT_294	species	294		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Anaerococcus;sp._HMT_295	species	295		0.005	0	0	0	0	0	0	0	0	0	0	0.001	3.226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0.021	5
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;johnsonii	species	297		0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.857	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0.004	5
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;histicola	species	298	Reads equally close to HMT 298 and 572 were assigned half to each taxon.; 	2.692	0.324	0.867	88.235	0.747	1.265	92.857	0.059	0.163	69.444	2.037	3.956	96.774	0.045	0.14	74.286	0.134	0.495	58.824	2.267	5.347	86.111	1.703	2.46	88.235	2.692	5.257	100	0.001	0.002	5
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;nanceiensis	species	299		0.929	0.135	0.246	82.353	0.188	0.281	92.857	0.074	0.163	77.778	0.261	0.597	87.097	0.005	0.013	54.286	0.011	0.039	41.176	0.929	1.608	88.889	0.269	0.642	97.059	0.306	0.674	93.939	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp._HMT_300	species	300		0.241	0.025	0.075	52.941	0.004	0.008	42.857	0.014	0.074	33.333	0.004	0.012	32.258	0.241	0.694	88.571	0.134	0.437	70.588	0.01	0.022	44.444	0.001	0.002	11.765	0.003	0.004	42.424	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp._HMT_301	species	301		0.019	0.004	0.011	17.647	0.001	0.002	10.714	0	0	2.778	0	0.001	6.452	0.019	0.044	34.286	0.008	0.022	29.412	0.001	0.002	13.889	0	0	2.941	0	0.001	12.121	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;rava	species	302		0.171	0.012	0.02	61.765	0.039	0.067	60.714	0.002	0.006	27.778	0.17	0.311	58.065	0.006	0.016	57.143	0.001	0.004	17.647	0.077	0.273	38.889	0.067	0.256	58.824	0.171	0.345	69.697	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;pleuritidis	species	303		0.19	0.038	0.148	38.235	0.053	0.195	35.714	0.014	0.058	33.333	0.041	0.136	38.71	0.19	0.601	42.857	0.038	0.103	32.353	0.003	0.013	22.222	0.001	0.003	5.882	0.029	0.135	27.273	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp._HMT_304	species	304		0.179	0.006	0.025	8.824	0.001	0.003	7.143	0.001	0.005	8.333	0.179	0.955	6.452	0.016	0.13	11.429	0.001	0.003	5.882	0.002	0.005	8.333	0	0	2.941	0.082	0.455	6.061	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp._HMT_305	species	305		0.101	0.004	0.009	50	0.013	0.026	71.429	0.005	0.015	22.222	0.046	0.08	77.419	0.001	0.003	14.286	0	0.001	2.941	0.101	0.261	86.111	0.036	0.062	76.471	0.036	0.039	84.848	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp._HMT_306	species	306		1.34	0.065	0.119	73.529	0.197	0.332	82.143	0.08	0.258	55.556	1.34	3.25	93.548	0.025	0.082	57.143	0.025	0.103	44.118	0.445	1.271	83.333	0.839	2.464	94.118	1.011	1.378	96.97	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;salivae	species	307		1.518	0.149	0.241	82.353	0.284	0.353	100	0.103	0.255	55.556	0.546	0.662	96.774	0.039	0.139	65.714	0.077	0.16	52.941	1.518	2.753	97.222	0.516	0.701	100	1.055	1.662	100	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;sp._HMT_308	species	308		0.324	0.02	0.039	70.588	0.057	0.074	85.714	0.02	0.076	52.778	0.215	0.248	83.871	0.005	0.014	51.429	0.004	0.017	26.471	0.204	0.564	80.556	0.131	0.208	91.176	0.324	0.374	93.939	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp._HMT_309	species	309		0.137	0.026	0.127	29.412	0.014	0.045	50	0.019	0.068	11.111	0.024	0.046	54.839	0	0.001	20	0	0.001	8.824	0.137	0.408	52.778	0.047	0.126	52.941	0.089	0.167	63.636	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;oris	species	311		2.559	0.226	0.44	91.176	0.056	0.069	82.143	0.055	0.112	75	0.54	1.208	83.871	2.559	5.139	97.143	0.266	0.471	88.235	0.046	0.058	80.556	0.006	0.009	55.882	0.059	0.077	87.879	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;viridans	species	312		0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0.003	5
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;jejuni	species	313		2.443	0.111	0.194	91.176	0.498	0.688	92.857	0.116	0.356	58.333	2.443	5.763	93.548	0.018	0.069	77.143	0.04	0.213	44.118	0.654	0.958	91.667	1.228	1.943	97.059	2.394	3.755	93.939	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp._HMT_314	species	314		0.73	0.11	0.196	70.588	0.323	0.48	85.714	0.087	0.201	50	0.613	0.646	93.548	0.046	0.165	65.714	0.048	0.125	47.059	0.369	0.46	86.111	0.709	0.957	97.059	0.73	0.661	96.97	0	0.001	5
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp._HMT_315	species	315		0.011	0.001	0.003	17.647	0.001	0.003	10.714	0.001	0.004	11.111	0.011	0.023	29.032	0.005	0.019	31.429	0.002	0.007	14.706	0.005	0.014	13.889	0.001	0.003	8.824	0.005	0.009	42.424	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp._HMT_317	species	317		0.367	0.244	0.769	61.765	0.026	0.055	57.143	0.151	0.54	52.778	0.016	0.031	51.613	0.367	0.833	85.714	0.313	0.837	76.471	0.013	0.018	50	0.002	0.004	26.471	0.014	0.04	42.424	0	0	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae;Riemerella;sp._HMT_322	species	322		0.15	0.053	0.077	94.118	0.044	0.047	89.286	0.04	0.08	88.889	0.016	0.019	83.871	0.134	0.453	100	0.15	0.166	97.059	0.033	0.039	91.667	0.022	0.025	73.529	0.025	0.076	75.758	0	0	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp._HMT_323	species	323		0.133	0.002	0.007	17.647	0.017	0.086	10.714	0.001	0.003	19.444	0	0.001	9.677	0.125	0.705	77.143	0.133	0.374	79.412	0.001	0.002	16.667	0	0	2.941	0.005	0.026	6.061	0	0	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp._HMT_324	species	324		0.098	0.004	0.01	26.471	0.003	0.008	25	0.008	0.032	25	0	0.001	6.452	0.068	0.315	60	0.098	0.186	73.529	0.001	0.002	22.222	0	0.001	5.882	0	0	0	0	0	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;granulosa	species	325	Reads equally close to HMT 325 and 337 were assigned half to each taxon.; 	2.216	0.085	0.182	85.294	0.439	2.116	78.571	0.037	0.094	69.444	0.023	0.044	67.742	1.321	3.21	97.143	2.216	2.821	97.059	0.033	0.052	75	0.034	0.116	58.824	0.158	0.665	66.667	0	0	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;endodontalis	species	326		0.739	0.025	0.053	64.706	0.026	0.063	50	0.032	0.089	52.778	0.002	0.005	29.032	0.46	1.023	77.143	0.739	1.284	79.412	0.009	0.017	38.889	0.001	0.002	17.647	0.005	0.016	21.212	0	0	0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseriaceae_[G-1];bacterium_HMT_327	species	327		0.215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	5.556	0	0	0	0	0	0	0.215	0.638	20
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;leadbetteri	species	329		0.983	0.093	0.226	70.588	0.041	0.089	75	0.134	0.413	86.111	0.086	0.309	61.29	0.49	1.136	91.429	0.983	1.404	88.235	0.104	0.173	77.778	0.088	0.445	55.882	0.134	0.407	72.727	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;auricularis	species	331		0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.857	0	0	0	0	0	0	0	0	0	0	0	0	0.015	0.066	5
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp._HMT_332	species	332		0.246	0.038	0.195	26.471	0.001	0.004	7.143	0	0.002	16.667	0	0.001	6.452	0.027	0.162	28.571	0.246	1.221	26.471	0.003	0.008	16.667	0.001	0.003	11.765	0.002	0.005	21.212	0	0	0
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;massiliense	species	333		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.778	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp._HMT_334	species	334		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	2.941	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp._HMT_335	species	335		0.316	0.004	0.007	41.176	0.013	0.044	25	0.002	0.006	16.667	0.001	0.002	16.129	0.112	0.32	82.857	0.316	0.86	91.176	0.001	0.003	27.778	0	0.001	2.941	0.002	0.007	12.121	0	0	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp._HMT_336	species	336	Reads equally close to HMT 336 and 864 were assigned half to each taxon.; 	0.395	0.01	0.021	55.882	0.016	0.039	39.286	0.035	0.206	38.889	0.001	0.001	19.355	0.099	0.179	88.571	0.395	0.589	82.353	0.004	0.006	36.111	0	0.001	8.824	0.003	0.01	21.212	0	0	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;gingivalis	species	337	Reads equally close to HMT 325 and 337 were assigned half to each taxon.; 	1.354	0.062	0.091	79.412	0.125	0.29	78.571	0.082	0.134	75	0.044	0.077	58.065	0.973	2.636	97.143	1.354	1.88	100	0.097	0.167	77.778	0.099	0.191	67.647	0.075	0.131	75.758	0	0	0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp._HMT_338	species	338		0.094	0.003	0.008	29.412	0.004	0.014	21.429	0.014	0.055	22.222	0	0.001	6.452	0.094	0.241	57.143	0.023	0.04	52.941	0	0.002	11.111	0	0.001	5.882	0.001	0.003	12.121	0	0	0
Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Intrasporangiaceae;Janibacter;indicus	species	339		0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.857	0	0	0	0	0	0	0	0	0	0	0.001	3.03	0.001	0.002	15
Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Brevibacteriaceae;Brevibacterium;paucivorans	species	340		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	5
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;coyleae	species	341		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;panipatense	species	342		0.06	0	0.001	2.941	0	0.002	3.571	0	0	0	0.06	0.335	3.226	0.001	0.009	2.857	0	0	0	0	0	2.778	0	0	0	0	0.001	12.121	0	0	0
Bacteria;Absconditabacteria_(SR1);Absconditabacteria_(SR1)_[C-1];Absconditabacteria_(SR1)_[O-1];Absconditabacteria_(SR1)_[F-1];Absconditabacteria_(SR1)_[G-1];bacterium_HMT_345	species	345		0.297	0.008	0.016	38.235	0.005	0.011	28.571	0.051	0.14	19.444	0.297	0.831	45.161	0.01	0.035	25.714	0.018	0.048	38.235	0.049	0.115	36.111	0.022	0.085	35.294	0.163	0.488	51.515	0	0	0
Bacteria;Saccharibacteria_(TM7);Saccharibacteria_(TM7)_[C-1];Saccharibacteria_(TM7)_[O-1];Saccharibacteria_(TM7)_[F-1];Saccharibacteria_(TM7)_[G-1];bacterium_HMT_346	species	346		1.105	0.051	0.123	76.471	0.011	0.017	53.571	0.022	0.063	55.556	0.048	0.223	48.387	1.105	2.725	91.429	0.988	2.973	91.176	0.018	0.035	72.222	0.002	0.005	20.588	0.005	0.008	51.515	0	0	0
Bacteria;Saccharibacteria_(TM7);Saccharibacteria_(TM7)_[C-1];Saccharibacteria_(TM7)_[O-1];Saccharibacteria_(TM7)_[F-1];Saccharibacteria_(TM7)_[G-1];bacterium_HMT_347	species	347		0.326	0.012	0.038	47.059	0.035	0.134	28.571	0.009	0.028	27.778	0.001	0.003	9.677	0.326	1.881	82.857	0.068	0.132	61.765	0.002	0.004	30.556	0	0.001	5.882	0.005	0.018	12.121	0	0	0
Bacteria;Saccharibacteria_(TM7);Saccharibacteria_(TM7)_[C-1];Saccharibacteria_(TM7)_[O-1];Saccharibacteria_(TM7)_[F-1];Saccharibacteria_(TM7)_[G-1];bacterium_HMT_348	species	348		0.458	0.127	0.506	58.824	0.013	0.037	57.143	0.024	0.142	36.111	0.001	0.003	25.806	0.293	0.786	80	0.458	0.776	64.706	0.011	0.026	52.778	0.001	0.005	11.765	0.005	0.009	42.424	0	0	0
Bacteria;Saccharibacteria_(TM7);Saccharibacteria_(TM7)_[C-1];Saccharibacteria_(TM7)_[O-1];Saccharibacteria_(TM7)_[F-1];Saccharibacteria_(TM7)_[G-1];bacterium_HMT_349	species	349		1.13	0.068	0.232	58.824	0.011	0.033	50	0.048	0.28	38.889	0.003	0.009	25.806	1.13	2.756	77.143	0.391	0.686	64.706	0.014	0.027	44.444	0.002	0.003	26.471	0.004	0.007	39.394	0	0	0
Bacteria;Saccharibacteria_(TM7);Saccharibacteria_(TM7)_[C-1];Saccharibacteria_(TM7)_[O-1];Saccharibacteria_(TM7)_[F-1];Saccharibacteria_(TM7)_[G-2];bacterium_HMT_350	species	350		0.135	0.004	0.015	17.647	0	0.002	7.143	0.005	0.02	11.111	0.001	0.002	12.903	0.135	0.475	40	0.057	0.184	29.412	0.002	0.008	13.889	0	0	2.941	0.001	0.002	9.091	0	0	0
