Taxonomy	Rank	HMT	Notes	Max	BM-mean	BM-10p	BM-90p	BM-sd	BM-prev	HP-mean	HP-10p	HP-90p	HP-sd	HP-prev	KG-mean	KG-10p	KG-90p	KG-sd	KG-prev	PT-mean	PT-10p	PT-90p	PT-sd	PT-prev	ST-mean	ST-10p	ST-90p	ST-sd	ST-prev	SUBP-mean	SUBP-10p	SUBP-90p	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-10p	SUPP-90p	SUPP-sd	SUPP-prev	SV-mean	SV-10p	SV-90p	SV-sd	SV-prev	TD-mean	TD-10p	TD-90p	TD-sd	TD-prev	TH-mean	TH-10p	TH-90p	TH-sd	TH-prev
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_238	species	238		0.088	0.011	0.0	0.0	0.065	5.405	0.003	0.0	0.0	0.021	4.054	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.033	6.081	0.0	0.0	0.0	0.0	0.0	0.088	0.0	0.032	0.364	11.486	0.022	0.0	0.0	0.113	7.432	0.029	0.0	0.006	0.144	10.135	0.003	0.0	0.0	0.019	3.378	0.002	0.0	0.0	0.014	4.73
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_239	species	239		0.032	0.0	0.0	0.0	0.004	1.351	0.0	0.0	0.0	0.004	1.351	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.006	0.676	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.21	5.405	0.004	0.0	0.0	0.028	2.703	0.001	0.0	0.0	0.008	4.054	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.004	2.027
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_246	species	246		0.072	0.003	0.0	0.0	0.022	4.054	0.001	0.0	0.0	0.004	2.027	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.054	3.378	0.0	0.0	0.0	0.0	0.0	0.072	0.0	0.007	0.478	10.811	0.004	0.0	0.0	0.026	4.054	0.008	0.0	0.0	0.038	8.108	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.011	4.054
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;sp._HMT_248	species	248		0.499	0.009	0.0	0.0	0.044	6.757	0.007	0.0	0.0	0.043	6.757	0.499	0.0	0.033	2.157	11.486	0.03	0.0	0.002	0.26	10.135	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.037	4.054	0.004	0.0	0.0	0.036	4.054	0.023	0.0	0.051	0.081	12.162	0.001	0.0	0.0	0.006	4.73	0.016	0.0	0.0	0.079	9.459
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_253	species	253		0.04	0.002	0.0	0.0	0.015	3.378	0.001	0.0	0.0	0.005	2.027	0.001	0.0	0.0	0.008	0.676	0.026	0.0	0.034	0.156	12.162	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.054	0.161	14.865	0.015	0.0	0.0	0.077	6.081	0.01	0.0	0.0	0.055	7.432	0.0	0.0	0.0	0.003	0.676	0.005	0.0	0.0	0.024	6.081
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_254	species	254		0.011	0.001	0.0	0.0	0.005	2.027	0.0	0.0	0.0	0.003	0.676	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.008	1.351	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.063	4.054	0.0	0.0	0.0	0.003	0.676	0.003	0.0	0.0	0.018	4.054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.676
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_257	species	257	Reads equally close to T. amylovorum and T. sp. HMT 257 were assigned half to each taxon.; 	0.049	0.004	0.0	0.009	0.015	11.486	0.002	0.0	0.0	0.014	4.73	0.0	0.0	0.0	0.001	0.676	0.019	0.0	0.023	0.081	14.865	0.0	0.0	0.0	0.0	0.0	0.049	0.0	0.095	0.201	20.946	0.013	0.0	0.0	0.064	9.459	0.035	0.0	0.057	0.155	24.324	0.002	0.0	0.0	0.018	3.378	0.006	0.0	0.006	0.046	11.486
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_258	species	258	Reads equally close to T. sp. HMT 258 and 490 were assigned half to each taxon.; 	0.012	0.001	0.0	0.0	0.006	2.027	0.0	0.0	0.0	0.002	1.351	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.024	6.081	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.071	7.432	0.006	0.0	0.0	0.054	4.054	0.006	0.0	0.0	0.025	8.784	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.005	2.027
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;sp._HMT_259	species	259	Reads equally close to H. aegyptius, H. influenzae, and H. sp. HMT 259 were assigned one-third to each taxon.; 	0.087	0.0	0.0	0.0	0.002	2.703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.676	0.006	0.0	0.016	0.022	15.541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	1.351	0.0	0.0	0.0	0.001	1.351	0.002	0.0	0.0	0.008	8.784	0.0	0.0	0.0	0.001	2.027	0.087	0.0	0.002	0.96	10.811
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_260	species	260	Reads equally close to T. maltophilum and T. sp. HMT 260 were assigned half to each taxon.; 	0.091	0.003	0.0	0.0	0.017	9.459	0.001	0.0	0.0	0.004	4.73	0.0	0.0	0.0	0.002	2.027	0.012	0.0	0.036	0.042	18.243	0.0	0.0	0.0	0.0	0.0	0.091	0.0	0.208	0.207	49.324	0.032	0.0	0.076	0.093	31.081	0.006	0.0	0.021	0.015	26.351	0.0	0.0	0.0	0.002	3.378	0.003	0.0	0.002	0.012	10.135
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_263	species	263		0.019	0.001	0.0	0.0	0.01	1.351	0.001	0.0	0.0	0.005	2.027	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.021	2.703	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.228	0.676	0.0	0.0	0.0	0.006	0.676	0.002	0.0	0.0	0.015	2.703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	1.351
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_264	species	264		0.01	0.0	0.0	0.0	0.006	0.676	0.0	0.0	0.0	0.001	0.676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.122	0.676	0.0	0.0	0.0	0.003	0.676	0.003	0.0	0.0	0.042	0.676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_265	species	265		0.062	0.001	0.0	0.0	0.012	1.351	0.001	0.0	0.0	0.01	2.027	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.021	4.73	0.0	0.0	0.0	0.0	0.0	0.062	0.0	0.0	0.597	8.784	0.004	0.0	0.0	0.026	4.054	0.005	0.0	0.0	0.028	4.73	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.016	2.027
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_268	species	268	Reads equally close to T. socranskii, T. sp. HMT 268, and T. sp. HMT 269 were assigned one-third to each taxon.; 	0.297	0.009	0.0	0.016	0.056	25.676	0.003	0.0	0.006	0.016	10.811	0.0	0.0	0.0	0.002	3.378	0.027	0.0	0.069	0.065	45.946	0.0	0.0	0.0	0.0	0.0	0.297	0.0	0.848	0.401	73.649	0.129	0.0	0.392	0.293	62.838	0.027	0.0	0.073	0.044	56.081	0.003	0.0	0.01	0.01	18.919	0.01	0.0	0.023	0.033	30.405
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_269	species	269	Reads equally close to T. socranskii, T. sp. HMT 268, and T. sp. HMT 269 were assigned one-third to each taxon.; 	0.297	0.009	0.0	0.016	0.056	25.676	0.003	0.0	0.006	0.016	10.811	0.0	0.0	0.0	0.002	3.378	0.027	0.0	0.069	0.065	45.946	0.0	0.0	0.0	0.0	0.0	0.297	0.0	0.848	0.401	73.649	0.129	0.0	0.392	0.293	62.838	0.027	0.0	0.073	0.044	56.081	0.003	0.0	0.01	0.01	18.919	0.01	0.0	0.023	0.033	30.405
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Treponemataceae;Treponema;sp._HMT_270	species	270		0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.004	2.027	0.0	0.0	0.0	0.0	0.0	0.038	0.0	0.027	0.248	10.811	0.01	0.0	0.0	0.061	7.432	0.003	0.0	0.0	0.016	4.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.676
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;endodontalis	species	273		1.304	0.06	0.0	0.177	0.137	44.595	0.037	0.0	0.095	0.096	34.459	0.007	0.0	0.0	0.04	6.757	0.729	0.0	1.344	3.056	59.459	0.0	0.0	0.0	0.002	1.399	1.304	0.0	3.522	3.507	58.784	0.25	0.0	0.517	1.154	39.865	0.278	0.0	0.84	0.503	66.892	0.019	0.0	0.051	0.049	23.649	0.282	0.0	0.419	2.077	53.378
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidales_[F-2];Bacteroidales_[G-2];bacterium_HMT_274	species	274		1.198	0.051	0.0	0.076	0.252	33.784	0.013	0.0	0.031	0.044	18.243	0.003	0.0	0.0	0.016	5.405	0.159	0.0	0.129	0.667	30.405	0.0	0.0	0.0	0.0	0.0	1.198	0.0	3.522	2.025	62.162	0.449	0.0	1.671	0.905	54.054	0.149	0.0	0.367	0.287	64.865	0.004	0.0	0.0	0.017	9.459	0.015	0.0	0.043	0.042	20.27
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;sp._HMT_275	species	275	Reads equally close to P. catoniae and P. sp. HMT 275, 277, and 284 were assigned one-fourth to each taxon.; 	0.375	0.058	0.0	0.129	0.165	69.595	0.019	0.0	0.043	0.038	62.162	0.158	0.0	0.442	0.351	58.784	0.023	0.0	0.047	0.064	49.324	0.0	0.0	0.0	0.0	0.699	0.337	0.0	0.893	0.471	81.757	0.375	0.0	1.056	0.46	87.162	0.098	0.0	0.262	0.118	85.135	0.004	0.0	0.012	0.011	30.405	0.012	0.0	0.028	0.032	37.162
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;sp._HMT_277	species	277	Reads equally close to P. catoniae and P. sp. HMT 275, 277, and 284 were assigned one-fourth to each taxon.; 	0.375	0.058	0.0	0.129	0.165	69.595	0.019	0.0	0.043	0.038	62.162	0.158	0.0	0.442	0.351	58.784	0.023	0.0	0.047	0.064	49.324	0.0	0.0	0.0	0.0	0.699	0.337	0.0	0.893	0.471	81.757	0.375	0.0	1.056	0.46	87.162	0.098	0.0	0.262	0.118	85.135	0.004	0.0	0.012	0.011	30.405	0.012	0.0	0.028	0.032	37.162
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;sp._HMT_278	species	278	Reads equally close to P. pasteri and P. sp. HMT 278 were assigned half to each taxon.; 	2.4	1.408	0.069	3.193	1.825	95.27	1.773	0.063	4.06	1.757	94.595	0.286	0.0	0.556	0.764	71.622	1.781	0.025	4.513	2.061	92.568	0.0	0.0	0.0	0.002	3.497	0.87	0.0	2.843	1.341	84.459	1.026	0.0	3.257	1.344	82.432	2.4	0.168	5.59	2.261	97.297	2.163	0.011	6.007	2.775	93.919	1.771	0.013	4.801	2.174	90.541
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;pasteri	species	279	Reads equally close to P. pasteri and P. sp. HMT 278 were assigned half to each taxon.; 	2.4	1.408	0.069	3.193	1.825	95.27	1.773	0.063	4.06	1.757	94.595	0.286	0.0	0.556	0.764	71.622	1.781	0.025	4.513	2.061	92.568	0.0	0.0	0.0	0.002	3.497	0.87	0.0	2.843	1.341	84.459	1.026	0.0	3.257	1.344	82.432	2.4	0.168	5.59	2.261	97.297	2.163	0.011	6.007	2.775	93.919	1.771	0.013	4.801	2.174	90.541
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;catoniae	species	283	Reads equally close to P. catoniae and P. sp. HMT 275, 277, and 284 were assigned one-fourth to each taxon.; 	0.375	0.058	0.0	0.129	0.165	69.595	0.019	0.0	0.043	0.038	62.162	0.158	0.0	0.442	0.351	58.784	0.023	0.0	0.047	0.064	49.324	0.0	0.0	0.0	0.0	0.699	0.337	0.0	0.893	0.471	81.757	0.375	0.0	1.056	0.46	87.162	0.098	0.0	0.262	0.118	85.135	0.004	0.0	0.012	0.011	30.405	0.012	0.0	0.028	0.032	37.162
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;sp._HMT_284	species	284	Reads equally close to P. catoniae and P. sp. HMT 275, 277, and 284 were assigned one-fourth to each taxon.; 	0.375	0.058	0.0	0.129	0.165	69.595	0.019	0.0	0.043	0.038	62.162	0.158	0.0	0.442	0.351	58.784	0.023	0.0	0.047	0.064	49.324	0.0	0.0	0.0	0.0	0.699	0.337	0.0	0.893	0.471	81.757	0.375	0.0	1.056	0.46	87.162	0.098	0.0	0.262	0.118	85.135	0.004	0.0	0.012	0.011	30.405	0.012	0.0	0.028	0.032	37.162
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;sp._HMT_285	species	285		0.028	0.002	0.0	0.0	0.015	2.027	0.004	0.0	0.0	0.023	2.703	0.0	0.0	0.0	0.002	1.351	0.015	0.0	0.0	0.094	3.378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0	0.209	5.405	0.007	0.0	0.0	0.053	3.378	0.023	0.0	0.0	0.171	4.73
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella;sp._HMT_286	species	286	Reads equally close to T. sp. HMT 286 and 916 were assigned half to each taxon.; 	0.149	0.022	0.0	0.054	0.043	46.622	0.024	0.0	0.061	0.056	41.216	0.005	0.0	0.001	0.019	10.135	0.097	0.0	0.294	0.209	60.135	0.0	0.0	0.0	0.001	0.699	0.143	0.0	0.295	0.282	69.595	0.149	0.0	0.482	0.215	66.216	0.042	0.0	0.119	0.053	64.189	0.047	0.0	0.078	0.186	37.838	0.075	0.0	0.22	0.183	53.378
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;oulorum	species	288		0.315	0.036	0.0	0.098	0.078	44.595	0.017	0.0	0.047	0.048	26.351	0.028	0.0	0.029	0.123	12.162	0.072	0.0	0.253	0.181	38.514	0.0	0.0	0.0	0.0	0.0	0.315	0.0	0.801	0.655	70.27	0.211	0.0	0.73	0.412	58.784	0.24	0.0	0.56	0.355	79.73	0.01	0.0	0.02	0.031	16.216	0.046	0.0	0.089	0.169	31.081
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;maculosa	species	289		0.047	0.006	0.0	0.02	0.018	12.838	0.001	0.0	0.0	0.008	2.703	0.007	0.0	0.0	0.079	2.027	0.004	0.0	0.0	0.017	8.784	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.125	0.13	28.378	0.03	0.0	0.074	0.124	22.297	0.037	0.0	0.087	0.101	35.135	0.0	0.0	0.0	0.003	1.351	0.002	0.0	0.0	0.012	2.703
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;denticola	species	291		0.652	0.075	0.0	0.216	0.16	44.595	0.05	0.0	0.08	0.275	28.378	0.003	0.0	0.0	0.015	4.73	0.381	0.0	0.179	2.812	33.108	0.0	0.0	0.0	0.0	0.0	0.652	0.0	1.414	2.068	51.351	0.201	0.0	0.371	0.713	32.432	0.145	0.0	0.423	0.252	58.108	0.014	0.0	0.034	0.065	16.216	0.065	0.0	0.063	0.503	23.649
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;histicola	species	298	Reads equally close to P. histicola and P. sp. HMT 306 were assigned half to each taxon.; 	1.324	0.239	0.0	0.323	0.739	59.459	0.607	0.0	1.483	1.188	79.054	0.021	0.0	0.05	0.073	25.0	1.06	0.0	2.502	1.589	83.108	0.0	0.0	0.0	0.001	1.399	0.025	0.0	0.016	0.137	16.892	0.018	0.0	0.013	0.133	14.189	1.067	0.0	2.809	2.021	84.459	1.055	0.0	2.728	1.65	81.081	1.324	0.0	3.199	1.848	86.486
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;nanceiensis	species	299		1.657	0.294	0.0	0.691	0.513	86.486	0.766	0.042	1.826	1.048	91.892	0.346	0.0	0.857	0.82	61.486	0.61	0.0	1.463	0.821	89.189	0.0	0.0	0.0	0.002	1.399	0.032	0.0	0.079	0.095	29.054	0.028	0.0	0.084	0.079	31.081	1.657	0.098	3.961	2.495	94.595	1.236	0.011	2.985	1.916	89.865	0.557	0.0	1.32	0.696	83.108
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp._HMT_300	species	300	Reads equally close to P. sp. HMT 292, 293, and 300 were assigned one-third to each taxon.; 	0.084	0.009	0.0	0.023	0.025	26.351	0.009	0.0	0.014	0.045	20.27	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.03	0.027	27.027	0.0	0.0	0.0	0.0	0.0	0.084	0.0	0.245	0.182	62.162	0.042	0.0	0.105	0.108	38.514	0.032	0.0	0.084	0.077	56.081	0.003	0.0	0.004	0.02	10.811	0.003	0.0	0.009	0.009	16.216
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;rava	species	302		0.52	0.038	0.0	0.111	0.077	39.189	0.12	0.0	0.243	0.35	42.568	0.002	0.0	0.0	0.011	6.081	0.368	0.0	0.961	1.064	64.189	0.0	0.0	0.0	0.0	0.0	0.069	0.0	0.216	0.178	35.811	0.026	0.0	0.048	0.112	21.622	0.417	0.0	0.881	1.312	70.946	0.184	0.0	0.396	0.573	42.568	0.52	0.0	1.676	1.242	60.135
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;pleuritidis	species	303		0.544	0.024	0.0	0.086	0.058	24.324	0.01	0.0	0.038	0.036	14.865	0.002	0.0	0.0	0.014	2.703	0.133	0.0	0.215	0.485	26.351	0.0	0.0	0.0	0.0	0.0	0.544	0.0	1.866	1.423	33.108	0.082	0.0	0.217	0.309	22.297	0.097	0.0	0.288	0.259	40.541	0.004	0.0	0.014	0.014	11.486	0.031	0.0	0.079	0.117	22.973
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp._HMT_305	species	305	Reads equally close to P. sp. HMT 305 and 396 were assigned half to each taxon.; 	0.132	0.01	0.0	0.028	0.035	18.243	0.028	0.0	0.095	0.057	41.216	0.0	0.0	0.0	0.002	3.378	0.063	0.0	0.169	0.124	53.378	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.007	3.378	0.001	0.0	0.0	0.006	1.351	0.132	0.0	0.358	0.207	66.216	0.048	0.0	0.146	0.074	55.405	0.083	0.0	0.271	0.127	60.135
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp._HMT_306	species	306	Reads equally close to P. histicola and P. sp. HMT 306 were assigned half to each taxon.; 	1.324	0.239	0.0	0.323	0.739	59.459	0.607	0.0	1.483	1.188	79.054	0.021	0.0	0.05	0.073	25.0	1.06	0.0	2.502	1.589	83.108	0.0	0.0	0.0	0.001	1.399	0.025	0.0	0.016	0.137	16.892	0.018	0.0	0.013	0.133	14.189	1.067	0.0	2.809	2.021	84.459	1.055	0.0	2.728	1.65	81.081	1.324	0.0	3.199	1.848	86.486
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;salivae	species	307		1.508	0.137	0.0	0.478	0.249	56.757	0.405	0.0	1.004	0.585	83.108	0.029	0.0	0.057	0.112	21.622	0.698	0.0	2.173	1.017	83.784	0.001	0.0	0.0	0.004	2.098	0.072	0.0	0.12	0.282	23.649	0.038	0.0	0.078	0.151	22.297	1.508	0.057	3.781	2.194	93.919	0.65	0.0	1.565	0.912	81.081	1.014	0.023	2.638	1.201	89.865
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;sp._HMT_308	species	308		0.734	0.152	0.0	0.363	0.276	70.946	0.409	0.0	1.179	0.529	87.838	0.057	0.0	0.096	0.274	30.405	0.485	0.0	1.263	0.705	83.108	0.0	0.0	0.0	0.0	0.0	0.065	0.0	0.117	0.297	42.568	0.034	0.0	0.095	0.074	37.838	0.62	0.019	1.45	0.871	89.865	0.633	0.0	2.028	0.817	88.514	0.734	0.0	2.142	0.972	88.514
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp._HMT_309	species	309		0.313	0.013	0.0	0.028	0.041	17.568	0.034	0.0	0.094	0.098	25.676	0.001	0.0	0.0	0.011	2.027	0.129	0.0	0.401	0.299	37.838	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.04	3.378	0.001	0.0	0.0	0.006	1.351	0.313	0.0	0.669	0.881	48.649	0.081	0.0	0.15	0.254	31.757	0.168	0.0	0.457	0.433	43.243
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;oris	species	311		2.361	0.26	0.0	0.395	1.042	72.973	0.111	0.0	0.188	0.651	52.027	0.011	0.0	0.031	0.042	12.838	0.698	0.0	1.451	2.001	77.027	0.0	0.0	0.0	0.002	0.699	2.361	0.028	7.696	3.825	91.216	0.563	0.0	1.599	1.341	75.676	0.686	0.044	1.796	0.754	92.568	0.037	0.0	0.063	0.14	35.811	0.181	0.0	0.272	0.849	60.135
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;jejuni	species	313	Reads equally close to P. melaninogenica, P. scopos, and P. sp. HMT 313 and 314 were assigned one-fourth to each taxon.; Reads equally close to P. veroralis and P. sp. HMT 313 were assigned half to each taxon.; 	1.859	0.307	0.022	0.686	0.463	97.973	1.348	0.178	2.986	1.177	100.0	0.07	0.0	0.155	0.188	58.784	1.28	0.104	3.002	1.23	98.649	0.0	0.0	0.0	0.002	1.399	0.161	0.0	0.297	0.596	65.541	0.055	0.0	0.161	0.116	62.162	1.635	0.416	3.355	1.254	100.0	1.756	0.218	3.676	1.447	100.0	1.859	0.312	4.329	1.521	97.973
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp._HMT_314	species	314	Reads equally close to P. melaninogenica, P. scopos, and P. sp. HMT 313 and 314 were assigned one-fourth to each taxon.; 	1.324	0.187	0.009	0.453	0.303	93.243	0.874	0.091	2.048	0.928	97.297	0.052	0.0	0.132	0.161	54.73	0.761	0.063	1.772	0.858	97.297	0.0	0.0	0.0	0.0	0.699	0.121	0.0	0.29	0.343	63.514	0.051	0.0	0.161	0.101	61.486	1.023	0.228	2.194	0.927	99.324	1.324	0.133	2.831	1.219	98.649	0.989	0.096	2.058	1.048	96.622
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;sp._HMT_317	species	317		0.875	0.06	0.0	0.152	0.136	46.622	0.017	0.0	0.064	0.045	25.0	0.007	0.0	0.0	0.037	5.405	0.031	0.0	0.064	0.126	27.703	0.0	0.0	0.0	0.0	0.0	0.875	0.0	2.594	1.73	66.216	0.638	0.0	1.59	1.444	58.784	0.097	0.0	0.272	0.223	50.0	0.008	0.0	0.025	0.031	14.865	0.019	0.0	0.035	0.098	18.919
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae;Riemerella;sp._HMT_322	species	322		0.621	0.176	0.0	0.436	0.192	89.189	0.104	0.0	0.246	0.12	77.703	0.252	0.0	0.583	0.356	72.973	0.145	0.0	0.332	0.236	75.0	0.0	0.0	0.0	0.0	0.0	0.435	0.006	1.098	0.469	89.865	0.621	0.059	1.247	0.615	94.595	0.196	0.0	0.429	0.184	87.162	0.111	0.0	0.298	0.232	61.486	0.102	0.0	0.277	0.163	69.595
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp._HMT_323	species	323	Reads equally close to C. sp. HMT 323, 324, 336, and 412 were assigned one-fourth to each taxon.; 	0.108	0.01	0.0	0.018	0.033	31.757	0.004	0.0	0.009	0.016	16.892	0.002	0.0	0.0	0.013	4.73	0.003	0.0	0.006	0.009	13.514	0.0	0.0	0.0	0.0	0.0	0.108	0.0	0.325	0.205	64.865	0.104	0.0	0.312	0.174	60.811	0.019	0.0	0.057	0.04	50.0	0.001	0.0	0.0	0.003	8.784	0.001	0.0	0.005	0.003	12.162
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;sp._HMT_324	species	324	Reads equally close to C. sp. HMT 323, 324, 336, and 412 were assigned one-fourth to each taxon.; 	0.108	0.01	0.0	0.018	0.033	31.757	0.004	0.0	0.009	0.016	16.892	0.002	0.0	0.0	0.013	4.73	0.003	0.0	0.006	0.009	13.514	0.0	0.0	0.0	0.0	0.0	0.108	0.0	0.325	0.205	64.865	0.104	0.0	0.312	0.174	60.811	0.019	0.0	0.057	0.04	50.0	0.001	0.0	0.0	0.003	8.784	0.001	0.0	0.005	0.003	12.162
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;granulosa	species	325		1.568	0.13	0.0	0.262	0.38	66.892	0.049	0.0	0.103	0.172	45.27	0.003	0.0	0.0	0.015	8.108	0.243	0.0	0.493	1.005	47.297	0.0	0.0	0.0	0.001	0.699	0.9	0.0	3.096	1.397	78.378	1.568	0.0	4.408	2.349	82.432	0.264	0.0	0.786	0.419	72.297	0.045	0.0	0.073	0.172	31.757	0.128	0.0	0.231	0.394	43.919
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;endodontalis	species	326		0.518	0.036	0.0	0.105	0.112	27.027	0.006	0.0	0.015	0.02	13.514	0.004	0.0	0.0	0.029	3.378	0.008	0.0	0.026	0.028	14.865	0.0	0.0	0.0	0.0	0.0	0.518	0.0	1.546	1.023	59.459	0.5	0.0	1.683	0.928	61.486	0.054	0.0	0.126	0.122	47.297	0.001	0.0	0.0	0.007	4.73	0.004	0.0	0.015	0.013	11.486
