Taxonomy	Rank	HMT	Notes	Max	BM-mean	BM-sd	BM-prev	HP-mean	HP-sd	HP-prev	KG-mean	KG-sd	KG-prev	PT-mean	PT-sd	PT-prev	ST-mean	ST-sd	ST-prev	SUBP-mean	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-sd	SUPP-prev	SV-mean	SV-sd	SV-prev	TD-mean	TD-sd	TD-prev	TH-mean	TH-sd	TH-prev
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sp._HMT_066	species	66	Reads equally close to S. australis, S. cristatus clade 578, S. parasanguinis clades 411 and 721, S. sinensis, and S. sp. HMT 057 and 066 were divided equally among taxa.; 	0.849	0.163	0.203	99.324	0.495	0.445	100.0	0.032	0.071	56.081	0.419	0.384	97.973	0.001	0.004	16.084	0.049	0.089	79.054	0.073	0.112	86.486	0.311	0.326	100.0	0.849	0.737	100.0	0.476	0.395	99.324
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;oralis subsp._tigurinus_clade_070	species	70	Reads equally close to S. mitis, S. infantis, S. lactarius, S. oralis, S. peroris, and S. sp. HMT 061, 064, 074, and 423 were divided equally among taxa.; 	2.608	2.608	1.496	100.0	1.036	0.882	100.0	2.381	1.657	100.0	0.617	0.841	100.0	0.0	0.002	11.888	0.467	0.412	100.0	0.67	0.5	100.0	0.299	0.249	100.0	0.104	0.131	97.973	0.638	0.938	100.0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;oralis subsp._tigurinus_clade_071	species	71	Reads equally close to S. mitis, S. infantis, S. lactarius, S. oralis, S. peroris, and S. sp. HMT 061, 064, 074, and 423 were divided equally among taxa.; 	2.608	2.608	1.496	100.0	1.036	0.882	100.0	2.381	1.657	100.0	0.617	0.841	100.0	0.0	0.002	11.888	0.467	0.412	100.0	0.67	0.5	100.0	0.299	0.249	100.0	0.104	0.131	97.973	0.638	0.938	100.0
Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;striatum	species	72	Reads equally close to C. simulans and C. striatum were assigned half to each taxon.; 	0.044	0.001	0.01	2.027	0.032	0.213	6.757	0.0	0.003	2.027	0.001	0.011	2.703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.017	3.378	0.044	0.279	4.054	0.008	0.048	3.378
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;australis	species	73	Reads equally close to S. australis, S. cristatus clade 578, S. parasanguinis clades 411 and 721, S. sinensis, and S. sp. HMT 057 and 066 were divided equally among taxa.; 	0.849	0.163	0.203	99.324	0.495	0.445	100.0	0.032	0.071	56.081	0.419	0.384	97.973	0.001	0.004	16.084	0.049	0.089	79.054	0.073	0.112	86.486	0.311	0.326	100.0	0.849	0.737	100.0	0.476	0.395	99.324
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;sp._HMT_074	species	74	Reads equally close to S. infantis clade 638, S. oralis subsp. dentisani clade 058, and S. sp. HMT 061 and 074 were assigned one-fourth to each taxon.; Reads equally close to S. agalactiae, S. infantis clade 638, S. oralis subsp. dentisani clade 058, S. pyogenes, S. sanguinis, and S. sp. HMT 061 and 074 were assigned one-fifth each to S. infantis clade 638, S. oralis subsp. dentisani clade 058, S. sanguinis, and S. sp. HMT 061 and 074.; Reads equally close to S. mitis, S. infantis, S. lactarius, S. oralis, S. peroris, and S. sp. HMT 061, 064, 074, and 423 were divided equally among taxa.; 	5.005	4.921	3.796	100.0	5.005	4.093	100.0	4.401	4.519	99.324	2.001	2.395	100.0	0.001	0.005	12.587	0.314	0.678	92.568	0.357	0.984	93.243	1.103	0.778	100.0	1.292	0.942	100.0	2.417	2.651	100.0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Ruminococcaceae;Ruminococcaceae_[G-1];bacterium_HMT_075	species	75		1.593	0.03	0.084	34.459	0.068	0.185	44.595	0.002	0.009	4.73	0.149	0.355	51.351	0.0	0.001	0.699	0.064	0.14	35.811	0.084	0.233	39.189	1.593	3.345	85.135	0.104	0.342	39.189	0.211	0.479	64.189
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Oribacterium;sp._HMT_078	species	78		0.088	0.016	0.04	25.0	0.009	0.044	11.486	0.001	0.004	2.027	0.018	0.068	19.595	0.0	0.0	0.0	0.088	0.15	54.054	0.045	0.097	33.108	0.014	0.032	23.649	0.001	0.007	5.405	0.009	0.061	9.459
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcaceae_[G-7];bacterium_HMT_081	species	81	Reads equally close to HMT 081, 106, and 377 were assigned one-third to each taxon.; 	0.027	0.003	0.01	14.189	0.015	0.04	31.757	0.001	0.005	4.054	0.01	0.03	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.063	35.811	0.011	0.028	25.0	0.012	0.032	23.649
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoanaerobaculum;orale	species	82	Reads equally close to L. orale and L. umeanse were assigned half to each taxon.; 	1.0	0.131	0.166	84.459	0.386	0.448	95.946	0.05	0.217	40.541	0.76	0.754	97.297	0.0	0.0	0.0	0.141	0.264	70.946	0.141	0.237	68.919	0.315	0.312	96.622	0.853	0.976	98.649	1.0	1.264	98.649
Bacteria;Firmicutes;Clostridia;Eubacteriales;Ruminococcaceae;Ruminococcaceae_[G-2];bacterium_HMT_085	species	85		0.447	0.013	0.028	24.324	0.038	0.061	45.946	0.002	0.009	6.757	0.099	0.17	54.73	0.0	0.0	0.0	0.015	0.096	14.189	0.009	0.034	10.811	0.447	0.712	74.324	0.062	0.13	50.0	0.127	0.206	61.486
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospiraceae_[G-2];bacterium_HMT_096	species	96		1.35	0.112	0.431	39.189	0.374	0.887	52.703	0.007	0.028	11.486	0.99	1.911	62.838	0.0	0.0	0.0	0.046	0.372	4.73	0.046	0.488	9.459	0.171	0.358	45.946	0.856	1.951	61.486	1.35	2.363	62.838
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Stomatobaculum;sp._HMT_097	species	97	Reads equally close to S. longum, S. sp. HMT 097, and S. sp. HMT 910 were assigned one-third to each taxon.; 	0.31	0.089	0.184	61.486	0.189	0.284	79.73	0.009	0.037	16.216	0.298	0.416	79.054	0.0	0.002	0.699	0.003	0.015	10.135	0.006	0.022	17.568	0.184	0.233	81.081	0.31	0.404	83.784	0.264	0.383	81.081
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella;nonliquefaciens	species	98	Reads equally close to M. catarrhalis and M. nonliquefaciens were assigned half to each taxon.; 	0.378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	1.351	0.0	0.0	0.0	0.001	0.009	0.676	0.0	0.0	0.0	0.0	0.001	0.676	0.0	0.0	0.0	0.378	3.118	4.73
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;macacae	species	99	Reads equally close to N. flava, N. macacae, N. mucosa, and N. sicca were assigned one-fourth to each taxon.; 	1.078	0.383	0.794	86.486	0.196	0.557	81.757	0.115	0.325	57.432	0.091	0.309	66.892	0.0	0.0	0.0	0.633	1.147	85.811	1.078	1.515	93.243	0.422	0.581	87.162	0.025	0.05	58.784	0.069	0.14	65.541
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnospiraceae_[G-3];bacterium_HMT_100	species	100		0.172	0.029	0.067	29.73	0.042	0.101	31.081	0.003	0.012	8.784	0.138	0.427	39.865	0.0	0.0	0.0	0.125	0.173	64.865	0.172	0.271	64.189	0.078	0.185	38.514	0.071	0.207	29.054	0.115	0.338	31.081
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;perflava	species	101	Reads equally close to N. flavescens, N. perflava, and N. subflava were assigned one-third to each taxon.; 	3.409	0.571	0.736	94.595	1.492	1.818	95.946	0.087	0.189	58.108	1.594	2.048	94.595	0.0	0.0	0.699	0.223	0.472	64.865	0.332	0.591	77.027	1.409	1.647	97.297	3.409	3.784	95.946	1.712	2.376	95.946
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcaceae_[G-7];[Eubacterium]_yurii subsp._schtitka	species	106	Reads equally close to HMT 106 and 377 were assigned half to each taxon.; Reads equally close to HMT 081, 106, and 377 were assigned one-third to each taxon.; 	0.142	0.012	0.044	31.757	0.028	0.054	47.973	0.003	0.011	12.162	0.03	0.066	45.27	0.0	0.0	0.0	0.142	0.163	76.351	0.108	0.157	68.243	0.073	0.138	62.838	0.02	0.042	37.162	0.027	0.062	41.216
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lachnoanaerobaculum;umeaense	species	107	Reads equally close to L. orale and L. umeanse were assigned half to each taxon.; 	0.258	0.081	0.109	77.027	0.141	0.169	85.811	0.036	0.135	35.135	0.24	0.233	91.216	0.0	0.0	0.0	0.207	0.531	67.568	0.224	0.408	75.0	0.15	0.153	85.811	0.258	0.332	91.216	0.2	0.342	86.486
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Oribacterium;asaccharolyticum	species	108		0.38	0.032	0.086	29.73	0.102	0.184	57.432	0.007	0.037	7.432	0.224	0.372	64.189	0.0	0.0	0.0	0.006	0.048	3.378	0.004	0.025	6.081	0.38	0.557	72.297	0.221	0.306	70.946	0.346	0.473	68.919
Bacteria;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Parvimonas;sp._HMT_110	species	110	Reads equally close to P. micra, P. sp. HMT 110, and P. sp. HMT 393 were assigned one-third to each taxon.; 	0.198	0.022	0.039	55.405	0.08	0.125	68.243	0.008	0.041	13.514	0.138	0.268	80.405	0.0	0.002	2.098	0.198	0.226	87.838	0.048	0.065	68.919	0.057	0.069	75.676	0.064	0.114	56.757	0.075	0.158	72.297
Bacteria;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Parvimonas;micra	species	111	Reads equally close to P. micra, P. sp. HMT 110, and P. sp. HMT 393 were assigned one-third to each taxon.; 	0.198	0.022	0.039	55.405	0.08	0.125	68.243	0.008	0.041	13.514	0.138	0.268	80.405	0.0	0.002	2.098	0.198	0.226	87.838	0.048	0.065	68.919	0.057	0.069	75.676	0.064	0.114	56.757	0.075	0.158	72.297
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcus;stomatis	species	112	Reads equally close to P. anaerobius and P. stomatis were assigned half to each taxon.; 	0.086	0.015	0.035	34.459	0.073	0.105	70.946	0.002	0.01	10.811	0.07	0.106	70.946	0.0	0.002	1.399	0.024	0.065	31.757	0.006	0.02	20.27	0.086	0.14	70.946	0.043	0.06	66.216	0.083	0.145	73.649
Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Dialister;invisus	species	118		0.64	0.04	0.099	33.784	0.03	0.072	35.135	0.001	0.006	5.405	0.127	0.329	49.324	0.64	1.405	41.259	0.395	0.715	70.946	0.125	0.283	44.595	0.183	0.229	79.054	0.012	0.059	14.865	0.078	0.326	35.811
Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Anaeroglobus;geminatus	species	121		0.058	0.004	0.024	8.108	0.002	0.011	5.405	0.0	0.0	0.0	0.026	0.151	9.459	0.0	0.0	0.0	0.058	0.239	20.946	0.025	0.168	10.811	0.012	0.033	20.946	0.003	0.024	4.054	0.012	0.111	4.73
Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;micronuciformis	species	122		0.686	0.066	0.128	46.622	0.298	0.508	72.297	0.016	0.071	15.541	0.383	0.595	75.676	0.0	0.003	2.098	0.055	0.294	20.946	0.014	0.083	12.162	0.686	0.794	89.865	0.423	0.608	77.027	0.666	0.886	85.135
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;artemidis	species	124	Reads equally close to C. periodontii, S. artemidis, S. dianae, S. infelix, and S. spp. HMT 126, 133, 137, 138, 146, 479, 481, 892, 919, 920, 936, and 937 were divided equally among taxa.; 	0.072	0.003	0.007	47.297	0.002	0.003	37.162	0.012	0.051	29.054	0.009	0.028	56.081	0.0	0.0	0.0	0.072	0.078	93.243	0.059	0.074	89.189	0.021	0.035	85.135	0.001	0.002	18.243	0.004	0.014	46.622
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;flueggei	species	125	Reads equally close to S. flueggei, S. noxia, and S. sp. HMT 388 were assigned one-third to each taxon.; 	0.251	0.015	0.035	41.892	0.005	0.017	25.676	0.004	0.025	10.135	0.01	0.032	34.459	0.0	0.001	0.699	0.23	0.315	84.459	0.251	0.312	80.405	0.097	0.171	81.757	0.002	0.006	15.541	0.011	0.031	33.108
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp._HMT_126	species	126	Reads equally close to C. periodontii, S. artemidis, S. dianae, S. infelix, and S. spp. HMT 126, 133, 137, 138, 146, 479, 481, 892, 919, 920, 936, and 937 were divided equally among taxa.; 	0.072	0.003	0.007	47.297	0.002	0.003	37.162	0.012	0.051	29.054	0.009	0.028	56.081	0.0	0.0	0.0	0.072	0.078	93.243	0.059	0.074	89.189	0.021	0.035	85.135	0.001	0.002	18.243	0.004	0.014	46.622
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Veillonellaceae_[G-1];bacterium_HMT_129	species	129	Reads equally close to HMT 129, 132, and 150 were assigned one-third to each taxon.; 	0.054	0.001	0.006	8.108	0.001	0.004	4.73	0.0	0.001	1.351	0.003	0.017	10.135	0.0	0.0	0.0	0.054	0.127	41.216	0.016	0.044	27.027	0.016	0.03	40.541	0.0	0.001	2.027	0.0	0.002	4.054
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;noxia	species	130	Reads equally close to S. flueggei, S. noxia, and S. sp. HMT 388 were assigned one-third to each taxon.; 	0.251	0.015	0.035	41.892	0.005	0.017	25.676	0.004	0.025	10.135	0.01	0.032	34.459	0.0	0.001	0.699	0.23	0.315	84.459	0.251	0.312	80.405	0.097	0.171	81.757	0.002	0.006	15.541	0.011	0.031	33.108
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Veillonellaceae_[G-1];bacterium_HMT_132	species	132	Reads equally close to HMT 129, 132, and 150 were assigned one-third to each taxon.; 	0.054	0.001	0.006	8.108	0.001	0.004	4.73	0.0	0.001	1.351	0.003	0.017	10.135	0.0	0.0	0.0	0.054	0.127	41.216	0.016	0.044	27.027	0.016	0.03	40.541	0.0	0.001	2.027	0.0	0.002	4.054
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp._HMT_133	species	133	Reads equally close to C. periodontii, S. artemidis, S. dianae, S. infelix, and S. spp. HMT 126, 133, 137, 138, 146, 479, 481, 892, 919, 920, 936, and 937 were divided equally among taxa.; 	0.072	0.003	0.007	47.297	0.002	0.003	37.162	0.012	0.051	29.054	0.009	0.028	56.081	0.0	0.0	0.0	0.072	0.078	93.243	0.059	0.074	89.189	0.021	0.035	85.135	0.001	0.002	18.243	0.004	0.014	46.622
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Veillonellaceae_[G-1];bacterium_HMT_135	species	135	Reads equally close to HMT 135 and 155 were assigned half to each taxon.; 	0.062	0.004	0.012	14.189	0.003	0.016	6.757	0.0	0.002	0.676	0.002	0.008	8.108	0.0	0.0	0.0	0.062	0.13	42.568	0.03	0.069	31.081	0.029	0.054	44.595	0.0	0.001	1.351	0.001	0.004	5.405
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp._HMT_136	species	136	Reads equally close to S. sp. HMT 136, 149, and 478 were assigned one-third to each taxon.; 	0.748	0.016	0.034	47.297	0.06	0.093	71.622	0.002	0.007	8.784	0.162	0.307	75.676	0.0	0.0	0.0	0.022	0.061	41.892	0.012	0.035	28.378	0.748	1.129	89.865	0.065	0.112	66.216	0.234	0.312	87.162
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp._HMT_137	species	137	Reads equally close to C. periodontii, S. artemidis, S. dianae, S. infelix, and S. spp. HMT 126, 133, 137, 138, 146, 479, 481, 892, 919, 920, 936, and 937 were divided equally among taxa.; 	0.072	0.003	0.007	47.297	0.002	0.003	37.162	0.012	0.051	29.054	0.009	0.028	56.081	0.0	0.0	0.0	0.072	0.078	93.243	0.059	0.074	89.189	0.021	0.035	85.135	0.001	0.002	18.243	0.004	0.014	46.622
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp._HMT_138	species	138	Reads equally close to C. periodontii, S. artemidis, S. dianae, S. infelix, and S. spp. HMT 126, 133, 137, 138, 146, 479, 481, 892, 919, 920, 936, and 937 were divided equally among taxa.; 	0.072	0.003	0.007	47.297	0.002	0.003	37.162	0.012	0.051	29.054	0.009	0.028	56.081	0.0	0.0	0.0	0.072	0.078	93.243	0.059	0.074	89.189	0.021	0.035	85.135	0.001	0.002	18.243	0.004	0.014	46.622
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;dianae	species	139	Reads equally close to C. periodontii, S. artemidis, S. dianae, S. infelix, and S. spp. HMT 126, 133, 137, 138, 146, 479, 481, 892, 919, 920, 936, and 937 were divided equally among taxa.; 	0.072	0.003	0.007	47.297	0.002	0.003	37.162	0.012	0.051	29.054	0.009	0.028	56.081	0.0	0.0	0.0	0.072	0.078	93.243	0.059	0.074	89.189	0.021	0.035	85.135	0.001	0.002	18.243	0.004	0.014	46.622
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp._HMT_146	species	146	Reads equally close to C. periodontii, S. artemidis, S. dianae, S. infelix, and S. spp. HMT 126, 133, 137, 138, 146, 479, 481, 892, 919, 920, 936, and 937 were divided equally among taxa.; 	0.072	0.003	0.007	47.297	0.002	0.003	37.162	0.012	0.051	29.054	0.009	0.028	56.081	0.0	0.0	0.0	0.072	0.078	93.243	0.059	0.074	89.189	0.021	0.035	85.135	0.001	0.002	18.243	0.004	0.014	46.622
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sp._HMT_149	species	149	Reads equally close to S. sp. HMT 136, 149, and 478 were assigned one-third to each taxon.; 	0.748	0.016	0.034	47.297	0.06	0.093	71.622	0.002	0.007	8.784	0.162	0.307	75.676	0.0	0.0	0.0	0.022	0.061	41.892	0.012	0.035	28.378	0.748	1.129	89.865	0.065	0.112	66.216	0.234	0.312	87.162
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Veillonellaceae_[G-1];bacterium_HMT_150	species	150	Reads equally close to HMT 129, 132, and 150 were assigned one-third to each taxon.; 	0.054	0.001	0.006	8.108	0.001	0.004	4.73	0.0	0.001	1.351	0.003	0.017	10.135	0.0	0.0	0.0	0.054	0.127	41.216	0.016	0.044	27.027	0.016	0.03	40.541	0.0	0.001	2.027	0.0	0.002	4.054
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;sputigena	species	151	Reads equally close to S. sputigena and S. sp. HMT 442 were assigned half to each taxon.; 	0.131	0.008	0.022	25.0	0.008	0.018	30.405	0.014	0.061	13.514	0.037	0.09	41.892	0.0	0.0	0.0	0.131	0.237	66.892	0.072	0.178	47.297	0.131	0.303	68.243	0.009	0.018	33.108	0.036	0.076	53.378
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;thermophilus	species	152	Reads equally close to S. salivarius, S. thermophilus, and S. vestibularis were assigned to S. salivarius.; 	8.398	2.492	4.512	95.27	6.943	8.411	98.649	2.493	7.989	73.649	6.006	7.448	97.973	0.013	0.03	26.573	0.117	0.507	43.919	0.068	0.139	50.0	2.923	3.619	98.649	8.398	8.689	98.649	6.656	6.82	98.649
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Veillonellaceae_[G-1];bacterium_HMT_155	species	155	Reads equally close to HMT 135 and 155 were assigned half to each taxon.; 	0.062	0.004	0.012	14.189	0.003	0.016	6.757	0.0	0.002	0.676	0.002	0.008	8.108	0.0	0.0	0.0	0.062	0.13	42.568	0.03	0.069	31.081	0.029	0.054	44.595	0.0	0.001	1.351	0.001	0.004	5.405
Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;rogosae	species	158	Reads equally close to V. atypica, V. denticariosi, V. dispar, V. parvula, and V. rogosae were assigned one-fifth to each taxon.; 	2.319	0.574	0.559	100.0	1.169	0.775	100.0	0.281	0.595	91.216	1.414	0.87	100.0	0.007	0.038	29.371	0.797	1.112	98.649	0.753	0.856	100.0	2.319	1.193	100.0	2.01	0.966	100.0	1.553	0.848	100.0
Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;dispar	species	160	Reads equally close to V. atypica, V. denticariosi, V. dispar, V. parvula, and V. rogosae were assigned one-fifth to each taxon.; 	2.319	0.574	0.559	100.0	1.169	0.775	100.0	0.281	0.595	91.216	1.414	0.87	100.0	0.007	0.038	29.371	0.797	1.112	98.649	0.753	0.856	100.0	2.319	1.193	100.0	2.01	0.966	100.0	1.553	0.848	100.0
Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;parvula	species	161	Reads equally close to V. atypica, V. denticariosi, V. dispar, V. parvula, and V. rogosae were assigned one-fifth to each taxon.; 	2.319	0.574	0.559	100.0	1.169	0.775	100.0	0.281	0.595	91.216	1.414	0.87	100.0	0.007	0.038	29.371	0.797	1.112	98.649	0.753	0.856	100.0	2.319	1.193	100.0	2.01	0.966	100.0	1.553	0.848	100.0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Catonella;morbi	species	165		0.525	0.062	0.111	54.73	0.206	0.226	86.486	0.019	0.061	22.973	0.3	0.284	93.919	0.0	0.0	0.0	0.313	0.417	83.108	0.141	0.244	65.541	0.525	0.575	92.568	0.283	0.271	89.865	0.308	0.346	90.541
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptococcaceae;Peptococcus;sp._HMT_167	species	167		0.056	0.005	0.034	8.108	0.002	0.008	6.757	0.001	0.005	2.027	0.034	0.116	20.946	0.0	0.0	0.0	0.056	0.123	35.135	0.015	0.052	18.919	0.004	0.014	8.784	0.001	0.008	4.054	0.007	0.031	12.838
Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptococcaceae;Peptococcus;sp._HMT_168	species	168		0.047	0.011	0.027	18.919	0.045	0.077	41.216	0.001	0.006	3.378	0.036	0.054	44.595	0.0	0.0	0.0	0.01	0.043	10.811	0.008	0.026	12.162	0.033	0.069	37.838	0.041	0.079	41.216	0.047	0.083	41.892
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;sp._HMT_169	species	169	Reads equally close to A. naeslundii, A. oris, and A. sp. HMT 169, 170, 171, and 175 were divided equally among taxa.; 	0.536	0.119	0.282	83.108	0.026	0.07	73.649	0.03	0.083	47.973	0.014	0.099	41.216	0.0	0.0	1.399	0.446	0.901	95.946	0.536	0.911	97.297	0.027	0.036	77.703	0.003	0.006	31.757	0.015	0.074	50.676
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;sp._HMT_170	species	170	Reads equally close to A. naeslundii, A. sp. HMT 170, and A. sp. HMT 171 were assigned one-third to each taxon.; Reads equally close to A. naeslundii, A. oris, and A. sp. HMT 169, 170, 171, and 175 were divided equally among taxa.; 	0.165	0.025	0.074	49.324	0.009	0.065	34.459	0.006	0.023	20.27	0.004	0.028	15.541	0.0	0.001	1.399	0.151	0.273	87.162	0.165	0.318	84.459	0.006	0.009	39.189	0.001	0.004	8.784	0.004	0.029	16.216
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;sp._HMT_171	species	171	Reads equally close to A. naeslundii, A. sp. HMT 170, and A. sp. HMT 171 were assigned one-third to each taxon.; Reads equally close to A. naeslundii, A. oris, and A. sp. HMT 169, 170, 171, and 175 were divided equally among taxa.; 	0.671	0.128	0.295	83.784	0.033	0.131	75.676	0.03	0.085	47.973	0.016	0.114	42.568	0.0	0.001	2.098	0.561	0.999	97.297	0.671	0.973	97.973	0.03	0.037	79.054	0.004	0.008	33.784	0.016	0.076	52.027
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Schaalia;sp._HMT_172	species	172	Reads equally close to S. meyeri, S. odontolytica, S. lingnae [Not Validly Published], S. sp. HMT 172, and S. sp. HMT 180 were divided equally among taxa.; 	0.815	0.103	0.14	89.189	0.427	0.365	99.324	0.026	0.071	39.865	0.463	0.493	97.973	0.0	0.002	5.594	0.047	0.175	70.946	0.022	0.043	69.595	0.269	0.301	100.0	0.815	0.737	99.324	0.551	0.483	97.973
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;sp._HMT_175	species	175	Reads equally close to A. naeslundii, A. oris, and A. sp. HMT 169, 170, 171, and 175 were divided equally among taxa.; 	0.536	0.119	0.282	83.108	0.026	0.07	73.649	0.03	0.083	47.973	0.014	0.099	41.216	0.0	0.0	1.399	0.446	0.901	95.946	0.536	0.911	97.297	0.027	0.036	77.703	0.003	0.006	31.757	0.015	0.074	50.676
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;naeslundii	species	176	Reads equally close to A. naeslundii, A. sp. HMT 170, and A. sp. HMT 171 were assigned one-third to each taxon.; Reads equally close to A. naeslundii, A. oris, and A. sp. HMT 169, 170, 171, and 175 were divided equally among taxa.; 	0.807	0.139	0.301	83.784	0.036	0.132	76.351	0.033	0.088	50.676	0.018	0.115	42.568	0.0	0.001	2.098	0.691	1.102	97.297	0.807	1.042	97.973	0.033	0.039	80.405	0.004	0.01	33.784	0.022	0.091	54.054
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Schaalia;sp._HMT_180	species	180	Reads equally close to S. meyeri, S. odontolytica, S. lingnae [Not Validly Published], S. sp. HMT 172, and S. sp. HMT 180 were divided equally among taxa.; 	0.815	0.103	0.14	89.189	0.427	0.365	99.324	0.026	0.071	39.865	0.463	0.493	97.973	0.0	0.002	5.594	0.047	0.175	70.946	0.022	0.043	69.595	0.269	0.301	100.0	0.815	0.737	99.324	0.551	0.483	97.973
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Schaalia;lingnae	species	181	Reads equally close to S. meyeri, S. odontolytica, S. lingnae [Not Validly Published], S. sp. HMT 172, and S. sp. HMT 180 were divided equally among taxa.; 	0.815	0.103	0.14	89.189	0.427	0.365	99.324	0.026	0.071	39.865	0.463	0.493	97.973	0.0	0.002	5.594	0.047	0.175	70.946	0.022	0.043	69.595	0.269	0.301	100.0	0.815	0.737	99.324	0.551	0.483	97.973
Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Peptidiphaga;sp._HMT_183	species	183		0.533	0.045	0.229	24.324	0.013	0.093	15.541	0.036	0.418	5.405	0.006	0.024	10.811	0.0	0.0	0.0	0.533	1.244	67.568	0.5	0.891	68.919	0.014	0.041	22.973	0.001	0.005	4.054	0.006	0.017	14.189
