phage_id	Assembly.NCBI	SRA_Accession.NCBI	Submitters.NCBI	Release_Date.NCBI	Species.NCBI	Genus.NCBI	Family.NCBI	Molecule_type.NCBI	Sequence_Type.NCBI	Geo_Location.NCBI	USA.NCBI	Host.NCBI	Isolation_Source.NCBI	Collection_Date.NCBI	BioSample.NCBI	GenBank_Title.NCBI
PHAGE-0539	GCF_001042195.1		Patel,R.S., Lessor,L.E., Hernandez,A.C., Kuty Everett,G.F., Everett,G.F.K.	2015-06-27T01:19:13.360Z	Escherichia virus Pollock	Ithacavirus	Podoviridae	dsDNA	RefSeq			Escherichia coli				ViralProj287984
PHAGE-0540	GCF_001042235.1		Mirzaei,M.K., Eriksson,H., Kasuga,K., Haggard-Ljungquist,E., Nilsson,A.S., Khan Mirzaei,M.	2015-06-27T01:19:06.800Z	Escherichia virus SU10	Kuravirus	Podoviridae	dsDNA	RefSeq			Escherichia coli				ViralProj287992
PHAGE-0541	GCF_001042295.1		Liu,J., Yan,R., Zhong,Q., Ngo,S., Bangayan,N.J., Nguyen,L., Lui,T., Liu,M., Erfe,M.C., Craft,N., Tomida,S., Li,H., Bangayan,N.	2015-06-27T01:22:55.250Z	Propionibacterium virus PHL179M00	Pahexavirus	Siphoviridae	dsDNA	RefSeq			Cutibacterium acnes				ViralProj288004
PHAGE-0542	GCF_001042335.1		Liu,J., Yan,R., Zhong,Q., Ngo,S., Bangayan,N.J., Nguyen,L., Lui,T., Liu,M., Erfe,M.C., Craft,N., Tomida,S., Li,H., Bangayan,N.	2015-06-27T01:20:08.467Z	Propionibacterium virus PHL116M00	Pahexavirus	Siphoviridae	dsDNA	RefSeq			Cutibacterium acnes				ViralProj288012
PHAGE-0543	GCF_001042355.1		Liu,J., Yan,R., Zhong,Q., Ngo,S., Bangayan,N.J., Nguyen,L., Lui,T., Liu,M., Erfe,M.C., Craft,N., Tomida,S., Li,H., Bangayan,N.	2015-06-27T01:20:10.960Z	Propionibacterium phage PHL085N00	Pahexavirus	Siphoviridae	dsDNA	RefSeq			Cutibacterium acnes				ViralProj288016
PHAGE-0544	GCF_001042395.1		Liu,J., Yan,R., Zhong,Q., Ngo,S., Bangayan,N.J., Nguyen,L., Lui,T., Liu,M., Erfe,M.C., Craft,N., Tomida,S., Li,H., Bangayan,N.	2015-06-27T01:20:38.253Z	Propionibacterium virus PHL025M00	Pahexavirus	Siphoviridae	dsDNA	RefSeq			Cutibacterium acnes				ViralProj288024
PHAGE-0545	GCF_001190085.1		Arle,D., Li,J., Phou,S., Thure,K., Reddi,K., Villella,W., Bowman,C., Mould,D., Moberg-Parker,J., Hatfull,G.F., Sanders,E.R.	2015-07-31T15:50:09.473Z	Propionibacterium virus Wizzo	Pahexavirus	Siphoviridae	dsDNA	RefSeq	USA: Los Angeles, CA	CA	Cutibacterium acnes	skin	41015		ViralProj291270
PHAGE-0546	GCF_001190275.2		Chang,E., Clare,L., Mei,Y., Murguia,C., Tran,K., Reddi,K., Villella,W., Bowman,C., Mould,D., Moberg-Parker,J., Hatfull,G.F., Sanders,E.R.	2019-08-19T18:15:08.623Z	Propionibacterium virus Pirate	Pahexavirus	Siphoviridae	dsDNA	RefSeq	USA: Los Angeles, CA	CA	Cutibacterium acnes	skin	41369		ViralProj291264
PHAGE-0547	GCF_001190295.1		Capati,S., Mendez,S., Pumford,J., Reddi,K., Villella,W., Bowman,C., Mould,D., Moberg-Parker,J., Hatfull,G.F., Sanders,E.R.	2015-07-31T17:34:25.263Z	Propionibacterium virus Kubed	Pahexavirus	Siphoviridae	dsDNA	RefSeq	USA: Los Angeles, CA	CA	Cutibacterium acnes	skin	41008		ViralProj291268
PHAGE-0548	GCF_001190315.1		Cabrera,K., Thure,K., Wilson,K., Capati,S., Reddi,K., W, Villella, Bowman,C., Mould,D., Moberg-Parker,J., Hatfull,G.F., Sanders,E.R.	2015-07-31T17:34:36.667Z	Propionibacterium virus Solid	Pahexavirus	Siphoviridae	dsDNA	RefSeq	USA: Los Angeles, CA	CA	Cutibacterium acnes	skin	41015		ViralProj291272
PHAGE-0549	GCF_001190415.1		Abolhosn,R., Kang,M., Luu,T., Petru,V., Gray,D., McLaughlin,T., Stafford-Lewis,R., Yadev,A., Wilson,K., Lorenz,T., Benyamini,P., Vijanderan,J., Reddi,K., Villella,W., Bowman,C., Mould,D., Moberg-Parker,J., Hatfull,G.F., Sanders,E.R.	2015-07-31T17:35:02.230Z	Propionibacterium virus Procrass1	Pahexavirus	Siphoviridae	dsDNA	RefSeq	USA: Los Angeles, CA	CA	Cutibacterium acnes	skin	40814		ViralProj291263
PHAGE-0550	GCF_001190435.1		Echon,L., Gonzales,R., Van,K., Wang,K.X., Reddi,K., Villella,W., Bowman,C., Mould,D., Sanders,E.R., Hatfull,G.F., Moberg-Parker,J.	2015-07-31T17:35:13.283Z	Propionibacterium virus Lauchelly	Pahexavirus	Siphoviridae	dsDNA	RefSeq	USA: Los Angeles, CA	CA	Cutibacterium acnes	skin	41367		ViralProj291267
PHAGE-0551	GCF_001190455.1		Mould,D., Dang,A., Kong,G., Wang,C., Yu,J., Villella,W., Reddi,K., Hatfull,G.F., Moberg-Parker,J.	2015-07-31T17:35:23.463Z	Propionibacterium virus Stormborn	Pahexavirus	Siphoviridae	dsDNA	RefSeq	USA: Los Angeles, CA	CA	Cutibacterium acnes	skin	41372		ViralProj291271
PHAGE-0552	GCF_001190575.1		Asatrian,G., Khadararian,K., Meyerson,C., Reddy,L., Kawakita,M., Matsurra,J., Wong,C., Yabuno,J., Wilson,K., Thure,K., Capati,S., Lorenz,T., Benyamini,P., Vijanderan,J., Reddi,K., Villella,W., Bowman,C., Mould,D., Moberg-Parker,J., Hatfull,G.F., Sanders,E.R.	2015-07-31T17:36:15.843Z	Propionibacterium virus MrAK	Pahexavirus	Siphoviridae	dsDNA	RefSeq	USA: Los Angeles, CA	CA	Cutibacterium acnes	skin	40828		ViralProj291266
PHAGE-0553	GCF_001190695.1		Chen,V., Gong,J., Liu,N., Smithers,P., Tran,K., Capati,S., Reddi,K., Villella,W., Bowman,C., Mould,D., Moberg-Parker,J., Hatfull,G.F., Sanders,E.R.	2015-07-31T17:36:30.650Z	Propionibacterium virus Ouroboros	Pahexavirus	Siphoviridae	dsDNA	RefSeq	USA: Los Angeles, CA	CA	Cutibacterium acnes	skin	41551		ViralProj291265
PHAGE-0554	GCF_001190715.1		Bhondoekhan,F., Cheng,J., Hoang,A., Jain,R., Gonzales,R., Reddi,K., Villella,W., Bowman,C., Mould,D., Moberg-Parker,J., Hatfull,G.F., Sanders,E.R.	2015-07-31T17:36:35.370Z	Propionibacterium virus Attacne	Pahexavirus	Siphoviridae	dsDNA	RefSeq	USA: Los Angeles, CA	CA	Cutibacterium acnes	skin	41367		ViralProj291269
PHAGE-0555	GCF_001190735.1		Covarrubias,K., Kang,Y., Yan,K., Song,S.H., Wilson,K., Reddi,K., Villella,W., Bowman,C., Mould,D., Moberg-Parker,J., Hatfull,G.F., Sanders,E.R.	2015-07-31T17:36:38.030Z	Propionibacterium virus SKKY	Pahexavirus	Siphoviridae	dsDNA	RefSeq	USA: Los Angeles, CA	CA	Cutibacterium acnes	skin	41005		ViralProj291273
PHAGE-0556	GCF_001275495.1		Brede,D.A., Snipen,L.G., Ussery,D.W., Nederbragt,A.J., Nes,I.F., Solheim,M., Aakra,A.	2015-08-29T01:00:14.603Z	Enterococcus phage EF62phi		Podoviridae	dsDNA	RefSeq			Enterococcus faecalis 62			SAMN02603509	ViralProj159663
PHAGE-0557	GCF_001275515.1		Geng,J., Huang,S.C., Li,S., Hu,S., Chen,Y.Y., Huang,S.-C., Chen,Y.-Y.M.	2015-08-29T01:00:12.017Z	Streptococcus phage YMC-2011	Moineauvirus	Siphoviridae	dsDNA	RefSeq			Streptococcus salivarius 57.I			SAMN02603111	ViralProj162151
PHAGE-0558	GCF_001308415.1		Smith,D.L., Rooks,D.J., Fogg,P.C., Darby,A.C., Thomson,N.R., McCarthy,A.J., Allison,H.E., Fogg,P.C.M., Thompson,N.R., Thompson,N.J.	2015-10-09T01:00:22.937Z	Escherichia virus 24B	Traversvirus	Podoviridae	dsDNA	RefSeq			Escherichia coli O157:H7				ViralProj298069
PHAGE-0559	GCF_001308435.1		Zhang,X., Wang,S., Guo,T., Kong,J.	2015-10-09T01:00:25.947Z	Lactobacillus phage phiPYB5		Siphoviridae	dsDNA	RefSeq			Lactobacillus fermentum				ViralProj298073
PHAGE-0560	GCF_001308535.1		Bull,J.J., Vimr,E.R., Molineux,I.J.	2015-10-09T01:00:44.540Z	Escherichia virus K1H	Kagunavirus	Siphoviridae	dsDNA	RefSeq			Escherichia coli				ViralProj298066
PHAGE-0561	GCF_001308695.1		Lee,Y., Park,J., Chang,H., Ryu,T.	2015-10-09T01:01:05.897Z	Staphylococcus phage SA1		Myoviridae	dsDNA	RefSeq	South Korea		Staphylococcus aureus	feces			ViralProj298068
PHAGE-0562	GCF_001308815.1		Bull,J.J., Vimr,E.R., Molineux,I.J.	2015-10-09T01:01:18.260Z	Escherichia virus K1G	Kagunavirus	Siphoviridae	dsDNA	RefSeq			Escherichia coli				ViralProj298067
PHAGE-0563	GCF_001310115.1		Liao,W.C., Ng,W.V., Lin,I.H., Syu,W.J., Liu,T.T., Chang,C.H., Goodridge,L., Gallaccio,A., Griffiths,M.W., Liao,C.P., Syu,W. Jr., Chang,T.C., Ding,H.C., Chen,S., Yu,S.L., Ko,K.L., Chen,C.S., Chang,Y.C., Yu,S., Ding,H., Seah,J., Wu,K., Chang,Y., Chang,K.S., Tam,M.F., Syu,W., Ronner,A.B., Cliver,D.O.	2015-10-10T01:01:07.037Z	Escherichia virus AR1	Tequatrovirus	Myoviridae	dsDNA	RefSeq			Escherichia coli O157:H7				ViralProj298081
PHAGE-0564	GCF_001310155.1		Santos,T.M., Bicalho,R.C.	2015-10-10T01:02:20.843Z	Escherichia virus CVM10	Jilinvirus	Myoviridae	dsDNA	RefSeq			Escherichia coli	urine			ViralProj298083
PHAGE-0565	GCF_001433645.1		Smith,R., O'Hara,M., Hobman,J.L., Millard,A.D., Millard,A.	2015-11-06T01:00:22.543Z	Escherichia virus slur16	Vequintavirus	Myoviridae	dsDNA	RefSeq			Escherichia coli				ViralProj301070
PHAGE-0566	GCF_001447045.1		Smith,R., O'Hara,M., Hobman,J.L., Millard,A.D., Millard,A.	2015-11-20T01:01:30.540Z	Escherichia phage slur14	Tequatrovirus	Myoviridae	dsDNA	RefSeq			Escherichia coli				ViralProj302552
PHAGE-0567	GCF_001447065.1		Yin,S., Rusconi,B., Sanjar,F., Goswami,K., Xiaoli,L., Eppinger,M., Dudley,E.G., Ed,D.	2015-11-20T01:02:06.843Z	Escherichia virus PA2	Oslovirus	Podoviridae	dsDNA	RefSeq			Escherichia coli PA2				ViralProj302553
PHAGE-0568	GCF_001470035.1		Cui,X., Yang,H.	2015-12-19T01:00:07.710Z	Pseudomonas phage C11	Pakpunavirus	Myoviridae	dsDNA	RefSeq	China		Pseudomonas aeruginosa				ViralProj306230
PHAGE-0569	GCF_001470055.3		Tong,Y., Zhang,X., An,X., Mi,Z.	2018-09-20T11:56:04.197Z	Enterococcus phage vB_EfaS_IME197		Siphoviridae	dsDNA	RefSeq	China		Enterococcus faecalis				ASM147005v2
PHAGE-0570	GCF_001470095.1		Liu,Y., Guo,X., Tang,J., Liu,F., Fan,H., Yan,Y., Xu,Y., Shi,Y.	2015-12-19T01:00:15.530Z	Acinetobacter virus PD6A3	Friunavirus	Autographiviridae	dsDNA	RefSeq			Acinetobacter baumannii				ViralProj306286
PHAGE-0571	GCF_001470195.1		Alvez,F., Que,Y.A., Mamin,A., Resch,G.	2015-12-19T01:00:28.980Z	Klebsiella virus Kp2	Drulisvirus	Autographiviridae	dsDNA	RefSeq	Switzerland: Vidy, Lausanne		Klebsiella pneumoniae		42078		ViralProj306342
PHAGE-0572	GCF_001470235.1		Chang,K.C., Lin,N.T., Hu,A., Lin,Y.S., Chen,L.K., Lai,M.J., Lai,M.-J., Lin,N.-T., Chen,L.-K., Chang,K.-C.	2015-12-19T01:00:34.060Z	Acinetobacter virus phiAB1	Friunavirus	Autographiviridae	dsDNA	RefSeq			Acinetobacter baumannii				ViralProj306350
PHAGE-0573	GCF_001470255.1		Jeon,J., Yong,D., Lee,K.	2015-12-19T01:00:36.113Z	Pseudomonas phage YMC11/02/R656		Siphoviridae	dsDNA	RefSeq	South Korea		Pseudomonas aeruginosa				ViralProj306354
PHAGE-0574	GCF_001470335.1		McCullor,K.A., King,C.J., Postoak,B.M., McShan,W.M.	2015-12-19T01:00:47.890Z	Streptococcus phage A25		Siphoviridae	dsDNA	RefSeq	France		Streptococcus pyogenes				ViralProj306284
PHAGE-0575	GCF_001470435.1		Pourcel,C., Midoux,C., Bourkaltseva,M., Pleteneva,E., Krylov,V.	2015-12-19T01:01:01.980Z	Pseudomonas virus PM105	Beetrevirus	Siphoviridae	dsDNA	RefSeq	Russia		Pseudomonas aeruginosa				ViralProj306340
PHAGE-0576	GCF_001470495.1		McShan,W.M., Nguyen,S.V., Lin,S., Clifton,S.W., Roe,B.A., Ferretti,J.J.	2015-12-19T01:01:07.843Z	Streptococcus phage T12		Siphoviridae	dsDNA	RefSeq	USA		Streptococcus pyogenes		23389		ViralProj306352
PHAGE-0577	GCF_001470515.1		Volozhantsev,N.V., Krasilnikova,V.M., Komisarova,E.V., Kislichkina,A.A., Myakinina,V.P.	2015-12-19T01:01:09.140Z	Klebsiella virus KpV41	Drulisvirus	Autographiviridae	dsDNA	RefSeq	Russia		Klebsiella pneumoniae				ViralProj306356
PHAGE-0578	GCF_001470555.1		Grande,L., Michelacci,V., Tozzoli,R., Ranieri,P., Maugliani,A., Caprioli,A., Morabito,S., Karch,H., Mariani-Kurkdjian,P., Schmidt,H., Minelli,F., Bingen,E.	2015-12-19T01:01:11.673Z	Escherichia virus 191	Oslovirus	Podoviridae	dsDNA	RefSeq	France		Escherichia coli O111:H2		1992		ViralProj306275
PHAGE-0579	GCF_001470595.1		Zhang,Y., Laing,C., Kropinski,A., Gannon,V.	2015-12-19T01:01:14.447Z	Enterobacteria phage VT2phi_272	Oslovirus	Podoviridae	dsDNA	RefSeq			Escherichia coli				ViralProj306277
PHAGE-0580	GCF_001470635.1		Liu,Y., Guo,X., Tang,J., Liu,F., Fan,H., Yan,Y., Xu,Y., Shi,Y.	2015-12-19T01:01:18.130Z	Acinetobacter virus PDAB9	Friunavirus	Autographiviridae	dsDNA	RefSeq			Acinetobacter baumannii				ViralProj306285
PHAGE-0581	GCF_001470815.1	SRR2510828,SRR2510829,SRR2510832	Volozhantsev,N.V., Popova,A.V., Krasilnikova,V.M., Bogun,A.G.	2015-12-19T01:01:33.123Z	Klebsiella phage vB_KpnM_KB57		Myoviridae	dsDNA	RefSeq	Russia		Klebsiella pneumoniae		42156	SAMN04087261	ViralProj306364
PHAGE-0582	GCF_001470835.2		Tong,Y., Zhang,X., An,X., Mi,Z.	2019-03-17T18:12:47.130Z	Enterococcus phage vB_EfaP_IME195		Podoviridae	dsDNA	RefSeq	China		Enterococcus faecalis				ViralProj306279
PHAGE-0583	GCF_001470875.1		Varga,M., Pantucek,R., Ruzickova,V., Doskar,J.	2015-12-19T01:01:37.417Z	Staphylococcus phage phiJB	Phietavirus	Siphoviridae	dsDNA	RefSeq	Czech Republic		Staphylococcus aureus		40756		ViralProj306287
PHAGE-0584	GCF_001470955.1		Alekseeva,A.E., Alkhovsky,S.V., Tochilina,A.G., Brusnigina,N.F., Solov'eva,I.V.	2015-12-19T01:01:43.207Z	Propionibacterium phage PA1-14	Pahexavirus	Siphoviridae	dsDNA	RefSeq	Russia		Cutibacterium acnes	feces	41772		ViralProj306339
PHAGE-0585	GCF_001470975.1		Alvez,F., Que,Y.A., Mamin,A., Resch,G.	2015-12-19T01:01:44.040Z	Klebsiella virus Kp1	Przondovirus	Autographiviridae	dsDNA	RefSeq	Switzerland: Vidy, Lausanne		Klebsiella pneumoniae		42064		ViralProj306343
PHAGE-0586	GCF_001471055.2		Li,E., Wei,X., Ma,Y., Yin,Z., Li,H., Lin,W., Wang,X., Li,C., Shen,Z., Zhao,R., Yang,H., Jiang,A., Yang,W., Yuan,J., Zhao,X.	2016-06-12T01:01:04.757Z	Enterobacter phage phiEap-2	Cornellvirus	Siphoviridae	dsDNA	RefSeq			Klebsiella aerogenes				ViralProj306366
PHAGE-0587	GCF_001500395.1		Gozdek,A., Dabrowski,K., Lobocka,M.	2016-01-07T01:04:44.677Z	Pseudomonas virus PS24	Nankokuvirus	Myoviridae	dsDNA	RefSeq			Pseudomonas aeruginosa				ViralProj307710
PHAGE-0588	GCF_001500495.1		Chen,M., Zhang,W.	2016-01-07T01:09:52.930Z	Escherichia virus pro483	Peduovirus	Myoviridae	dsDNA	RefSeq			Escherichia coli				ViralProj307730
PHAGE-0589	GCF_001500515.1		Hoyles,L., Murphy,J., Neve,H., Heller,K.J., Turton,J.F., Mahony,J., Sanderson,J.D., Hudspith,B., Gibson,G.R., McCartney,A.L., van Sinderen,D.	2016-01-07T01:07:07.640Z	Klebsiella virus KLPN1	Webervirus	Drexlerviridae	dsDNA	RefSeq			Klebsiella pneumoniae	feces			ViralProj307734
PHAGE-0590	GCF_001500615.1		Melo,L.D.R., Veiga,P., Cerca,N., Kropinski,A.M., Azeredo,J., Almeida,C., Sillankorva,S.	2016-01-07T01:09:30.580Z	Proteus phage vB_PmiM_Pm5461		Myoviridae	dsDNA	RefSeq	Portugal		Proteus mirabilis		40791		ViralProj307754
PHAGE-0591	GCF_001500655.1		Eriksson,H., Maciejewska,B., Latka,A., Majkowska-Skrobek,G., Hellstrand,M., Melefors,O., Wang,J.-T., Kropinski,A.M., Drulis-Kawa,Z., Nilsson,A.S.	2016-01-07T01:10:41.027Z	Klebsiella virus SU552A	Drulisvirus	Autographiviridae	dsDNA	RefSeq	Sweden		Klebsiella pneumoniae		2010-02		ViralProj307762
PHAGE-0592	GCF_001500795.2		Liu,Y., Bai,C., Tong,Y., Mi,Z., An,X., Huang,Y., Li,P., Yuan,Y., Niu,W., Liu,H., Liu,X., Zhang,Z.	2019-03-06T18:14:39.627Z	Acinetobacter virus IME200	Friunavirus	Autographiviridae	dsDNA	RefSeq	China		Acinetobacter baumannii		42268		ViralProj307790
PHAGE-0593	GCF_001500835.1		Smith,R., O'Hara,M., Hobman,J.L., Millard,A.D., Millard,A.	2016-01-07T01:13:57.563Z	Escherichia phage slur05	Dhillonvirus	Siphoviridae	dsDNA	RefSeq			Escherichia coli				ViralProj307798
PHAGE-0594	GCF_001500855.2		Keen,E.C., Bliskovsky,V.V., Malagon,F., Baker,J.D., Prince,J.S., Klaus,J.S., Adhya,S.L.	2019-03-06T18:14:43.750Z	Escherichia virus SUSP1	Suspvirus	Myoviridae	dsDNA	RefSeq	USA		Escherichia coli str. K-12 substr. MG1655		41898		ViralProj307802
PHAGE-0595	GCF_001500915.1		Volozhantsev,N.V., Myakinina,V.P., Popova,A.V., Kislichkina,A.A., Komisarova,E.V., Knyazeva,A.I., Krasilnikova,V.M., Fursova,N.K., Svetoch,E.A., Volozhantsev,N.	2016-01-07T01:15:34.653Z	Klebsiella virus KpV289	Przondovirus	Autographiviridae	dsDNA	RefSeq	Russia		Klebsiella pneumoniae				ViralProj307814
PHAGE-0596	GCF_001500935.1		Shneider,M., Miroshnikov,K., Schetinin,A., Alhovsky,S.	2016-01-07T01:16:23.297Z	Klebsiella virus K5	Przondovirus	Autographiviridae	dsDNA	RefSeq	Russia		Klebsiella pneumoniae		41315		ViralProj307818
PHAGE-0597	GCF_001500955.1		Alves,D.R., Perez-Esteban,P., Kot,W., Bean,J.E., Arnot,T., Hansen,L.H., Enright,M.C., Jenkins,A.T., Jenkins,A.T.A.	2016-01-07T01:16:36.033Z	Pseudomonas phage DL54	Bruynoghevirus	Podoviridae	dsDNA	RefSeq			Pseudomonas aeruginosa PAO1				ViralProj307822
PHAGE-0598	GCF_001500995.1		Alves,D.R., Perez-Esteban,P., Kot,W., Bean,J.E., Arnot,T., Hansen,L.H., Enright,M.C., Jenkins,A.T., Jenkins,A.T.A.	2016-01-07T01:19:54.173Z	Pseudomonas virus DL60	Pbunavirus	Myoviridae	dsDNA	RefSeq			Pseudomonas aeruginosa PAO1				ViralProj307055
PHAGE-0599	GCF_001501055.1		Woznica,W., Dabrowski,K., Glowacka,A., Izak,D., Hejnowicz,M., Gawor,J., Gromadka,R., Weber-Dabrowska,B., Lobocka,M.B., Lobocka,M.	2016-01-07T01:18:43.270Z	Pseudomonas virus PS44	Pbunavirus	Myoviridae	dsDNA	RefSeq			Pseudomonas aeruginosa				ViralProj307711
PHAGE-0600	GCF_001501095.1		Nguyen,D.T., Lessor,L.E., Cahill,J.L., Rasche,E.S., Kuty Everett,G.F., Everett,G.F.K.	2016-01-07T01:20:30.300Z	Klebsiella virus Sushi	Webervirus	Drexlerviridae	dsDNA	RefSeq			Klebsiella pneumoniae				ViralProj307719
PHAGE-0601	GCF_001501155.1		Chen,M., Zhang,W.	2016-01-07T01:21:13.040Z	Escherichia virus pro147	Peduovirus	Myoviridae	dsDNA	RefSeq			Escherichia coli				ViralProj307731
PHAGE-0602	GCF_001501195.1		Shneider,M.M., Klumpp,J., Miroshnikov,K.A., Leiman,P.G.	2016-01-07T01:21:53.013Z	Acinetobacter virus Fri1	Friunavirus	Autographiviridae	dsDNA	RefSeq	Switzerland		Acinetobacter baumannii		41100		ViralProj307739
PHAGE-0603	GCF_001501275.1		Melo,L.D.R., Veiga,P., Cerca,N., Kropinski,A.M., Azeredo,J., Almeida,C., Sillankorva,S.	2016-01-07T01:23:33.037Z	Proteus virus Pm5460	Acadevirus	Autographiviridae	dsDNA	RefSeq			Proteus mirabilis		40791		ViralProj307755
PHAGE-0604	GCF_001501315.1		Eriksson,H., Maciejewska,B., Latka,A., Majkowska-Skrobek,G., Hellstrand,M., Melefors,O., Wang,J.-T., Kropinski,A.M., Drulis-Kawa,Z., Nilsson,A.S.	2016-01-07T01:23:43.083Z	Klebsiella virus SU503	Drulisvirus	Autographiviridae	dsDNA	RefSeq	Sweden		Klebsiella pneumoniae		2010-02		ViralProj307763
PHAGE-0605	GCF_001501335.1		Rousseau,G.M., Moineau,S.	2016-01-07T01:24:13.090Z	Lactococcus virus CB14	Skunavirus	Siphoviridae	dsDNA	RefSeq	Canada		Lactococcus lactis		2003		ViralProj307767
PHAGE-0606	GCF_001501375.1		Rousseau,G.M., Moineau,S., Tremblay,D.M., Tegoni,M., Spinelli,S., Campanacci,V., Blangy,S., Huyghe,C., Desmyter,A., Labrie,S., Cambillau,C., Drolet,G., Ledeboer,A.M., de Haard,H.J.W.	2016-01-07T01:24:23.047Z	Lactococcus virus Sl4	Skunavirus	Siphoviridae	dsDNA	RefSeq	Canada		Lactococcus lactis		1996		ViralProj307775
PHAGE-0607	GCF_001501495.1		Smith,R., O'Hara,M., Hobman,J.L., Millard,A.D., Millard,A.	2016-01-07T01:27:03.120Z	Escherichia phage slur02	Tequatrovirus	Myoviridae	dsDNA	RefSeq			Escherichia coli				ViralProj307799
PHAGE-0608	GCF_001501535.1		Shigehisa,R., Uchiyama,J., Kato,S., Takemura-Uchiyama,I., Ujihara,T., Sakaguchi,Y., Okamoto,N., Shimakura,H., Daibata,M., Sakaguchi,M., Matsuzaki,S.	2016-01-07T01:28:03.157Z	Pseudomonas virus KPP21	Luzseptimavirus	Podoviridae	dsDNA	RefSeq			Pseudomonas aeruginosa				ViralProj307807
PHAGE-0609	GCF_001501575.1		Peters,D.L., Lynch,K.H., Stothard,P., Dennis,J.J.	2016-01-07T01:28:13.387Z	Stenotrophomonas phage vB_SmaS-DLP_2	Septimatrevirus	Siphoviridae	dsDNA	RefSeq	Canada: Edmonton		Stenotrophomonas maltophilia		41791	SAMN03451614	ViralProj307815
PHAGE-0610	GCF_001501595.1		Alves,D.R., Perez-Esteban,P., Kot,W., Bean,J.E., Arnot,T., Hansen,L.H., Enright,M.C., Jenkins,A.T., Jenkins,A.T.A.	2016-01-07T01:29:13.130Z	Pseudomonas virus DL68	Pbunavirus	Myoviridae	dsDNA	RefSeq			Pseudomonas aeruginosa PAO1				ViralProj307819
PHAGE-0611	GCF_001501655.1		Carstens,A.B., Kot,W., Hansen,L.H.	2016-01-07T01:30:03.403Z	Escherichia virus Cajan	Seuratvirus	Siphoviridae	dsDNA	RefSeq			Escherichia coli K-12	feces			ViralProj307831
PHAGE-0612	GCF_001501915.1		Bollivar,D.W., Bernardoni,B., Bockman,M.R., Miller,B.M., Russell,D.A., Delesalle,V.A., Krukonis,G.P., Hatfull,G.F., Cross,M.R., Szewczyk,M.M., Eppurath,A.	2016-01-07T01:34:37.397Z	Rhodobacter virus RcCronus	Cronusvirus	Siphoviridae	dsDNA	RefSeq	USA: Bloomington, IL	IL	Rhodobacter capsulatus YW1		41297		ViralProj307728
PHAGE-0613	GCF_001501955.1		Dalmasso,M., de Haas,E., Neve,H., Strain,R., Cousin,F.J., Stockdale,S.R., Ross,R.P., Hill,C.	2016-01-07T01:35:33.140Z	Streptococcus phage APCM01		Siphoviridae	dsDNA	RefSeq			Streptococcus mutans				ViralProj307736
PHAGE-0614	GCF_001502015.1		Khalifa,L., Coppenhagen-Glazer,S., Shlezinger,M., Kott-Gutkowski,M., Adini,O., Beyth,N., Hazan,R.	2016-01-07T01:36:38.267Z	Enterococcus virus EFLK1	Kochikohdavirus	Herelleviridae	dsDNA	RefSeq	Israel		Enterococcus faecalis		41985		ViralProj307748
PHAGE-0615	GCF_001502055.1		Wang,J., Niu,Y.D., Chen,J., McAllister,T.A., Stanford,K.	2016-01-07T01:37:34.780Z	Escherichia virus AYO145A	Felixounavirus	Myoviridae	dsDNA	RefSeq	Canada		Escherichia coli O145:NM		2013		ViralProj307756
PHAGE-0616	GCF_001502095.1		Monson,R., Foulds,I., Foweraker,J., Welch,M., Salmond,G.P., Monson,R.E., Salmond,G.	2016-01-07T01:37:48.447Z	Pseudomonas phage PhiPA3	Phikzvirus	Myoviridae	dsDNA	RefSeq			Pseudomonas aeruginosa				ViralProj307764
PHAGE-0617	GCF_001502115.1		Rousseau,G.M., Moineau,S.	2016-01-07T01:38:08.210Z	Lactococcus virus CB13	Skunavirus	Siphoviridae	dsDNA	RefSeq	Canada		Lactococcus lactis		2003		ViralProj307768
PHAGE-0618	GCF_001502215.1		Tong,Y., Zhang,X., An,X., Mi,Z.	2016-01-07T01:40:18.270Z	Enterococcus virus IME196	Efquatrovirus	Siphoviridae	dsDNA	RefSeq	China		Enterococcus faecalis				ViralProj307788
PHAGE-0619	GCF_001502275.1		Smith,R., O'Hara,M., Hobman,J.L., Millard,A.D., Millard,A.	2016-01-07T01:41:28.310Z	Escherichia phage slur01	Seuratvirus	Siphoviridae	dsDNA	RefSeq			Escherichia coli				ViralProj307800
PHAGE-0620	GCF_001502335.1		El Haddad,L., Roy,J.-P., Khalil,G.E., St-Gelais,D., Champagne,C.P., Labrie,S., Moineau,S.	2016-01-07T01:42:15.397Z	Staphylococcus phage vB_SauS_phi2	Triavirus	Siphoviridae	dsDNA	RefSeq	Canada		Staphylococcus aureus		2011-07		ViralProj307812
PHAGE-0621	GCF_001502375.1		Alves,D.R., Perez-Esteban,P., Kot,W., Bean,J.E., Arnot,T., Hansen,L.H., Enright,M.C., Jenkins,A.T., Jenkins,A.T.A.	2016-01-07T01:43:58.847Z	Pseudomonas phage DL64	Litunavirus	Podoviridae	dsDNA	RefSeq			Pseudomonas aeruginosa PAO1				ViralProj307820
