Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700014982-AKE	S700016069-AKE	S700016160-AKE	S700016325-AKE	S700016366-AKE	S700016582-AKE	S700016637-AKE	S700016939-AKE	S700021866-AKE	S700021904-AKE	S700023003-AKE	S700023086-AKE	S700023220-AKE	S700023253-AKE	S700023410-AKE	S700023467-AKE	S700023521-AKE	S700023568-AKE	S700023778-AKE	S700023835-AKE	S700023892-AKE	S700023958-AKE	S700024015-AKE	S700024056-AKE	S700024119-AKE	S700024177-AKE	S700024223-AKE	S700024282-AKE	S700024330-AKE	S700024369-AKE	S700024423-AKE	S700024482-AKE	S700024531-AKE	S700024578-AKE	S700024627-AKE	S700024663-AKE	S700024723-AKE	S700024780-AKE	S700024817-AKE	S700024894-AKE	S700024938-AKE	S700024988-AKE	S700033008-AKE	S700033171-AKE	S700033465-AKE	S700033767-AKE	S700037064-AKE	S700037212-AKE	S700037460-AKE	S700037572-AKE	S700037724-AKE	S700038043-AKE	S700038239-AKE	S700038376-AKE	S700038462-AKE	S700038510-AKE	S700038558-AKE	S700038606-AKE	S700038714-AKE	S700038773-AKE	S700038990-AKE	S700095390-AKE	S700095447-AKE	S700097271-AKE	S700097331-AKE	S700097668-AKE	S700098307-AKE	S700098399-AKE	S700098972-AKE	S700099039-AKE	S700099099-AKE	S700099627-AKE	S700099783-AKE	S700100267-AKE	S700101675-AKE	S700102279-AKE	S700102625-AKE	S700102942-AKE	S700103317-AKE	S700103458-AKE	S700103597-AKE	S700103633-AKE	S700103684-AKE	S700105077-AKE	S700105136-AKE	S700105193-AKE	S700105250-AKE	S700105384-AKE	S700105429-AKE	S700105504-AKE	S700105602-AKE	S700105658-AKE	S700105697-AKE	S700105818-AKE	S700105868-AKE	S700105916-AKE	S700105948-AKE	S700106372-AKE	S700106424-AKE	S700106532-AKE	S700106591-AKE	S700106627-AKE	S700106675-AKE	S700106849-AKE	S700106888-AKE	S700106958-AKE	S700113083-AKE	S700113130-AKE	S700113515-AKE	S700113590-AKE	S700113628-AKE	S700113686-AKE	S700113830-AKE	S700113944-AKE	S700114029-AKE	S700114137-AKE	S700114201-AKE	S700114258-AKE	S700114399-AKE	S700114470-AKE	S700114529-AKE	S700114570-AKE	S700114627-AKE	S700114691-AKE	S700114739-AKE	S700114789-AKE	S700114846-AKE	S700114894-AKE	S700114951-AKE	S700114999-AKE	S700116229-AKE	S700116316-AKE	S700116370-AKE	S700116580-AKE	S700116631-AKE	S700116790-AKE	S700116850-AKE	S700117012-AKE	S700117672-AKE	S700117729-AKE	S700117840-AKE	S700117966-AKE	S700118450-AKE
Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;sp. HMT-780	species	780	2940		2.004	6.181	5.257	0.0	5.557	17.989	0.396	5.214	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.236	0.29	6.627	3.421	0.0	3.504	0.0	0.453	0.012	0.0	2.776	0.736	0.034	0.04	0.0	10.23	0.013	0.265	6.851	5.757	8.684	0.045	14.247	17.007	19.489	11.081	6.779	0.083	14.31	0.128	5.013	0.0	5.942	7.406	0.317	1.863	0.0	0.0	0.8	0.0	0.444	15.027	0.922	0.0	0.0	0.16	0.14	0.0	0.0	1.83	0.0	2.546	0.0	0.0	7.824	0.0	0.0	3.982	0.0	0.114	0.0	2.277	0.011	4.308	6.893	0.0	0.017	1.602	0.776	0.0	0.0	0.0	5.645	0.024	0.141	7.985	15.975	0.0	2.709	0.0	0.125	0.027	0.911	1.976	0.0	7.378	0.0	6.138	7.733	2.318	0.252	0.0	0.0	0.0	0.0	0.0	1.953	3.783	0.0	0.157	0.0	10.892	1.303	0.0	1.392	0.0	0.008	6.741	2.023	2.472	2.572	0.0	3.957	0.0	0.0	18.256	0.08	0.0	9.694	0.0	0.009	0.0	15.503	8.656	0.0	4.006	0.0	0.862
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;hwasookii	species	953	3093	Reads equidistant to HMT-202 and HMT-953 were assigned to each taxon in proportion to the abundance of HMT-202 and HMT-953 individually at this body site (AKE).	0.021	0.007	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.251	0.015	0.0	0.0	0.0	0.0	0.384	0.0	0.03	0.003	0.202	0.045	0.0	0.045	0.0	0.066	0.505	0.008	0.0	0.041	0.0	0.0	0.0	0.0	0.023	0.016	0.0	0.0	0.078	0.0	0.024	0.016	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.381	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.011	0.0	0.0	0.069	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.059	0.0	0.0	0.046	0.0	0.039	0.008	0.0	0.0	0.0	0.013	0.016	0.112	0.0	0.0	0.0	0.06	0.045	0.014	0.012	0.0	0.026	0.0	0.0	0.01	0.0	0.009	0.0	0.457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.393	0.0	0.227	0.286	0.0	0.0	0.011	0.096	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;animalis	species	420	2681		0.073	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.013	0.0	0.062	0.0	0.0	0.0	0.015	0.0	0.048	0.026	0.0	0.165	0.0	0.0	0.0	1.234	0.0	0.0	0.029	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.049	0.0	0.0	0.0	0.016	0.0	0.026	0.0	0.0	0.0	0.0	0.024	0.227	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.059	0.0	0.016	0.0	0.0	0.027	0.057	0.0	0.0	0.033	0.02	0.0	0.046	0.0	0.008	1.554	0.0	0.319	0.0	0.107	0.0	0.0	0.01	0.0	0.007	0.0	0.013	0.046	0.137	0.0	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	1.22	0.146	5.528	0.0	0.0	0.013	0.102	0.0	0.343	0.0	0.0	0.026	0.009	0.505	0.06	0.123	0.0	0.0	0.0	0.0	0.0	0.0	1.019	0.008	0.0	0.0	0.009	0.051	0.038	0.026
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;polymorphum	species	202	2485	Reads equidistant to HMT-202 and HMT-953 were assigned to each taxon in proportion to the abundance of HMT-202 and HMT-953 individually at this body site (AKE).	6.564	0.917	0.579	0.027	0.197	0.092	0.251	0.039	0.192	0.0	0.022	2.48	0.056	4.758	0.0	0.013	2.434	0.6	0.135	0.288	0.386	0.321	1.454	0.048	0.121	0.71	4.664	0.651	0.04	11.474	0.022	1.729	5.125	0.383	1.817	8.337	1.266	0.499	2.57	0.0	0.374	0.647	0.033	0.043	8.419	0.258	0.245	0.225	2.255	0.089	1.018	3.918	0.413	0.076	1.757	0.077	0.181	1.514	5.816	0.0	0.013	1.067	0.859	0.265	0.386	0.0	0.068	0.0	0.02	0.516	0.894	0.299	1.538	0.039	0.274	0.476	0.503	0.708	6.012	0.344	1.195	2.301	0.507	0.916	0.014	0.936	0.123	0.175	0.546	0.484	3.969	3.043	6.518	1.175	0.23	1.008	0.769	0.124	0.026	0.58	0.913	0.11	0.086	1.931	0.008	0.036	0.0	1.996	0.031	3.651	0.0	2.085	0.331	5.041	0.247	0.516	0.11	0.112	0.231	0.034	0.0	1.385	0.044	3.47	0.078	2.952	0.284	0.457	3.527	0.1	0.031	0.018	0.476	0.126	0.0	1.928	7.394	2.558	1.617	2.091	0.448	0.057	0.191
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;vincentii	species	200	2483		0.073	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.184	0.029	0.0	0.0	0.039	0.0	0.014	0.0	0.0	0.0	0.047	0.045	0.0	0.265	0.0	0.0	1.744	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.007	0.0	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.082	0.039	0.01	0.0	0.014	0.0	0.013	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.06	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.007	0.0	0.081	0.0	0.008	0.0	0.0	0.0	0.0	9.33	0.0	0.106	0.062	0.069	0.016	0.0	0.0	0.015	0.0	0.008	0.082	0.0	0.012	0.0	0.415	0.0	0.0	0.0	0.07	0.055	1.92	0.146	0.014	0.0	0.0	0.0	0.0	0.0	0.671	0.0	0.445	0.026	0.0	0.0	0.08	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.124	0.042	0.285	0.148	0.081	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;periodonticum	species	201	2484		0.219	0.06	1.526	0.027	0.175	0.0	0.084	0.0	0.208	0.0	0.043	0.006	0.0	0.436	0.0	0.013	0.01	0.132	0.011	0.264	0.103	0.018	0.727	0.0	5.219	0.238	0.202	0.326	0.812	0.251	0.033	1.122	0.036	0.073	0.279	0.51	0.015	0.0	0.029	0.067	0.035	0.016	0.028	0.014	2.675	0.429	0.0	0.08	0.769	2.416	0.36	0.231	0.826	0.019	0.581	0.039	0.067	0.142	0.106	0.0	0.0	0.0	1.366	1.167	0.122	0.009	0.045	0.054	0.09	0.318	0.029	0.278	0.0	0.118	0.0	0.115	0.055	0.0	1.605	0.378	0.559	0.0	0.196	1.611	0.028	1.861	0.049	3.148	0.154	0.0	0.0	0.673	0.214	0.168	0.337	0.083	0.055	0.005	0.013	0.151	0.093	0.247	0.906	0.319	0.066	0.036	0.025	0.194	0.0	0.476	0.04	0.026	0.069	0.34	0.709	0.258	0.049	0.0	0.116	0.0	0.066	0.633	0.022	0.061	0.403	3.254	1.467	0.477	0.016	0.418	0.0	0.214	0.0	1.414	0.0	0.218	0.27	0.031	0.063	0.369	0.051	0.019	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;sp. HMT-203	species	203	2486	Because HMT-698 is not present individually, all equidistant reads were assigned to HMT-203 at this body site (AKE).	0.511	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.224	0.0	0.0	0.048	0.0	0.0	0.0	0.155	0.0	0.151	0.0	0.023	0.0	0.0	0.0	0.0	0.221	0.0	0.0	1.263	0.049	0.133	0.015	0.0	0.0	0.0	0.0	0.0	0.162	0.0	0.0	0.007	0.0	0.0	0.048	0.448	0.0	0.016	0.0	0.052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.023	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.398	0.011	0.0	0.017	0.033	0.0	0.0	0.023	0.0	0.008	0.0	0.0	0.335	0.0	0.0	0.432	0.0	0.094	0.014	0.0	0.0	0.0	0.0	0.0	0.008	0.458	0.0	0.0	0.0	0.026	0.0	0.762	0.0	0.0	0.055	0.04	0.0	21.394	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.013	0.069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	2.681	0.0	0.507	0.0	0.015	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;sp. HMT-248	species	248	2530		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.288	4.888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.114	0.0	1.535	0.0	0.0	0.0	0.0	5.357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.952	0.0	0.0	0.0	0.0	0.0	6.021	0.0	0.039	0.0	0.0	10.937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.062	0.0	0.0	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;buccalis	species	563	2782		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.148	0.0	0.0	0.015	0.0	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.008	0.122	0.016	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.069	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.014	0.061	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.048	0.0	0.0	0.0	0.0	0.011	0.027	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;hofstadii	species	224	2507		0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.69	0.0	0.036	0.0	0.0	0.0	0.041	0.007	0.0	0.0	0.0	0.064	0.0	0.033	0.0	0.0	0.0	0.013	0.172	0.016	0.0	0.0	0.028	0.08	0.056	0.014	0.0	0.0	0.0	0.0	0.0	0.709	0.0	0.0	0.013	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.048	0.0	0.037	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;hongkongensis	species	213	2496		0.094	0.007	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.722	0.0	0.013	0.0	0.0	0.011	0.048	0.064	0.0	0.0	0.0	0.0	0.0	1.282	0.0	0.0	0.059	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.259	0.011	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.198	0.077	0.038	0.089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.018	0.0	0.0	0.01	0.06	0.015	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.0	0.0	0.903	0.129	0.0	0.0	0.0	0.0	0.0	0.017	0.012	0.0	0.717	0.0	0.0	0.0	0.0	0.0	0.975	0.025	0.0	0.0	0.0	0.128	0.0	0.065	0.004	0.0	0.0	0.194	0.031	0.445	0.0	0.0	0.0	0.0	0.0	0.149	0.0	0.247	0.0	0.0	0.0	0.053	0.0	0.052	0.0	0.0	0.71	0.0	0.008	0.0	0.024	0.0	0.0	0.0	0.0	0.982	0.008	0.0	0.0	0.203	0.272	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;shahii	species	214	2497		0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.514	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.464	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Pseudoleptotrichia;sp. HMT-212	species	212	2495		0.031	0.0	0.0	0.0	0.008	0.0	0.076	0.026	0.0	0.0	0.0	0.0	0.0	0.224	0.0	0.013	0.0	0.0	0.0	0.24	0.0	0.0	0.069	0.0	0.038	0.0	0.071	0.0	0.02	1.224	0.0	0.073	0.096	0.09	0.0	0.0	0.151	0.0	0.0	0.0	0.035	0.016	0.011	0.0	0.061	0.039	0.0	0.048	0.013	0.024	0.0	0.039	0.0	0.0	0.027	0.0	0.0	0.024	0.014	0.0	0.0	0.0	0.0	0.012	0.0	0.009	0.0	0.0	0.0	0.02	0.015	0.267	0.0	0.02	0.0	0.0	0.033	0.0	0.302	0.218	0.026	0.0	0.065	0.007	0.0	0.023	0.0	0.0	0.0	0.0	0.446	0.0	0.226	0.0	0.0	0.0	0.179	0.047	0.0	0.025	0.0	0.0	0.008	0.106	0.0	0.0	0.0	0.246	0.016	0.016	0.0	0.018	0.014	0.22	0.09	0.177	0.0	0.011	0.0	0.068	0.0	0.183	0.0	0.035	0.013	0.026	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.031	0.01	0.063	0.138	0.11	0.095	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Pseudoleptotrichia;sp. HMT-215	species	215	2498		0.01	0.0	0.0	0.0	0.046	0.0	0.0	0.013	0.024	0.0	0.0	0.22	0.0	0.062	0.0	0.0	0.0	0.073	0.0	0.024	0.052	0.0	0.014	0.0	0.068	0.0	0.036	0.0	0.079	0.088	0.0	0.178	0.0	0.03	0.119	0.175	0.075	0.0	0.015	0.0	0.012	0.0	0.0	0.028	1.327	0.016	0.0	0.128	0.026	0.13	0.0	0.083	0.258	0.0	0.014	0.058	0.0	0.024	0.021	0.0	0.0	0.0	0.144	0.156	0.0	0.0	0.0	0.0	0.01	0.099	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.126	4.876	0.0	0.0	0.0	0.0	0.058	0.0	0.342	0.012	0.016	0.526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.062	0.0	0.102	0.196	0.0	0.0	0.0	0.285	0.0	0.016	0.08	0.009	0.0	0.06	0.259	0.136	0.0	0.0	0.0	0.0	0.0	0.114	0.0	0.009	0.039	0.026	0.505	0.119	0.0	0.06	0.0	0.054	0.0	0.047	0.0	0.0	0.031	0.01	0.0	0.037	0.0	0.0	0.313
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp. HMT-225	species	225	2508		0.01	0.007	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.088	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.089	0.041	0.0	0.008	0.0	0.202	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.044	0.0	0.023	0.0	0.0	0.0	1.172	0.0	0.073	0.016	0.0	0.008	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.159	0.103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.345	0.0	0.007	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.429	0.0	0.0	0.014	0.28	0.0	0.231	0.012	0.0	0.013	0.0	0.0	0.038	0.0	0.0	0.013	0.009	0.0	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.031	0.016	0.0	0.022	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Pseudoleptotrichia;sp. HMT-392	species	392	2665		0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.785	0.0	0.0	0.01	0.015	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.546	0.0	0.0	0.295	0.0	0.0	0.048	0.0	0.411	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.054	0.0	0.049	0.016	0.013	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.069	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.371	0.005	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.381	0.0	0.0	0.0	0.0	0.045	0.204	0.0	0.0	0.026	0.017	0.0	0.053	0.0	0.0	0.013	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.055	0.008	0.0	0.016	0.009	0.029	0.019	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;sp. HMT-417	species	417	2678		0.0	0.03	0.158	0.0	0.0	0.0	0.0	0.0	0.072	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.015	0.0	0.048	0.103	0.178	0.0	0.0	0.008	0.0	0.415	0.0	0.0	0.0	0.022	0.0	0.0	0.005	0.027	0.0	0.075	0.0	0.015	0.0	0.012	0.032	0.0	0.0	0.02	0.023	0.0	0.0	0.0	0.0	1.393	0.006	0.052	0.114	0.294	0.0	0.0	0.071	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.01	1.767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.027	0.0	0.138	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	3.762	0.0	0.095	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.093	0.219	0.008	0.008	0.0	0.0	0.038	0.0	0.0	0.0	0.08	0.0	0.124	0.04	0.506	0.041	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.086	1.135	1.253	0.0	0.02	0.0	0.0	0.145	0.0	0.0	0.036	0.023	0.021	0.016	0.0	0.0	0.019	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;wadei	species	222	2505		0.073	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.018	0.0	0.0	0.0	0.0	5.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	4.479	0.0	0.0	0.0	0.0	0.0	0.041	0.0	0.0	0.013	0.031	0.0	0.0	0.057	0.0	0.0	0.0	0.104	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.149	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.268	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.009	0.015	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Pseudoleptotrichia;goodfellowii	species	845	2994		0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.024	0.0	0.0	0.0	0.894	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.16	0.022	2.961	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.039	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
