Taxonomy	Rank	HMT	Taxonomy_ID	Notes	S700014994-SUBP	S700015286-SUBP	S700015662-SUBP	S700016077-SUBP	S700016168-SUBP	S700016333-SUBP	S700016374-SUBP	S700016590-SUBP	S700016948-SUBP	S700021912-SUBP	S700023021-SUBP	S700023078-SUBP	S700023208-SUBP	S700023259-SUBP	S700023331-SUBP	S700023418-SUBP	S700023475-SUBP	S700023529-SUBP	S700023576-SUBP	S700023690-SUBP	S700023786-SUBP	S700023843-SUBP	S700023900-SUBP	S700023966-SUBP	S700024023-SUBP	S700024064-SUBP	S700024127-SUBP	S700024185-SUBP	S700024231-SUBP	S700024290-SUBP	S700024338-SUBP	S700024377-SUBP	S700024443-SUBP	S700024490-SUBP	S700024539-SUBP	S700024586-SUBP	S700024635-SUBP	S700024671-SUBP	S700024731-SUBP	S700024788-SUBP	S700024825-SUBP	S700024902-SUBP	S700024946-SUBP	S700024996-SUBP	S700033020-SUBP	S700033179-SUBP	S700033477-SUBP	S700033775-SUBP	S700037220-SUBP	S700037468-SUBP	S700037580-SUBP	S700037732-SUBP	S700038051-SUBP	S700038247-SUBP	S700038384-SUBP	S700038470-SUBP	S700038518-SUBP	S700038566-SUBP	S700038614-SUBP	S700038722-SUBP	S700038781-SUBP	S700038938-SUBP	S700038998-SUBP	S700095398-SUBP	S700095455-SUBP	S700097279-SUBP	S700097339-SUBP	S700097676-SUBP	S700098315-SUBP	S700098407-SUBP	S700099047-SUBP	S700099107-SUBP	S700099635-SUBP	S700099791-SUBP	S700100275-SUBP	S700101683-SUBP	S700102287-SUBP	S700102633-SUBP	S700102950-SUBP	S700103261-SUBP	S700103325-SUBP	S700103466-SUBP	S700103535-SUBP	S700103605-SUBP	S700103692-SUBP	S700105085-SUBP	S700105201-SUBP	S700105304-SUBP	S700105354-SUBP	S700105392-SUBP	S700105437-SUBP	S700105512-SUBP	S700105610-SUBP	S700105666-SUBP	S700105705-SUBP	S700105759-SUBP	S700105828-SUBP	S700105876-SUBP	S700105924-SUBP	S700106038-SUBP	S700106113-SUBP	S700106380-SUBP	S700106540-SUBP	S700106599-SUBP	S700106635-SUBP	S700106683-SUBP	S700106743-SUBP	S700106857-SUBP	S700106896-SUBP	S700106916-SUBP	S700106966-SUBP	S700107234-SUBP	S700113007-SUBP	S700113055-SUBP	S700113091-SUBP	S700113138-SUBP	S700113523-SUBP	S700113598-SUBP	S700113636-SUBP	S700113694-SUBP	S700113838-SUBP	S700113952-SUBP	S700114037-SUBP	S700114088-SUBP	S700114145-SUBP	S700114209-SUBP	S700114266-SUBP	S700114323-SUBP	S700114407-SUBP	S700114478-SUBP	S700114537-SUBP	S700114578-SUBP	S700114635-SUBP	S700114699-SUBP	S700114747-SUBP	S700114797-SUBP	S700114854-SUBP	S700114902-SUBP	S700114959-SUBP	S700116237-SUBP	S700116324-SUBP	S700116378-SUBP	S700116588-SUBP	S700116639-SUBP	S700116798-SUBP	S700116858-SUBP	S700117020-SUBP	S700117680-SUBP	S700117737-SUBP	S700117848-SUBP	S700117974-SUBP
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;denitrificans	species	582	2796		0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.077	0.0	0.0	0.0	0.045	0.0	0.056	0.0	0.0	0.064	0.0	0.0	0.194	0.0	0.107	0.0	0.0	0.0	0.785	0.0	0.0	3.0	0.0	0.0	0.0	0.728	4.506	0.012	0.0	0.701	0.0	0.0	0.0	0.016	0.081	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.377	0.0	0.0	0.516	0.0	0.0	0.0	2.052	0.221	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.177	0.0	1.34	0.0	0.297	0.0	0.061	0.0	0.0	0.013	0.0	0.051	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.942	0.054	0.0	1.987	0.028	0.0	0.0	0.0	0.229	0.0	0.0	2.3	2.259	0.245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.233	0.039	0.0	0.033	0.0	0.0	0.367	0.0	0.025	0.01	0.702	0.0	0.0	0.289	0.0	1.992	0.114	0.088	0.0	0.0	0.0	0.015	0.219	1.033	0.0	0.157	0.0	0.0	0.091	0.0	0.416	0.351
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;oralis	species	706	2890		0.047	2.021	0.295	0.623	1.431	0.127	0.296	0.345	0.971	0.0	0.062	0.219	0.485	0.474	0.32	0.41	0.513	0.0	0.29	0.091	0.147	0.301	1.094	3.204	2.37	0.174	0.006	0.711	0.307	0.602	0.111	0.809	0.821	1.723	0.143	2.571	0.554	12.318	0.164	0.382	9.23	1.816	0.35	0.299	0.422	0.13	0.927	0.066	0.713	3.394	0.0	0.848	0.081	1.009	1.161	0.424	0.334	1.243	0.111	1.085	0.195	0.332	1.149	1.706	5.993	0.306	0.025	3.871	0.869	0.445	0.89	0.347	0.918	0.854	0.906	0.234	0.682	0.659	0.011	1.317	0.799	0.049	0.498	6.822	0.61	5.933	0.843	1.931	0.058	0.454	3.885	3.904	1.402	0.0	0.46	1.884	1.833	0.433	0.719	0.366	0.0	0.456	0.244	0.0	0.008	0.048	0.473	1.776	2.168	0.83	0.72	0.0	1.559	0.337	3.073	0.29	0.218	0.02	0.54	3.48	0.158	0.105	0.033	0.925	0.23	1.932	1.455	0.25	0.069	1.782	4.449	0.144	1.157	0.552	0.659	1.207	1.489	0.543	1.676	2.764	1.142	2.382	0.593	0.076	0.226	0.332	2.329	0.558	1.432	3.013	2.105
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;sp. HMT-012	species	012	2303		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.96	0.0	0.0	0.0	0.225	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.054	0.0	0.0	0.0	0.0	0.0	0.524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.403	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;bacilliformis	species	013	2304		0.0	0.0	0.0	0.0	0.37	0.0	0.158	0.0	0.0	0.0	0.0	0.0	0.049	0.0	0.0	0.254	0.018	0.0	0.0	0.0	0.103	0.107	0.0	0.546	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0	0.059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.194	0.0	0.0	0.122	0.0	0.0	0.0	0.0	0.0	0.0	0.249	0.0	0.0	0.271	0.135	0.0	1.266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.387	0.0	0.0	0.0	0.0	0.742	0.0	0.322	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.368	0.013	0.0	0.0	0.0	0.0	0.0	0.018	0.164	0.0	0.015	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.018	0.742	0.0	0.193	1.896	0.0	0.0	0.015	0.0	0.0	0.532	0.0	0.802	0.0	0.0	0.167	0.0	0.0	0.195	0.133	1.619	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;cinerea	species	956	3096	Some of the reads equidistant from these taxa (669-737-956) are included in HMT-956 because they are too close to differentiate at this site (SUBP).	0.0	0.0	0.0	0.02	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.061	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.0	0.318	0.006	0.012	0.0	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051	0.0	0.025	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	1.85	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.098	0.0	0.0	0.0	0.0	0.0	0.0	0.554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;elongata	species	598	2809		0.14	14.242	0.825	0.0	0.051	0.275	0.03	0.422	1.099	0.0	0.062	0.0	1.682	0.739	1.677	3.842	0.22	0.159	2.164	2.948	0.471	0.666	0.0	0.0	1.035	0.947	0.19	0.146	0.933	5.752	0.282	1.474	6.358	1.595	0.632	9.79	0.475	4.054	1.467	3.727	0.447	1.135	0.962	2.988	0.138	0.444	0.149	0.197	1.406	1.334	0.453	0.17	5.215	3.372	1.914	0.007	0.869	1.344	2.361	0.071	0.173	0.124	0.0	0.368	0.395	0.723	0.811	0.836	0.769	0.0	0.841	0.0	0.0	0.452	0.131	0.728	1.454	0.025	1.715	4.302	2.907	2.707	0.238	0.348	3.158	2.025	0.0	0.217	5.536	0.027	0.0	0.01	2.752	0.0	0.375	4.509	0.145	4.047	6.585	0.766	1.288	0.91	14.601	0.0	0.008	1.916	7.924	0.0	1.433	0.14	1.931	0.061	0.175	0.632	0.0	0.436	1.407	4.945	7.684	1.103	0.631	1.517	1.855	0.387	4.072	0.496	0.014	0.025	3.292	0.738	1.515	2.636	0.836	1.237	5.804	0.0	0.146	0.401	0.0	0.0	5.187	3.779	1.337	0.17	0.138	1.98	1.275	0.091	1.299	1.532	3.144
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;mucosa	species	682	2872	Reads equidistant to HMT-682 and HMT-764 were assigned to each taxon in proportion to the abundance of HMT-682 and HMT-764 individually at this body site (SUBP).;Some of the reads equidistant from these taxa (099-682-764) are included in HMT-682 because they are too close to differentiate at this site (SUBP).	0.08	11.131	0.031	0.763	0.069	0.075	0.234	0.338	0.016	0.613	0.166	3.354	7.342	0.181	7.404	0.529	2.806	0.024	0.957	13.499	3.211	3.334	1.32	0.0	0.15	11.759	12.167	1.465	0.053	0.0	1.842	3.147	4.172	5.572	0.096	1.209	0.328	0.012	3.588	3.045	0.0	0.746	2.817	0.138	0.288	0.168	0.017	0.295	0.491	0.071	2.174	0.052	0.348	0.441	0.163	7.436	15.414	4.901	1.328	0.757	0.022	0.0	0.0	0.939	0.0	0.184	0.0	0.0	1.415	0.0	1.187	0.116	1.132	0.226	0.013	0.001	0.598	0.251	0.199	0.048	0.267	0.074	0.153	0.091	0.885	1.905	0.256	0.277	1.107	0.682	0.0	0.147	0.807	1.069	0.0	0.0	0.058	1.311	2.769	0.575	0.582	1.634	0.867	0.0	0.0	11.579	4.481	0.625	0.811	29.614	0.591	0.0	4.381	3.469	0.013	0.454	0.138	0.03	12.628	6.752	1.092	0.0	0.002	0.337	0.294	0.237	23.182	0.1	0.184	0.054	0.156	2.902	0.644	6.619	0.324	11.181	1.008	0.968	0.001	0.159	0.046	0.0	0.091	0.0	0.344	0.0	0.0	2.273	0.009	0.0	0.067
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;oralis	species	014	2305		0.087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.102	0.0	0.373	0.0	0.0	0.0	0.105	0.0	0.009	0.71	1.193	0.233	0.529	0.0	0.0	0.0	0.0	0.0	0.275	0.0	0.0	5.995	0.0	0.0	2.49	0.0	0.238	0.041	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	3.659	0.0	0.0	2.727	3.509	0.0	0.064	0.0	0.0	31.907	0.0	0.043	0.738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.022	0.0	0.003	0.101	0.0	0.0	0.0	0.234	0.649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.011	0.102	0.0	0.0	0.776	0.0	0.0	0.044	0.0	0.011	0.0	0.0	0.831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.082	1.763	0.123	0.0	1.026	0.481	0.263	1.242	0.763	0.0	0.0	0.0	1.513	0.054	0.0	7.413	0.37	0.0	0.444	0.035	0.0	0.008	0.008	0.0	0.015	0.0	1.185	0.0	0.0	0.0	0.0	0.104	0.0	0.066	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;sicca	species	764	2933	Reads equidistant to HMT-682 and HMT-764 were assigned to each taxon in proportion to the abundance of HMT-682 and HMT-764 individually at this body site (SUBP).;Some of the reads equidistant from these taxa (099-682-764) are included in HMT-764 because they are too close to differentiate at this site (SUBP).	0.033	2.448	0.0	0.08	0.285	0.01	0.18	0.16	0.265	0.054	0.124	0.289	0.049	0.139	0.085	3.586	0.018	0.943	5.723	0.53	0.333	1.91	0.0	0.0	0.014	0.012	1.583	0.417	0.493	0.641	0.049	0.884	0.013	2.352	5.543	0.018	0.0	0.108	2.924	17.365	0.0	1.816	9.448	0.092	2.077	0.559	0.132	0.011	8.028	0.0	6.647	0.36	4.553	1.613	0.0	0.819	0.082	20.789	0.59	0.009	0.0	0.0	0.0	0.6	0.0	0.0	1.774	0.048	0.025	0.0	0.025	0.014	2.295	0.101	0.0	0.012	0.187	0.636	0.022	15.263	3.027	1.046	9.871	0.0	0.32	0.03	2.825	0.0	6.702	0.118	0.0	8.634	2.589	0.267	0.0	0.0	0.0	0.0	0.074	0.174	27.796	0.218	5.187	0.0	0.0	0.047	2.153	0.008	18.84	0.656	3.225	0.061	0.406	0.167	0.0	0.054	0.668	0.213	3.805	0.489	0.012	0.0	3.731	4.314	0.037	0.032	0.108	0.0	2.001	0.0	0.396	0.065	0.176	0.488	0.994	0.016	0.029	0.0	0.056	0.028	0.0	0.0	13.752	0.0	0.069	0.0	0.0	0.14	0.047	0.036	0.054
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;sp. HMT-018	species	018	2309		0.0	0.0	0.0	0.0	0.0	0.0	3.924	0.0	0.0	0.0	0.0	0.199	0.0	0.683	0.0	6.456	0.0	0.0	0.0	0.0	0.088	2.192	0.0	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.594	0.0	0.115	0.0	0.0	0.0	0.0	0.0	0.0	0.094	0.0	0.0	0.275	0.0	0.0	0.0	0.0	0.037	0.217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.054	0.017	0.0	0.139	0.0	0.785	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.123	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.322	1.954	0.0	0.0	0.0	0.0	0.0	0.0	0.145	0.0	0.129	0.0	0.0	0.042	0.0	0.0	0.228	0.0	0.0	0.0	0.256	0.0	0.0	0.0	0.0	0.007	0.229
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;sp. HMT-020	species	020	2311		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;sp. HMT-499	species	499	2731		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.199	0.0	0.0	0.773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;subflava	species	476	2714	Because HMT-101 is not present individually, all equidistant reads were assigned to HMT-476 at this body site (SUBP).	0.0	0.023	0.031	0.0	0.0	0.317	0.01	0.115	0.486	0.036	0.331	0.0	0.032	0.028	0.741	0.02	0.11	0.024	0.307	0.052	1.088	0.193	0.0	0.0	0.0	0.0	0.814	0.0	5.466	0.128	0.074	0.065	0.079	0.396	0.751	0.035	0.079	0.084	0.055	0.105	0.016	0.016	0.175	1.356	0.0	0.046	0.05	4.118	10.895	0.024	0.415	0.0	0.093	0.138	0.02	0.0	0.234	0.173	0.037	0.0	0.0	0.0	0.0	0.0	0.049	0.025	0.101	0.0	0.0	0.0	0.692	0.014	0.0	0.0	0.053	0.247	0.019	0.051	0.0	0.064	0.012	5.308	0.162	0.0	0.061	0.0	0.028	0.0	0.408	0.062	0.012	0.461	2.637	0.0	0.017	0.0	0.058	0.0	0.054	0.122	2.243	0.791	0.233	0.0	0.0	0.53	0.371	0.008	2.366	0.0	0.061	0.0	0.325	0.056	0.013	0.2	0.765	0.03	1.358	0.037	0.039	0.06	0.285	0.064	0.101	0.054	0.014	0.0	4.953	0.018	0.095	0.144	3.344	0.346	0.158	1.601	0.029	0.192	0.049	0.009	0.099	0.0	0.061	0.076	1.25	0.636	0.0	1.79	0.009	1.539	0.027
Bacteria;Pseudomonadota;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;concisus	species	575	3122		1.205	0.011	0.081	0.804	1.078	0.729	0.917	0.211	2.735	0.162	0.29	0.359	0.0	0.321	0.035	0.0	0.229	0.0	0.102	0.103	0.956	0.0	0.113	0.148	0.613	0.012	0.031	0.012	0.027	0.102	0.025	0.17	0.225	0.105	0.143	0.023	0.023	0.722	0.069	0.0	0.096	0.0	0.175	0.0	0.116	0.084	0.017	0.47	1.07	0.631	0.019	0.412	0.006	0.023	0.081	0.093	0.05	0.246	0.0	0.106	0.022	0.124	0.043	0.0	0.0	0.012	0.025	0.43	0.0	0.733	0.148	0.116	0.061	0.327	0.223	3.9	1.807	0.634	0.907	0.101	0.085	0.614	0.0	1.49	1.083	0.105	0.415	1.134	0.0	0.534	1.033	0.147	0.386	1.692	0.375	0.0	0.0	0.229	0.075	2.595	0.655	0.754	0.011	1.462	1.821	0.265	0.077	1.505	0.302	0.013	0.031	0.0	0.025	0.014	0.026	4.501	0.096	0.122	0.0	0.012	0.053	1.337	0.077	0.006	0.478	0.507	0.34	0.2	0.119	0.072	0.0	0.065	0.9	0.165	0.1	0.035	0.38	0.142	0.154	0.336	0.061	0.182	0.076	0.0	0.453	0.116	0.059	0.324	0.322	0.088	0.081
Bacteria;Pseudomonadota;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;curvus	species	580	3123		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.182	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.087	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.189
Bacteria;Pseudomonadota;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;gracilis	species	623	3124		2.23	0.857	2.719	1.065	1.297	1.468	0.848	0.671	1.278	2.127	0.0	0.658	0.21	1.742	0.005	0.0	3.355	1.114	0.239	0.608	1.176	2.085	1.509	3.986	0.0	0.0	0.006	0.461	0.853	0.09	0.43	4.019	0.887	0.291	1.037	1.221	0.566	2.779	0.247	0.092	0.064	0.34	1.727	0.804	0.517	1.646	1.49	0.164	0.119	0.083	0.047	0.509	0.017	2.397	0.0	0.403	0.568	0.824	2.435	0.46	0.736	2.652	0.057	1.405	1.504	1.47	1.191	1.912	1.986	0.0	1.632	2.084	0.459	4.573	2.416	1.352	2.183	3.447	0.642	0.037	0.133	1.217	0.0	0.927	3.662	0.665	0.594	1.602	0.058	1.041	4.184	0.147	1.621	0.0	2.077	0.0	1.44	1.158	0.043	0.052	0.777	4.144	0.18	0.0	9.321	2.398	0.166	3.124	0.49	0.204	0.245	0.856	0.859	0.112	0.291	0.091	0.068	0.76	0.37	1.47	2.498	4.685	0.231	0.515	2.344	2.461	0.076	2.474	0.751	1.494	2.098	0.129	0.579	0.791	2.006	0.166	1.343	0.284	3.473	0.429	0.327	3.512	0.274	7.669	4.801	1.25	1.039	1.453	2.731	1.561	3.212
Bacteria;Pseudomonadota;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;showae	species	763	3126		1.225	0.537	0.662	0.924	0.017	0.708	0.375	0.249	0.332	0.0	0.021	3.843	1.746	0.488	0.516	0.02	0.202	0.233	0.29	0.026	5.955	0.129	0.113	0.044	3.84	0.037	0.061	0.265	0.707	1.166	1.253	0.144	0.477	1.968	0.942	1.203	0.045	0.866	0.658	0.435	0.112	0.0	1.377	3.195	0.269	1.332	0.215	0.404	1.327	0.155	0.085	0.121	0.812	2.696	0.448	0.022	0.401	0.188	1.66	3.258	0.0	0.249	0.014	0.535	0.321	0.196	4.613	1.027	1.266	0.0	0.593	0.087	0.581	0.176	0.512	0.845	2.389	0.811	0.022	2.036	0.0	1.811	0.552	0.257	0.954	0.187	0.152	1.083	0.175	3.246	0.336	0.775	0.952	0.401	0.221	0.0	0.131	0.331	0.794	4.319	0.0	0.539	0.17	0.535	3.14	1.602	0.997	0.278	0.245	0.128	0.521	0.581	0.025	0.519	0.119	0.109	0.109	5.158	0.015	0.0	0.171	0.075	1.405	0.474	2.877	0.022	0.0	0.35	0.484	0.054	0.0	0.388	3.054	0.783	0.287	0.219	1.256	0.008	0.0	0.271	0.602	0.462	0.213	0.057	0.246	1.937	0.066	2.335	0.104	5.5	0.567
Bacteria;Pseudomonadota;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;sp. HMT-044	species	044	3121		0.0	0.034	0.0	0.0	0.0	0.0	0.138	1.228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.054	0.0	0.0	0.0	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.138	0.0	0.0	0.0	0.016	0.0	0.086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
