Taxonomy	Rank	HMT	Notes	Max	AKE-mean	AKE-10p	AKE-90p	AKE-sd	AKE-prev	ANA-mean	ANA-10p	ANA-90p	ANA-sd	ANA-prev	BMU-mean	BMU-10p	BMU-90p	BMU-sd	BMU-prev	HPA-mean	HPA-10p	HPA-90p	HPA-sd	HPA-prev	LAF-mean	LAF-10p	LAF-90p	LAF-sd	LAF-prev	LRC-mean	LRC-10p	LRC-90p	LRC-sd	LRC-prev	MVA-mean	MVA-10p	MVA-90p	MVA-sd	MVA-prev	PFO-mean	PFO-10p	PFO-90p	PFO-sd	PFO-prev	PTO-mean	PTO-10p	PTO-90p	PTO-sd	PTO-prev	RAF-mean	RAF-10p	RAF-90p	RAF-sd	RAF-prev	RRC-mean	RRC-10p	RRC-90p	RRC-sd	RRC-prev	SAL-mean	SAL-10p	SAL-90p	SAL-sd	SAL-prev	STO-mean	STO-10p	STO-90p	STO-sd	STO-prev	SUBP-mean	SUBP-10p	SUBP-90p	SUBP-sd	SUBP-prev	SUPP-mean	SUPP-10p	SUPP-90p	SUPP-sd	SUPP-prev	THR-mean	THR-10p	THR-90p	THR-sd	THR-prev	TDO-mean	TDO-10p	TDO-90p	TDO-sd	TDO-prev	VIN-mean	VIN-10p	VIN-90p	VIN-sd	VIN-prev
Bacteria;Pseudomonadota;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;pylori	species	812		0.132	0.0	0.0	0.0	0.0	0.0	0.132	0.0	0.0	2.144	1.333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.166	1.149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.101	0.0	0.0	1.259	1.382	0.005	0.0	0.0	0.074	1.133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;hormaechei	species	634	Because HMT-565 is not present individually, all equidistant reads were assigned to HMT-634 at this body site (ANA).;Reads equidistant to HMT-565 and HMT-634 were assigned to each taxon in proportion to the abundance of HMT-565 and HMT-634 individually at these sites (LAF,RAF).;	0.053	0.0	0.0	0.0	0.0	0.0	0.053	0.0	0.0	0.38	7.667	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.056	5.369	0.035	0.0	0.02	0.206	12.644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.219	9.677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;coli	species	574		0.033	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.029	0.144	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.045	0.107	18.966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.074	0.074	23.963	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.017	0.27	13.077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;aerogenes	species	153		0.056	0.0	0.0	0.0	0.0	0.0	0.056	0.0	0.042	0.275	13.333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.089	6.322	0.018	0.0	0.0	0.255	4.598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.061	2.304	0.013	0.0	0.0	0.224	4.249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;pneumoniae	species	731		0.118	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.131	10.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.225	6.04	0.118	0.0	0.0	1.144	6.897	0.007	0.0	0.0	0.062	6.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.0	0.0	0.426	8.295	0.021	0.0	0.0	0.293	3.966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.104	0.0	0.0	1.865	3.274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;influenzae	species	641		0.331	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.647	7.333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.331	0.0	0.008	4.517	10.714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;junii	species	282		0.046	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.005	0.144	10.667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.049	0.108	15.517	0.003	0.0	0.0	0.018	6.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046	0.0	0.019	0.421	11.521	0.005	0.0	0.0	0.041	6.799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.044	2.381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella;catarrhalis	species	833		0.266	0.0	0.0	0.0	0.0	0.0	0.263	0.0	0.0	2.394	5.333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.083	2.765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.266	0.0	0.0	2.73	3.571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella;lincolnii	species	154		0.049	0.0	0.0	0.0	0.0	0.0	0.049	0.0	0.0	0.406	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella;nonliquefaciens	species	098		0.638	0.0	0.0	0.0	0.0	0.0	0.638	0.0	0.0	4.091	7.333	0.032	0.0	0.0	0.389	0.685	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.259	1.724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.419	4.147	0.0	0.0	0.0	0.0	0.0	0.041	0.0	0.0	0.345	1.538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.197	0.0	0.0	2.601	4.464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;fluorescens	species	612		0.282	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.023	0.087	19.0	0.002	0.0	0.0	0.014	4.11	0.0	0.0	0.0	0.0	0.0	0.257	0.0	0.354	1.616	45.402	0.012	0.0	0.014	0.132	14.368	0.159	0.0	0.555	0.408	37.838	0.054	0.0	0.154	0.169	26.316	0.0	0.0	0.0	0.0	0.0	0.089	0.0	0.186	0.243	39.631	0.018	0.0	0.026	0.098	18.414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.282	0.0	0.841	0.68	40.845
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Stutzerimonas;stutzeri	species	477		0.181	0.0	0.0	0.0	0.0	0.0	0.181	0.0	0.0	3.124	3.667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055	0.0	0.114	0.231	29.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.271	6.912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;macacae	species	099	Neither HMT-099 nor HMT-682 were present singularly so these reads were split evenly at these sites (ANA,PTO,RRC,TDO).;Some of the reads equidistant from these taxa (099-682-764) are included in HMT-099 because they are too close to differentiate at these sites (ANA,RRC).;	0.03	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.058	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.055	0.121	40.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.005	0.041	11.898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.034	0.034	34.839	0.0	0.0	0.0	0.0	0.0
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;johnsonii	species	297	Neither HMT-297 nor HMT-824 were present singularly so these reads were split evenly at these sites (ANA,LRC,RRC).;Reads equidistant to HMT-297 and HMT-824 were assigned to each taxon in proportion to the abundance of HMT-297 and HMT-824 individually at this body site (LAF).;Because HMT-824 is not present individually, all equidistant reads were assigned to HMT-297 at this body site (RAF).;	0.079	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.015	4.333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.172	0.227	33.333	0.004	0.0	0.0	0.034	6.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.079	0.0	0.099	0.387	28.571	0.001	0.0	0.0	0.014	4.249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;Bacillus;anthracis	species	824	Neither HMT-297 nor HMT-824 were present singularly so these reads were split evenly at these sites (ANA,LRC,RRC).;Reads equidistant to HMT-297 and HMT-824 were assigned to each taxon in proportion to the abundance of HMT-297 and HMT-824 individually at this body site (LAF).;	0.007	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.015	4.333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.003	0.035	12.069	0.004	0.0	0.0	0.034	6.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.014	4.249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;Staphylococcus;aureus	species	550	Reads equidistant to Staphylococcus aureus, Acidovorax temperans, and Corynebacterium diphtheriae were assigned to Staphylococcus aureus at this body site (ANA).;Some of the reads equidistant from these taxa (216-550-591) are included in HMT-550 because they are too close to differentiate at these sites (ANA,LAF,RAF,RRC,THR).;Reads equidistant to HMT-550 and HMT-601 were assigned to each taxon in proportion to the abundance of HMT-550 and HMT-601 individually at this body site (LAF).;HMTs 216-550-591 were not present singularly so these reads were split evenly at these sites (PTO,SUPP);	2.85	0.0	0.0	0.0	0.0	0.0	2.85	0.0	9.96	7.139	33.667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.218	0.0	0.039	1.852	19.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.003	0.008	11.333	0.014	0.0	0.017	0.079	17.512	0.016	0.0	0.006	0.105	15.297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	1.987	0.004	0.0	0.002	0.032	10.417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces;oris;clade-171	subspecies	171	Reads equidistant to HMT-171 and HMT-893 were assigned to each taxon in proportion to the abundance of HMT-171 and HMT-893 individually at these sites (SUBP,SUPP).;	0.936	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.065	0.138	24.667	0.042	0.0	0.098	0.096	56.164	0.0	0.0	0.0	0.0	0.0	0.041	0.0	0.025	0.305	13.218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.646	0.006	1.279	1.379	90.066	0.936	0.008	2.023	1.629	90.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;cristatus;clade-886	subspecies	886	Because HMT-578 is not present individually, all equidistant reads were assigned to HMT-886 at these sites (BMU,LRC,SAL,SUBP,SUPP,THR).	0.459	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.022	0.066	17.333	0.219	0.0	0.432	0.649	79.452	0.06	0.0	0.178	0.108	61.745	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.069	8.908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.019	0.088	11.06	0.0	0.0	0.0	0.0	0.0	0.208	0.0	0.411	0.53	69.231	0.0	0.0	0.0	0.0	0.0	0.292	0.0	0.79	0.443	81.457	0.459	0.0	1.284	0.732	84.106	0.057	0.0	0.116	0.263	43.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Patescibacteria;Patescibacteria [C1];Patescibacteria [C1 O1]	order			0.154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.014	0.038	17.123	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.091	1.149	0.007	0.0	0.0	0.111	1.437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.016	0.567	0.072	0.0	0.172	0.171	43.077	0.0	0.0	0.0	0.0	0.0	0.098	0.0	0.339	0.225	45.695	0.154	0.0	0.459	0.372	47.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae	family			0.822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.023	0.182	23.973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.178	0.0	0.071	1.245	33.333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.191	0.151	44.615	0.0	0.0	0.0	0.0	0.0	0.822	0.0	2.657	1.649	61.589	0.233	0.0	0.809	0.549	43.046	0.043	0.0	0.033	0.471	19.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae	family			0.247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.067	0.075	34.247	0.216	0.0	0.596	0.336	71.812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.013	0.221	12.162	0.044	0.0	0.006	0.282	10.526	0.247	0.0	0.606	0.484	83.333	0.014	0.0	0.0	0.097	8.756	0.001	0.0	0.0	0.006	1.7	0.242	0.0	0.638	0.487	61.538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.196	0.0	0.544	0.32	72.619	0.123	0.0	0.323	0.177	71.613	0.04	0.0	0.049	0.184	21.127
Bacteria;Patescibacteria;Patescibacteria [C1];Patescibacteria [C1 O1];Patescibacteria [C1 O1 F1]	family			0.154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.014	0.038	17.123	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.091	1.149	0.007	0.0	0.0	0.111	1.437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.016	0.567	0.072	0.0	0.172	0.171	43.077	0.0	0.0	0.0	0.0	0.0	0.098	0.0	0.339	0.225	45.695	0.154	0.0	0.459	0.372	47.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;Nanosyncoccaceae	family			3.286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.072	0.061	45.205	0.087	0.0	0.204	0.13	65.101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.221	0.007	0.608	0.293	90.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.286	0.091	8.407	4.537	93.846	0.0	0.0	0.0	0.0	0.0	0.088	0.0	0.13	0.297	41.722	0.028	0.0	0.061	0.088	28.477	0.195	0.0	0.477	0.241	78.571	0.165	0.0	0.366	0.34	81.29	0.0	0.0	0.0	0.0	0.0
Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;Nanoperiomorbaceae	family			0.148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.013	5.479	0.004	0.0	0.0	0.03	4.698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.022	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.067	0.102	16.154	0.0	0.0	0.0	0.0	0.0	0.148	0.0	0.099	0.805	18.543	0.046	0.0	0.014	0.271	12.583	0.003	0.0	0.0	0.024	3.274	0.002	0.0	0.0	0.014	3.871	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;Paludibacteraceae [G1]	genus			0.822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.023	0.182	23.973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.178	0.0	0.071	1.245	33.333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.191	0.151	44.615	0.0	0.0	0.0	0.0	0.0	0.822	0.0	2.657	1.649	61.589	0.233	0.0	0.809	0.549	43.046	0.043	0.0	0.033	0.471	19.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae [G3]	genus			0.098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.055	0.044	34.932	0.025	0.0	0.069	0.078	28.859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056	0.0	0.13	0.186	34.667	0.004	0.0	0.0	0.032	3.226	0.0	0.0	0.0	0.0	0.0	0.038	0.0	0.068	0.135	25.385	0.0	0.0	0.0	0.0	0.0	0.084	0.0	0.237	0.156	61.589	0.098	0.0	0.249	0.212	54.305	0.059	0.0	0.158	0.192	23.81	0.041	0.0	0.032	0.161	23.871	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae;Gallibacter	genus			0.123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.014	0.036	18.493	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.229	3.448	0.001	0.0	0.0	0.012	2.299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.123	0.0	0.276	0.43	42.0	0.012	0.0	0.0	0.113	2.765	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.028	0.018	20.769	0.0	0.0	0.0	0.0	0.0	0.113	0.0	0.334	0.191	61.589	0.017	0.0	0.047	0.035	38.411	0.046	0.0	0.076	0.212	25.298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Peptostreptococcus	genus			0.247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.067	0.075	34.247	0.216	0.0	0.596	0.336	71.812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.013	0.221	12.162	0.044	0.0	0.006	0.282	10.526	0.247	0.0	0.606	0.484	83.333	0.014	0.0	0.0	0.097	8.756	0.001	0.0	0.0	0.006	1.7	0.242	0.0	0.638	0.487	61.538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.196	0.0	0.544	0.32	72.619	0.123	0.0	0.323	0.177	71.613	0.04	0.0	0.049	0.184	21.127
Bacteria;Bacillota;Clostridia;Eubacteriales;Ruminococcaceae;Ruminococcaceae [G1]	genus			1.344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.038	0.048	27.397	0.039	0.0	0.109	0.091	39.597	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.033	3.161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.127	0.0	0.284	0.336	59.333	0.008	0.0	0.0	0.063	2.765	0.0	0.0	0.0	0.0	0.0	1.344	0.0	3.582	2.433	81.538	0.0	0.0	0.0	0.0	0.0	0.077	0.0	0.154	0.291	36.424	0.04	0.0	0.103	0.126	30.464	0.173	0.0	0.498	0.417	52.381	0.119	0.0	0.155	0.704	43.226	0.0	0.0	0.0	0.0	0.0
